Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
25565.91311746,0.0278,-0.2471,0.981,-14.161,-1.555,167.525
25566.013117475,0.0273,-0.2471,0.981,-14.161,-1.555,167.525
25566.113117528,0.0264,-0.2471,0.98,-14.161,-1.555,167.525
25566.213117599,0.0273,-0.248,0.9819,-14.161,-1.555,167.525
25566.313117689,0.0273,-0.2466,0.981,-14.161,-1.555,167.525
25566.413117723,0.0278,-0.2471,0.9805,-14.161,-1.555,167.525
25566.513117776,0.0273,-0.2471,0.9814,-14.161,-1.555,167.525
25566.613117848,0.0283,-0.2471,0.9814,-14.161,-1.555,167.525
25566.7131179,0.0273,-0.2471,0.9819,-14.156,-1.555,167.525
25566.81311799,0.0273,-0.2471,0.9805,-14.156,-1.555,167.525
25566.913118025,0.0273,-0.2476,0.9824,-14.156,-1.555,167.525
25567.013118114,0.0278,-0.2471,0.981,-14.156,-1.555,167.525
25567.113118186,0.0278,-0.2471,0.9805,-14.156,-1.555,167.525
25567.21311822,0.0273,-0.2476,0.981,-14.156,-1.555,167.525
25567.313118254,0.0273,-0.2471,0.9805,-14.156,-1.555,167.525
25567.413118289,0.0273,-0.2471,0.9824,-14.156,-1.555,167.525
25567.513118397,0.0273,-0.2471,0.981,-14.156,-1.555,167.525
25567.613118524,0.0269,-0.2476,0.9805,-14.156,-1.555,167.525
25567.713118577,0.0273,-0.2471,0.981,-14.156,-1.555,167.525
25567.813118667,0.0269,-0.2476,0.981,-14.156,-1.555,167.525
25567.913118719,0.0273,-0.248,0.9814,-14.156,-1.555,167.525
25568.013118735,0.0269,-0.2476,0.9814,-14.156,-1.555,167.525
25568.113118788,0.0269,-0.2476,0.981,-14.161,-1.555,167.525
25568.213118915,0.0269,-0.2471,0.9814,-14.156,-1.555,167.525
25568.313119042,0.0273,-0.2476,0.981,-14.156,-1.555,167.525
25568.413119132,0.0273,-0.248,0.981,-14.156,-1.555,167.525
25568.513119203,0.0269,-0.2471,0.9814,-14.161,-1.555,167.525
25568.613119256,0.0278,-0.2471,0.9805,-14.161,-1.555,167.525
25568.713119327,0.0273,-0.2476,0.981,-14.161,-1.555,167.525
25568.813119417,0.0278,-0.2476,0.981,-14.156,-1.555,167.525
25568.913119433,0.0278,-0.2476,0.98,-14.156,-1.555,167.525
25569.013119449,0.0269,-0.248,0.9805,-14.156,-1.555,167.525
25569.113119502,0.0269,-0.2471,0.9805,-14.156,-1.555,167.525
25569.213119647,0.0269,-0.2471,0.9814,-14.156,-1.555,167.525
25569.313119719,0.0273,-0.248,0.9814,-14.156,-1.555,167.525
25569.413119734,0.0264,-0.2471,0.981,-14.156,-1.555,167.525
25569.513119843,0.0269,-0.2471,0.9814,-14.156,-1.555,167.525
25569.613119859,0.0269,-0.2476,0.9805,-14.156,-1.555,167.525
25569.71311993,0.0269,-0.2476,0.9814,-14.156,-1.555,167.525
25569.813119946,0.0264,-0.2471,0.981,-14.156,-1.555,167.525
25569.913120017,0.0269,-0.2471,0.981,-14.156,-1.555,167.525
25570.013120033,0.0278,-0.2471,0.981,-14.156,-1.555,167.525
25570.113120049,0.0273,-0.2476,0.9805,-14.156,-1.555,167.525
25570.213120083,0.0269,-0.2476,0.981,-14.156,-1.555,167.525
25570.313120118,0.0283,-0.2476,0.9814,-14.156,-1.555,167.525
25570.413120208,0.0273,-0.248,0.981,-14.156,-1.555,167.525
25570.513120316,0.0273,-0.2476,0.9814,-14.156,-1.555,167.525
25570.613120425,0.0273,-0.2461,0.98,-14.156,-1.549,167.525
25570.713120496,0.0269,-0.248,0.9814,-14.156,-1.555,167.525
25570.813120586,0.0273,-0.248,0.9805,-14.161,-1.549,167.525
25570.91312062,0.0273,-0.2476,0.9805,-14.161,-1.549,167.525
25571.013120692,0.0278,-0.2476,0.981,-14.161,-1.549,167.525
25571.113120819,0.0264,-0.2471,0.9805,-14.161,-1.549,167.525
25571.21312089,0.0278,-0.2476,0.981,-14.161,-1.549,167.525
25571.313120943,0.0273,-0.2471,0.981,-14.161,-1.549,167.525
25571.413121015,0.0269,-0.2476,0.9814,-14.161,-1.555,167.525
25571.513121123,0.0269,-0.2476,0.9829,-14.156,-1.555,167.525
25571.613121176,0.0269,-0.2471,0.9814,-14.156,-1.555,167.525
25571.713121247,0.0269,-0.248,0.9814,-14.156,-1.555,167.525
25571.8131213,0.0273,-0.2476,0.981,-14.156,-1.555,167.525
25571.913121427,0.0269,-0.2476,0.9805,-14.156,-1.555,167.525
25572.013121462,0.0269,-0.2471,0.9814,-14.156,-1.555,167.525
25572.113121533,0.0278,-0.2476,0.981,-14.156,-1.555,167.525
25572.213121642,0.0269,-0.2471,0.98,-14.156,-1.555,167.525
25572.313121787,0.0283,-0.248,0.9805,-14.156,-1.555,167.525
25572.413121822,0.0269,-0.2471,0.981,-14.156,-1.555,167.525
25572.513121912,0.0269,-0.2476,0.9814,-14.156,-1.555,167.525
25572.613122039,0.0269,-0.2476,0.981,-14.156,-1.555,167.525
25572.713122091,0.0273,-0.2466,0.9819,-14.156,-1.549,167.525
25572.813122107,0.0269,-0.2476,0.9814,-14.156,-1.549,167.525
25572.913122197,0.0269,-0.2476,0.981,-14.156,-1.549,167.525
25573.013122213,0.0269,-0.2471,0.9814,-14.156,-1.549,167.525
25573.113122303,0.0273,-0.2471,0.9805,-14.156,-1.549,167.525
