Time,Lat,Long,Alt,Speed,Sats
410.50271386,0,0,0,0,0
410.623661364,39.764501,-105.226251,1794.4,0.87,5
410.723663853,39.764501,-105.226251,1794.4,0.85,5
410.823665045,39.764501,-105.226251,1794.4,0.89,5
410.923665367,39.764501,-105.226251,1794.4,0.92,5
411.023665985,39.764501,-105.226251,1794.4,0.91,5
411.123669066,39.764501,-105.226251,1794.4,0.91,5
411.223672814,39.764503,-105.226253,1794.4,0.89,5
411.323675469,39.764503,-105.226253,1794.4,0.89,5
411.423676606,39.764503,-105.226253,1794.4,0.93,5
411.523676854,39.764503,-105.226253,1794.4,0.99,5
411.623680565,39.764503,-105.226253,1794.4,1.0,5
411.723681201,39.764503,-105.226253,1794.4,1.04,5
411.823681894,39.764503,-105.226253,1794.4,0.69,5
411.923684993,39.764505,-105.226253,1794.4,0.59,5
412.023685501,39.764505,-105.226253,1794.4,0.55,5
412.123687989,39.764505,-105.226253,1794.4,0.5,5
412.223689533,39.764505,-105.226253,1794.4,0.5,5
412.323692911,39.764505,-105.226253,1794.4,0.49,5
412.423696122,39.764505,-105.226253,1794.4,0.5,5
412.523699555,39.764505,-105.226253,1794.4,0.5,5
412.623702136,39.764505,-105.226251,1794.4,0.5,5
412.723703995,39.764505,-105.226251,1794.4,0.51,5
412.823706502,39.764505,-105.226251,1794.5,0.5,5
412.923706527,39.764505,-105.226251,1794.5,0.51,5
413.023707572,39.764505,-105.226251,1794.5,0.5,5
413.123710968,39.764505,-105.226251,1794.5,0.5,5
413.223713789,39.764505,-105.226251,1794.5,0.51,5
