Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
410.502715471,0,0,0,0,0,0
410.623662068,,,,-3.669,11.854,-153.04
410.72366439,-0.2026,-0.061,0.9829,-3.658,11.827,-153.034
410.823665619,-0.2095,-0.063,0.9893,-3.675,11.86,-153.04
410.923665867,-0.2056,-0.0625,0.9858,-3.664,11.838,-153.034
411.023666466,-0.208,-0.0625,0.9878,-3.669,11.854,-153.04
411.123669548,-0.2051,-0.064,0.9868,-3.669,11.843,-153.04
411.223673296,-0.208,-0.063,0.9868,-3.669,11.854,-153.04
411.323675988,-0.2061,-0.063,0.9858,-3.669,11.849,-153.04
411.423677143,-0.2075,-0.063,0.9878,-3.669,11.854,-153.04
411.523677354,-0.2065,-0.063,0.9863,-3.669,11.849,-153.04
411.62368112,-0.2075,-0.063,0.9868,-3.669,11.854,-153.04
411.723681757,-0.2065,-0.063,0.9863,-3.669,11.854,-153.04
411.823682412,-0.208,-0.0625,0.9883,-3.669,11.849,-153.04
411.923685586,-0.207,-0.063,0.9878,-3.669,11.849,-153.04
412.023686038,-0.2065,-0.063,0.9878,-3.669,11.849,-153.04
412.123688545,-0.207,-0.062,0.9863,-3.664,11.849,-153.04
412.22369007,-0.207,-0.064,0.9868,-3.664,11.843,-153.04
412.323693466,-0.2056,-0.0625,0.9868,-3.675,11.854,-153.04
412.423696659,-0.2085,-0.064,0.9873,-3.686,11.876,-153.04
412.523700055,-0.2056,-0.064,0.9858,-3.68,11.86,-153.04
412.623702673,-0.208,-0.0635,0.9868,-3.691,11.876,-153.04
412.723704569,-0.207,-0.064,0.9868,-3.697,11.876,-153.04
412.82370702,-0.208,-0.062,0.9858,-3.691,11.876,-153.04
412.923707064,-0.2095,-0.0635,0.9878,-3.691,11.871,-153.04
413.023708257,-0.2061,-0.064,0.9863,-3.686,11.86,-153.04
413.123711505,-0.208,-0.0635,0.9878,-3.686,11.876,-153.04
413.223714364,-0.2065,-0.0635,0.9873,-3.691,11.882,-153.04
