Time,Raw Value
410.523650505,0
410.544347335,3440
410.570533072,3440
410.572132522,3440
410.573684823,3440
410.575267607,3456
410.577532392,3440
410.579125027,3424
410.580693125,3440
410.582277593,3440
410.584330545,3440
410.58577892,3440
410.588983079,3424
410.657312238,3424
410.667797107,3440
410.671363341,3440
410.672942921,3440
410.674507444,3440
410.676077616,3440
410.678312087,3424
410.679767333,3440
410.681416449,3440
410.683566679,3440
410.685177703,3440
410.720049377,3424
410.731045322,3440
410.745569186,3424
410.752020394,3440
410.7692081,3424
410.77078242,3440
410.772365926,3440
410.773937246,3424
410.776210476,3440
410.777811315,3424
410.779376968,3440
410.780845047,3424
410.783373963,3440
410.78495445,3440
410.80000889,3424
410.869679794,3440
410.871311837,3424
410.872762119,3424
410.874329069,3424
410.876589892,3424
410.878210805,3440
410.879701069,3440
410.881255963,3456
410.883369044,3424
410.884933679,3424
410.971552734,3440
410.973131794,3424
410.974570447,3440
410.976125342,3424
410.977697403,3424
410.979306778,3440
410.980857747,3440
410.982448808,3440
410.9845885,3456
410.986174431,3424
411.044354444,3440
411.07236191,3424
411.073934119,3424
411.075499958,3424
411.077174315,3440
411.079193174,3424
411.080760753,3440
411.082324,3440
411.08439171,3440
411.085848863,3440
411.124006697,3472
411.169972816,3424
411.171576581,3440
411.173134605,3424
411.174743796,3424
411.177227156,3424
411.17880668,3424
411.180404167,3456
411.181985117,3424
411.18356664,3424
411.18513409,3424
411.268006058,3440
411.270425121,3440
411.271981997,3440
411.273522039,3456
411.2751106,3424
411.277338293,3424
411.278888909,3440
411.28054623,3424
411.282565478,3440
411.284126742,3424
411.308005953,3424
411.369569607,3440
411.371164853,3408
411.372711062,3440
411.374281919,3424
411.376565946,3440
411.378127451,3440
411.379681586,3424
411.381259017,3440
411.383432839,3424
411.385063604,3440
411.468143609,3424
411.47035508,3440
411.471799288,3424
411.473388609,3456
411.474845743,3424
411.477370456,3440
411.478932646,3424
411.480376688,3440
411.48241125,3424
411.483961496,3456
411.570465661,3456
411.572125519,3440
411.57363945,3440
411.575248567,3424
411.57762426,3424
411.579174487,3440
411.580629122,3440
411.582204127,3440
411.584419487,3424
411.585971733,3440
411.670603428,3424
411.672172471,3440
411.673600735,3424
411.675211259,3440
411.677265951,3440
411.678809438,3440
411.680459758,3424
411.681931689,3440
411.684256252,3440
411.685854536,3424
411.770264267,3424
411.771832236,3424
411.773404908,3424
411.774987395,3440
411.777471273,3440
411.778987482,3440
411.78055084,3456
411.782103715,3424
411.784441334,3440
411.78601934,3424
411.826246421,3424
411.869610328,3440
411.871314908,3456
411.872884321,3424
411.874490585,3424
411.876458425,3440
411.87801756,3440
411.879577769,3440
411.881148923,3440
411.883387597,3424
411.884952213,3424
411.948112891,3440
411.971612323,3424
411.973205699,3424
411.974639093,3440
411.97622332,3440
411.978647792,3440
411.98028139,3472
411.98184034,3440
411.9842942,3440
411.985862075,3424
412.012181035,3440
412.072101536,3440
412.073569874,3456
412.075134028,3456
412.07662281,3440
412.079096189,3440
412.080658083,3424
412.082224607,3440
412.083819909,3408
412.085401155,3440
412.086850456,3424
412.160078261,3424
412.169625534,3440
412.171233336,3424
412.172811638,3440
412.174406662,3408
412.176635984,3424
412.178208008,3440
412.179780365,3440
412.181349685,3408
412.183375378,3440
412.184935383,3456
412.271211491,3392
412.272799682,3456
412.274396187,3440
412.275959582,3424
412.278429534,3440
412.279887076,3440
412.281491008,3440
412.283617497,3440
412.28519928,3424
412.370462977,3440
412.372040094,3424
412.373668081,3424
412.375235068,3456
412.377594335,3424
412.379042247,3424
412.380635401,3440
412.382199517,3440
412.384402543,3424
412.400174542,3456
412.4706153,3424
412.472180268,3456
412.473747385,3424
412.475320131,3424
412.477666361,3424
412.479342681,3440
412.480934483,3424
412.483293195,3456
412.48475457,3424
412.48632552,3424
412.570135602,3440
412.571740829,3440
412.573333075,3424
412.574898692,3440
412.577316589,3424
412.578764446,3440
412.580366396,3440
412.582632385,3440
412.584230224,3440
412.628753172,3424
412.670491851,3424
412.672063078,3440
412.673621435,3440
412.675192626,3440
412.67749593,3456
412.679057935,3424
412.680645959,3424
412.683098745,3424
412.684671251,3424
412.686207219,3424
412.758772059,3440
412.771263231,3424
412.772807162,3440
412.774339037,3440
412.775904432,3424
412.778279218,3440
412.77984563,3440
412.781448117,3440
412.783647958,3440
412.785217037,3424
412.80020357,3440
412.856011556,3440
412.870316012,3440
412.871876795,3424
412.873509616,3440
412.875200251,3456
412.876805072,3440
412.878381132,3456
412.879951434,3424
412.881520551,3440
412.883486335,3424
412.885037155,3424
412.969314053,3424
412.970894947,3424
412.972685657,3424
412.974247162,3440
412.976414448,3440
412.977993453,3440
412.979434791,3424
412.980990519,3440
412.983426657,3440
412.984900532,3424
413.000341529,3424
413.002974871,3424
413.04597661,3440
413.070909251,3440
413.072548867,3456
413.07421354,3440
413.075691878,3440
413.077674107,3424
413.079277742,3440
413.080760284,3440
413.082340123,3440
413.084441501,3424
413.1015393,3424
413.172485745,3424
413.17405025,3440
413.175628385,3440
413.177207205,3440
413.179705029,3440
413.181303182,3424
413.182763835,3424
413.184327285,3424
413.186276273,3440
413.187715611,3440
413.202386495,3440
