Time,RawValue1,RawValue2
1806.816573691,16480,26416
1806.820590004,16448,26400
1806.823744636,16448,26432
1806.82686338,16432,26400
1806.829981123,16432,26416
1806.833080441,16448,26384
1806.836155814,16480,26416
1806.839335187,16432,26384
1806.847120111,16448,26416
1806.857094857,16448,26432
1806.867091028,16464,26416
1806.87709033,16464,26384
1806.887087816,16448,26416
1806.897086488,16448,26432
1806.9070904,16448,26384
1806.917091202,16448,26384
1806.92709204,16448,26416
1806.93709336,16464,26384
1806.947140957,16432,26384
1806.957087777,16448,26432
1806.967085894,16448,26416
1806.977080306,16432,26400
1806.987078533,16448,26400
1806.997083038,16448,26416
1807.00708121,16464,26416
1807.017084159,16480,26432
1807.027083535,16480,26400
1807.037081484,16448,26400
1807.047091286,16448,26448
1807.057096735,16464,26400
1807.067087722,16496,26432
1807.077081467,16448,26368
1807.087083935,16432,26416
1807.097082977,16448,26384
1807.10708652,16432,26432
1807.117081821,16448,26432
1807.127084215,16448,26416
1807.137084164,16448,26384
1807.147099873,16448,26432
1807.15710473,16464,26400
1807.167093364,16448,26416
1807.177090036,16480,26432
1807.187092041,16432,26416
1807.197087824,16464,26416
1807.207084755,16480,26432
1807.217085204,16448,26432
1807.227090506,16480,26416
1807.237088918,16480,26400
1807.247104368,16480,26400
1807.257100947,16448,26400
1807.267100007,16464,26400
1807.277091438,16464,26384
1807.287096184,16448,26432
1807.297093356,16480,26416
1807.307090805,16432,26416
1807.317095532,16432,26400
1807.327100741,16464,26400
1807.337100672,16464,26416
1807.347108381,16448,26432
1807.357107108,16448,26416
1807.367095113,16464,26416
1807.377092563,16464,26400
1807.38709416,16448,26416
1807.397092739,16448,26416
1807.40711293,16448,26400
1807.417100416,16480,26448
1807.427101569,16464,26432
1807.437097908,16448,26416
1807.447110116,16448,26416
1807.457108918,16448,26400
1807.467106552,16448,26416
1807.47710902,16432,26416
1807.48709947,16448,26416
1807.497102345,16432,26400
1807.507100998,16448,26416
1807.517099763,16480,26400
1807.527099786,16464,26416
1807.537100476,16448,26384
1807.547118852,16480,26448
1807.557115227,16448,26448
1807.567107436,16448,26432
1807.577105311,16448,26400
1807.587105872,16448,26432
1807.597101914,16448,26432
1807.607103345,16464,26400
1807.617103665,16480,26448
1807.627105466,16448,26400
1807.637110175,16448,26400
1807.647126031,16464,26400
1807.657117703,16448,26400
1807.667111393,16464,26368
1807.677107213,16416,26400
1807.687105311,16448,26400
1807.697106427,16432,26384
1807.707108136,16464,26416
1807.717105474,16448,26416
1807.72711159,16448,26448
1807.737112947,16464,26400
1807.747124433,16448,26416
1807.757119586,16464,26416
1807.767119425,16464,26400
1807.777111819,16432,26384
1807.787111379,16432,26400
1807.797116069,16432,26416
1807.807112445,16464,26432
1807.817116264,16480,26432
1807.827116695,16464,26416
1807.837114978,16448,26384
1807.847117465,16448,26416
1807.857128877,16464,26368
1807.867121141,16448,26416
1807.877119017,16432,26384
1807.887116614,16464,26400
1807.897116656,16432,26368
1807.907129494,16432,26432
1807.917131759,16448,26384
1807.927126338,16480,26384
1807.937127621,16432,26432
1807.947122644,16448,26400
1807.957123945,16448,26400
1807.967120895,16432,26416
1807.97712577,16480,26368
1807.987122312,16448,26400
1807.997120688,16432,26416
1808.007135063,16464,26416
1808.017128401,16480,26448
1808.027128054,16448,26400
1808.037124059,16448,26400
1808.047125324,16464,26432
1808.057123606,16448,26416
1808.067125722,16448,26416
1808.07712232,16448,26384
1808.087122584,16464,26416
1808.097122978,16480,26400
1808.107136261,16464,26464
1808.117140192,16448,26416
1808.127129697,16480,26416
1808.137130683,16464,26448
1808.147129651,16464,26432
1808.157127527,16448,26432
1808.167125513,16464,26400
1808.177125296,16432,26400
1808.187128301,16432,26384
1808.19712701,16448,26368
1808.207142607,16432,26432
1808.217141686,16448,26448
1808.227143543,16432,26432
1808.237140733,16464,26432
1808.247133572,16448,26416
1808.257131299,16480,26416
1808.267131841,16448,26432
1808.277132753,16448,26416
1808.287134184,16432,26400
1808.297134078,16448,26400
1808.307148138,16432,26384
1808.317139829,16448,26416
1808.327137797,16464,26416
1808.337134598,16448,26400
1808.347136492,16448,26416
1808.357134867,16448,26400
1808.367135631,16432,26336
1808.377135544,16448,26384
1808.387142438,16448,26368
1808.39713872,16448,26400
1808.407136762,16448,26400
1808.417144323,16448,26368
1808.427144828,16464,26432
1808.437146222,16448,26384
1808.447142856,16448,26416
1808.457141287,16432,26416
1808.467141255,16480,26384
1808.477139186,16448,26368
1808.487137395,16448,26416
1808.497141641,16432,26416
1808.507152553,16448,26448
1808.517151632,16464,26432
1808.527149341,16480,26368
1808.537146975,16496,26400
1808.547149666,16448,26400
1808.557142874,16464,26416
1808.567142379,16464,26432
1808.577143032,16480,26384
1808.587143408,16432,26448
1808.597148802,16448,26400
1808.607158418,16464,26432
1808.617154089,16448,26400
1808.627152668,16448,26384
1808.637152451,16448,26400
1808.647147826,16464,26384
1808.657145924,16464,26400
1808.667147725,16464,26416
1808.677147341,16432,26352
1808.687148568,16448,26432
1808.697149407,16448,26416
1808.707165634,16448,26384
1808.717160231,16464,26416
1808.727162107,16480,26416
1808.737153167,16480,26416
1808.747154394,16448,26432
1808.757155473,16432,26416
1808.767153756,16448,26384
1808.777155613,16448,26400
1808.787154803,16448,26416
1808.797153845,16432,26400
1808.807162239,16448,26416
1808.817161503,16448,26464
1808.827168971,16464,26400
1808.837163402,16464,26416
1808.847167481,16464,26416
1808.857159856,16480,26448
1808.867154676,16480,26384
1808.877150607,16448,26400
1808.887152593,16448,26432
1808.897155302,16464,26416
1808.907171714,16432,26416
1808.917173349,16464,26416
1808.927165595,16480,26432
1808.937165433,16464,26400
1808.947162493,16480,26432
1808.957161165,16448,26432
1808.967159077,16448,26384
1808.977158712,16432,26416
1808.987161791,16448,26400
1808.997159277,16448,26384
1809.007172912,16448,26400
1809.017169584,16448,26384
1809.027171014,16464,26384
1809.037166594,16464,26400
1809.047165136,16464,26384
1809.057163992,16464,26400
1809.067163145,16464,26368
1809.077167373,16464,26400
1809.087168174,16448,26416
1809.097168901,16416,26416
1809.10717148,16432,26400
1809.117167504,16448,26448
1809.127168397,16448,26432
1809.137168328,16448,26448
1809.147169833,16464,26432
1809.15716632,16464,26432
1809.167168676,16448,26464
1809.177168996,16448,26432
1809.187173149,16464,26400
1809.197168543,16416,26384
1809.207170196,16448,26416
1809.217171609,16464,26416
1809.227174132,16480,26400
1809.237177211,16464,26416
1809.247175012,16464,26400
1809.25717561,16448,26432
1809.267174467,16432,26384
1809.277172083,16416,26400
1809.287173847,16448,26400
1809.297171463,16448,26368
1809.307174949,16496,26384
1809.317174158,16448,26448
1809.327178663,16480,26432
1809.337177649,16464,26416
1809.347179914,16480,26400
1809.357175233,16464,26432
1809.367174961,16448,26400
1809.377176817,16464,26384
1809.387176008,16464,26416
1809.397181587,16432,26384
1809.407180851,16448,26416
1809.417183596,16448,26400
1809.427183583,16448,26368
1809.437184162,16448,26416
1809.4471785,16464,26368
1809.457178561,16448,26400
1809.467181177,16496,26368
1809.477179385,16432,26384
1809.487181835,16448,26432
1809.497182025,16448,26416
1809.507185308,16464,26384
1809.51718322,16464,26432
1809.527185892,16464,26400
1809.53718423,16432,26432
1809.547184476,16464,26400
1809.557187592,16496,26416
1809.567186023,16480,26384
1809.577188157,16448,26416
1809.587194014,16448,26384
1809.597188148,16448,26400
1809.607185005,16448,26416
1809.617185732,16480,26400
1809.627190885,16464,26448
1809.637187927,16480,26384
1809.647190118,16464,26400
1809.657189196,16464,26432
1809.667191127,16448,26400
1809.677187558,16448,26384
1809.687188137,16432,26416
1809.69718892,16432,26400
1809.707190277,16464,26384
1809.717196393,16480,26416
1809.727196953,16480,26416
1809.737196736,16464,26416
1809.747196018,16432,26384
1809.757193727,16480,26416
1809.767192658,16432,26416
1809.777190644,16448,26432
1809.78719376,16448,26400
1809.797192043,16432,26416
1809.807194641,16464,26432
1809.817196553,16464,26416
1809.827203391,16480,26448
1809.837198803,16464,26384
1809.847197512,16448,26384
1809.857192998,16448,26432
1809.867195689,16496,26400
1809.877194842,16448,26400
1809.887200069,16432,26384
1809.897196203,16448,26368
1809.907203949,16448,26416
1809.917203917,16464,26400
1809.927204255,16464,26400
1809.937199612,16464,26432
1809.947202876,16480,26416
1809.957199362,16448,26400
1809.967200441,16448,26400
1809.97720152,16448,26400
1809.987204599,16448,26384
1809.997200549,16432,26384
1810.007216998,16480,26400
1810.017209058,16464,26416
1810.027205471,16448,26432
1810.037209105,16464,26464
1810.047206129,16448,26416
1810.0572078,16448,26416
1810.067208027,16432,26416
1810.077206329,16432,26416
1810.087204148,16448,26368
1810.097205431,16416,26432
1810.107208047,16464,26384
1810.117205422,16432,26400
1810.12721015,16432,26368
1810.137213321,16448,26400
1810.147211863,16480,26448
1810.157206127,16448,26384
1810.167207336,16432,26448
1810.177208137,16432,26384
1810.187208623,16432,26416
1810.197212869,16448,26416
1810.207212633,16464,26432
1810.217217694,16448,26416
1810.227217532,16464,26416
1810.237213,16464,26464
1810.247210857,16480,26384
1810.257211065,16448,26400
1810.267212774,16448,26384
