Time,Data1,Data2
0.020663,0.0,0.0
0.041045,0.0,0.0
0.06136,0.0,0.0
0.081554,0.0,0.0
0.101636,0.0,0.0
0.122202,0.0,0.0
0.142345,0.0,0.0
0.162589,0.0,0.0
0.182707,0.0,0.0
0.202858,0.0,0.0
0.223171,0.0,0.0
0.243317,0.0,0.0
0.263485,0.0,0.0
0.283651,0.0,0.0
0.304424,0.0,0.0
0.324758,0.0,0.0
0.344971,0.0,0.0
0.365146,0.0,0.0
0.385362,0.0,0.0
0.405507,0.0,0.0
0.425885,0.0,0.0
0.446026,0.0,0.0
0.466195,0.0,0.0
0.486489,0.0,0.0
0.506557,0.0,0.0
0.526911,0.0,0.0
0.547082,0.0,0.0
0.567327,0.0,0.0
0.58746,0.0,0.0
0.607642,0.0,0.0
0.627934,0.0,0.0
0.648157,0.0,0.0
0.668334,0.0,0.0
0.68852,0.0,0.0
0.708675,0.0,0.0
0.729019,0.0,0.0
0.749149,0.0,0.0
0.769328,0.0,0.0
0.789614,0.0,0.0
0.809687,0.0,0.0
0.830038,0.0,0.0
0.850168,0.0,0.0
0.870441,0.0,0.0
0.890592,0.0,0.0
0.910748,0.0,0.0
0.93105,0.0,0.0
0.951302,0.0,0.0
0.9715,0.0,0.0
0.991698,0.0,0.0
1.011843,0.0,0.0
1.032184,0.0,0.0
1.052313,0.0,0.0
1.072541,0.0,0.0
1.092834,0.0,0.0
1.112914,0.0,0.0
1.133339,0.0,0.0
1.153557,0.0,0.0
1.173797,0.0,0.0
1.193962,0.0,0.0
1.214125,0.0,0.0
1.234457,0.0,0.0
1.254668,0.0,0.0
1.274747,0.0,0.0
1.295108,0.0,0.0
1.315258,0.0,0.0
1.335667,0.0,0.0
1.355823,0.0,0.0
1.376064,0.0,0.0
1.396346,0.0,0.0
1.416424,0.0,0.0
1.436767,0.0,0.0
1.456894,0.0,0.0
1.47713,0.0,0.0
1.497261,0.0,0.0
1.517427,0.0,0.0
1.537704,0.0,0.0
1.557905,0.0,0.0
1.578077,0.0,0.0
1.598215,0.0,0.0
1.618376,0.0,0.0
1.638652,0.0,0.0
1.658803,0.0,0.0
1.678965,0.0,0.0
1.699258,0.0,0.0
1.719328,0.0,0.0
1.73968,0.0,0.0
1.759819,0.0,0.0
1.780053,0.0,0.0
1.800183,0.0,0.0
1.820441,0.0,0.0
1.840781,0.0,0.0
1.860894,0.0,0.0
1.881253,0.0,0.0
1.901391,0.0,0.0
1.921534,0.0,0.0
1.941901,0.0,0.0
1.962029,0.0,0.0
