Time,Data1,Data2
0.02051,0.0,0.0
0.040835,0.0,0.0
0.061097,0.0,0.0
0.081469,0.0,0.0
0.101688,0.0,0.0
0.122187,0.0,0.0
0.142372,0.0,0.0
0.162598,0.0,0.0
0.182731,0.0,0.0
0.202896,0.0,0.0
0.223323,0.0,0.0
0.243514,0.0,0.0
0.263702,0.0,0.0
0.283861,0.0,0.0
0.304613,0.0,0.0
0.324984,0.0,0.0
0.345138,0.0,0.0
0.365322,0.0,0.0
0.385476,0.0,0.0
0.405646,0.0,0.0
0.425957,0.0,0.0
0.446136,0.0,0.0
0.466441,0.0,0.0
0.486654,0.0,0.0
0.506982,0.0,0.0
0.527213,0.0,0.0
0.547473,0.0,0.0
0.567784,0.0,0.0
0.587957,0.0,0.0
0.608209,0.0,0.0
0.628578,0.0,0.0
0.648861,0.0,0.0
0.669061,0.0,0.0
0.689323,0.0,0.0
0.709515,0.0,0.0
0.730014,0.0,0.0
0.750177,0.0,0.0
0.770517,0.0,0.0
0.790705,0.0,0.0
0.81096,0.0,0.0
0.831346,0.0,0.0
0.8515,0.0,0.0
0.871802,0.0,0.0
0.891969,0.0,0.0
0.91227,0.0,0.0
0.932703,0.0,0.0
0.952863,0.0,0.0
0.973053,0.0,0.0
0.993319,0.0,0.0
1.013567,0.0,0.0
1.034032,0.0,0.0
1.054212,0.0,0.0
1.074425,0.0,0.0
1.094572,0.0,0.0
1.114744,0.0,0.0
1.135082,0.0,0.0
1.155252,0.0,0.0
1.17544,0.0,0.0
1.195614,0.0,0.0
1.215773,0.0,0.0
1.236093,0.0,0.0
1.256354,0.0,0.0
1.276586,0.0,0.0
1.296772,0.0,0.0
1.31695,0.0,0.0
1.337406,0.0,0.0
1.357576,0.0,0.0
1.377912,0.0,0.0
1.398076,0.0,0.0
1.418343,0.0,0.0
1.438689,0.0,0.0
1.458984,0.0,0.0
1.479417,0.0,0.0
1.499503,0.0,0.0
1.519789,0.0,0.0
1.540236,0.0,0.0
1.560387,0.0,0.0
1.580584,0.0,0.0
1.600777,0.0,0.0
1.620935,0.0,0.0
1.641336,0.0,0.0
1.661508,0.0,0.0
1.681872,0.0,0.0
1.702051,0.0,0.0
1.722303,0.0,0.0
1.742666,0.0,0.0
1.762905,0.0,0.0
1.783109,0.0,0.0
1.803376,0.0,0.0
1.823547,0.0,0.0
1.843892,0.0,0.0
1.864177,0.0,0.0
1.884362,0.0,0.0
1.904611,0.0,0.0
1.924793,0.0,0.0
1.945266,0.0,0.0
1.965429,0.0,0.0
1.985695,0.0,0.0
2.005885,0.0,0.0
2.026107,0.0,0.0
2.046508,0.0,0.0
2.066819,0.0,0.0
2.087041,0.0,0.0
2.107321,0.0,0.0
2.1278,0.0,0.0
2.148177,0.0,0.0
2.168521,0.0,0.0
2.188762,0.0,0.0
2.209092,0.0,0.0
2.229283,0.0,0.0
2.24962,0.0,0.0
2.269778,0.0,0.0
2.290076,0.0,0.0
2.310266,0.0,0.0
2.330562,0.0,0.0
2.350944,0.0,0.0
2.371172,0.0,0.0
2.391355,0.0,0.0
2.411623,0.0,0.0
2.43204,0.0,0.0
2.452334,0.0,0.0
2.472586,0.0,0.0
2.492774,0.0,0.0
2.513058,0.0,0.0
2.533248,0.0,0.0
2.553581,0.0,0.0
2.573771,0.0,0.0
2.594206,0.0,0.0
2.614354,0.0,0.0
2.637864,0.0,0.0
2.658321,0.0,0.0
2.678476,0.0,0.0
2.698677,0.0,0.0
2.718827,0.0,0.0
2.73898,0.0,0.0
2.759391,0.0,0.0
2.779577,0.0,0.0
2.799771,0.0,0.0
2.819945,0.0,0.0
2.840124,0.0,0.0
2.860533,0.0,0.0
2.880684,0.0,0.0
2.901031,0.0,0.0
2.921319,0.0,0.0
2.941576,0.0,0.0
2.961917,0.0,0.0
2.982092,0.0,0.0
3.002275,0.0,0.0
3.022553,0.0,0.0
3.0427,0.0,0.0
3.063128,0.0,0.0
3.083297,0.0,0.0
3.103642,0.0,0.0
3.12381,0.0,0.0
3.144082,0.0,0.0
3.164412,0.0,0.0
3.184601,0.0,0.0
3.204943,0.0,0.0
3.225034,0.0,0.0
3.245282,0.0,0.0
3.265597,0.0,0.0
3.28585,0.0,0.0
3.306036,0.0,0.0
3.326292,0.0,0.0
3.346445,0.0,0.0
3.366938,0.0,0.0
3.387129,0.0,0.0
3.407442,0.0,0.0
3.427614,0.0,0.0
3.447905,0.0,0.0
3.46825,0.0,0.0
3.488412,0.0,0.0
3.508715,0.0,0.0
3.528803,0.0,0.0
3.549122,0.0,0.0
3.56943,0.0,0.0
3.589681,0.0,0.0
3.609865,0.0,0.0
3.630045,0.0,0.0
3.650189,0.0,0.0
3.670691,0.0,0.0
3.69084,0.0,0.0
3.71114,0.0,0.0
3.731335,0.0,0.0
3.751626,0.0,0.0
3.771967,0.0,0.0
3.79213,0.0,0.0
3.812475,0.0,0.0
3.832581,0.0,0.0
3.852829,0.0,0.0
3.873137,0.0,0.0
3.893468,0.0,0.0
3.913673,0.0,0.0
3.933923,0.0,0.0
3.954113,0.0,0.0
3.974524,0.0,0.0
3.994733,0.0,0.0
4.015077,0.0,0.0
4.035227,0.0,0.0
4.055493,0.0,0.0
4.075833,0.0,0.0
4.095976,0.0,0.0
4.116325,0.0,0.0
4.136437,0.0,0.0
4.156697,0.0,0.0
4.177081,0.0,0.0
4.19734,0.0,0.0
4.217561,0.0,0.0
4.237726,0.0,0.0
4.257904,0.0,0.0
4.278346,0.0,0.0
4.298492,0.0,0.0
4.318778,0.0,0.0
4.33893,0.0,0.0
4.3592,0.0,0.0
4.379517,0.0,0.0
4.399674,0.0,0.0
4.420048,0.0,0.0
4.440171,0.0,0.0
4.460516,0.0,0.0
4.480854,0.0,0.0
4.50113,0.0,0.0
4.521321,0.0,0.0
4.541605,0.0,0.0
4.561761,0.0,0.0
4.582163,0.0,0.0
4.602315,0.0,0.0
4.622615,0.0,0.0
4.642769,0.0,0.0
4.66305,0.0,0.0
4.683368,0.0,0.0
4.703559,0.0,0.0
4.723899,0.0,0.0
4.743985,0.0,0.0
4.764267,0.0,0.0
