Time,PulseCounts1,PulseCounts2
2466.348407596,0.0,0.0
2466.401367573,0.0,0.0
2466.45239271,0.0,0.0
2466.502586456,0.0,0.0
2466.552784276,0.0,0.0
2466.602948095,0.0,0.0
2466.653139878,0.0,0.0
2466.703368494,0.0,0.0
2466.753573962,0.0,0.0
2466.803732115,0.0,0.0
2466.853890545,0.0,0.0
2466.904066754,0.0,0.0
2466.9542355,0.0,0.0
2467.00439243,0.0,0.0
2467.054612176,0.0,0.0
2467.104794699,0.0,0.0
2467.154993963,0.0,0.0
2467.205178153,0.0,0.0
2467.255322602,0.0,0.0
2467.305436403,0.0,0.0
2467.355545703,0.0,0.0
2467.40635221,0.0,0.0
2467.456929068,0.0,0.0
2467.508892264,0.0,0.0
2467.559074083,0.0,0.0
2467.60925194,0.0,0.0
2467.659388333,0.0,0.0
2467.709526134,0.0,0.0
2467.759714472,0.0,0.0
2467.809853772,0.0,0.0
2467.860032388,0.0,0.0
2467.910187356,0.0,0.0
2467.960358879,0.0,0.0
2468.010623939,0.0,0.0
2468.060784666,0.0,0.0
2468.111049578,0.0,0.0
2468.161243731,0.0,0.0
2468.211414698,0.0,0.0
2468.261594499,0.0,0.0
2468.31176117,0.0,0.0
2468.362008508,0.0,0.0
2468.415548635,0.0,0.0
2468.466140492,0.0,0.0
2468.518170466,0.0,0.0
2468.568367267,0.0,0.0
2468.61853066,0.0,0.0
2468.668702238,0.0,0.0
2468.718882298,0.0,0.0
2468.769040506,0.0,0.0
2468.819213807,0.0,0.0
2468.86935644,0.0,0.0
2468.919501185,0.0,0.0
2468.969650282,0.0,0.0
2469.019785675,0.0,0.0
2469.069978828,0.0,0.0
2469.120180962,0.0,0.0
2469.170354855,0.0,0.0
2469.220509341,0.0,0.0
2469.270655752,0.0,0.0
2469.320815015,0.0,0.0
2469.373455157,0.0,0.0
2469.424026348,0.0,0.0
2469.476825287,0.0,0.0
2469.526994884,0.0,0.0
2469.577150869,0.0,0.0
2469.627297688,0.0,0.0
2469.677472914,0.0,0.0
2469.727647196,0.0,0.0
2469.777816033,0.0,0.0
2469.827961352,0.0,0.0
2469.878128875,0.0,0.0
2469.928327823,0.0,0.0
2469.978456994,0.0,0.0
2470.028646961,0.0,0.0
2470.078792854,0.0,0.0
2470.128961136,0.0,0.0
2470.179121881,0.0,0.0
2470.22928281,0.0,0.0
2470.279432296,0.0,0.0
2470.329628818,0.0,0.0
2470.381893329,0.0,0.0
2470.432509723,0.0,0.0
2470.482883024,0.0,0.0
2470.533543789,0.0,0.0
2470.58398146,0.0,0.0
2470.634694929,0.0,0.0
2470.685250249,0.0,0.0
2470.735788735,0.0,0.0
2470.786163444,0.0,0.0
2470.836759412,0.0,0.0
2470.88728425,0.0,0.0
2470.937944645,0.0,0.0
2470.988572817,0.0,0.0
2471.039137655,0.0,0.0
2471.089563049,0.0,0.0
2471.14008235,0.0,0.0
2471.190660799,0.0,0.0
2471.241234953,0.0,0.0
2471.29177055,0.0,0.0
2471.342330833,0.0,0.0
2471.396072978,0.0,0.0
2471.44677578,0.0,0.0
2471.498958346,0.0,0.0
2471.549568406,0.0,0.0
2471.599971707,0.0,0.0
2471.650457267,0.0,0.0
2471.700884494,0.0,0.0
2471.751263146,0.0,0.0
2471.801597502,0.0,0.0
2471.852038396,0.0,0.0
2471.902596179,0.0,0.0
2471.953175832,0.0,0.0
2472.003699059,0.0,0.0
2472.054205323,0.0,0.0
