Time,Raw Value,Voltage
321.91837544,0,0
321.927345992,26432,3.304
321.93570093,26432,3.302
321.943999386,26400,3.302
321.952077692,26432,3.302
321.960158128,26416,3.302
321.968232046,26432,3.306
321.976259704,26400,3.304
321.984311954,26432,3.304
321.991953684,26432,3.304
322.000013176,26432,3.306
322.008045574,26432,3.304
322.016477661,26432,3.304
322.025203693,26448,3.306
322.033739058,26448,3.304
322.041816457,26416,3.302
322.049853059,26432,3.302
322.057864476,26416,3.304
322.065920875,26432,3.304
322.073940311,26432,3.304
322.08196945,26400,3.304
322.089971441,26432,3.304
322.097995896,26432,3.304
322.106027702,26448,3.306
322.114662456,26432,3.304
322.123024931,26432,3.306
322.131567258,26432,3.306
322.139599231,26416,3.302
322.147612407,26416,3.302
322.15566964,26416,3.302
322.163693668,26416,3.302
322.171733752,26400,3.302
322.179754836,26432,3.302
322.187771216,26416,3.304
322.195778226,26432,3.304
322.203806921,26432,3.306
322.211841893,26448,3.304
322.220426999,26432,3.306
322.229163106,26432,3.304
322.2377161,26448,3.306
322.245875333,26416,3.304
322.253884435,26400,3.3
322.261891093,26400,3.302
322.269883084,26416,3.306
322.277975279,26416,3.302
322.286011104,26448,3.306
322.294089281,26432,3.306
322.302155161,26432,3.304
322.310237486,26448,3.306
322.31883924,26448,3.304
322.327580013,26432,3.306
322.336205601,26432,3.302
322.344274611,26416,3.302
322.352340047,26432,3.3
322.360360686,26416,3.302
322.368418974,26416,3.304
322.376081871,26432,3.304
322.384181566,26416,3.306
322.392285984,26448,3.306
322.40028679,26432,3.304
322.408405189,26448,3.304
322.417036573,26432,3.306
322.425758531,26432,3.304
322.434352414,26432,3.306
322.442381795,26432,3.302
322.450414656,26432,3.3
322.458463851,26400,3.302
322.466509472,26432,3.302
322.474587001,26416,3.302
322.482617863,26416,3.304
322.490665947,26432,3.304
322.498687994,26432,3.304
322.506874134,26448,3.306
322.51548011,26432,3.304
322.524232309,26432,3.306
322.532874897,26448,3.306
322.54089187,26416,3.302
322.548926028,26416,3.3
322.556981704,26400,3.302
322.565045029,26416,3.302
322.573085928,26432,3.304
322.581096123,26416,3.304
322.58914317,26432,3.304
322.597197457,26432,3.304
322.60528369,26432,3.304
322.614321946,26432,3.304
322.623110498,26432,3.304
322.631341138,26432,3.304
322.639368963,26448,3.304
322.647501881,26416,3.304
322.655550354,26400,3.304
322.663583493,26416,3.3
322.671635225,26416,3.304
322.679665217,26432,3.302
322.687670245,26432,3.304
322.695696273,26432,3.304
322.703746209,26432,3.304
322.713335802,26432,3.304
322.722063186,26432,3.304
322.730617273,26416,3.304
322.738640505,26432,3.306
322.746661534,26400,3.304
322.754690414,26416,3.3
322.762837017,26400,3.302
322.770852378,26432,3.302
322.778883036,26432,3.302
322.786956528,26432,3.304
322.794982779,26432,3.304
322.802994677,26432,3.304
322.811032983,26448,3.304
322.8196137,26432,3.306
322.828330973,26448,3.306
322.836893431,26432,3.3
322.844918626,26400,3.302
322.852900876,26416,3.302
322.860903349,26416,3.304
322.868915229,26432,3.304
322.876928442,26416,3.304
322.885112731,26416,3.306
322.893121963,26432,3.304
322.90113925,26432,3.306
322.90921139,26432,3.304
322.917814366,26432,3.304
322.926552621,26432,3.304
322.935103541,26432,3.304
322.943122421,26432,3.302
322.951131783,26416,3.3
322.959134829,26416,3.304
322.967153987,26416,3.304
322.975171404,26416,3.304
322.983196433,26416,3.306
322.991227757,26448,3.304
322.999240841,26432,3.304
323.007320759,26432,3.304
323.016107551,26432,3.304
323.024864583,26432,3.306
323.033470374,26432,3.304
323.041488032,26416,3.304
323.049527079,26416,3.3
323.057549348,26400,3.304
323.065586266,26416,3.302
323.073613442,26448,3.304
323.081643433,26432,3.306
323.089690406,26448,3.304
323.097747342,26432,3.304
323.105821519,26432,3.306
323.114442625,26432,3.304
323.123143305,26448,3.304
323.13165217,26432,3.304
323.139781106,26416,3.302
323.147796968,26416,3.302
323.155822885,26400,3.302
323.163836654,26416,3.3
323.171850664,26416,3.302
323.179870673,26432,3.302
323.187895443,26432,3.306
323.195912526,26432,3.304
323.203957962,26432,3.304
323.213283517,26432,3.306
323.222019771,26432,3.304
323.230586655,26432,3.304
