Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
2471.145343438,0.5586,-0.1567,0.833,-10.662,-33.409,-107.281,0.0,0.1831,0.0,-5202,-638,-2104
2471.245343584,0.5596,-0.1558,0.8325,-10.662,-33.409,-107.281,0.0,-0.1221,0.0,-5194,-638,-2118
2471.345343768,0.5571,-0.1577,0.832,-10.668,-33.409,-107.281,0.0,0.1221,0.0,-5199,-628,-2091
2471.445344174,0.5601,-0.1562,0.8325,-10.668,-33.398,-107.287,0.0,0.0,0.0,-5204,-628,-2078
2471.54534458,0.5571,-0.1567,0.832,-10.668,-33.409,-107.281,0.0,0.0,0.0,-5198,-635,-2095
2471.645344708,0.5596,-0.1567,0.8325,-10.662,-33.398,-107.287,0.0,0.0,0.0,-5200,-627,-2090
2471.74534476,0.5576,-0.1572,0.8315,-10.662,-33.404,-107.281,0.0,0.0,0.0,-5175,-622,-2112
2471.845345146,0.5586,-0.1567,0.8325,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5197,-629,-2096
2471.945345531,0.5586,-0.1562,0.8325,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5196,-618,-2104
2472.157606299,0.5605,-0.1567,0.8325,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5187,-633,-2104
2472.257606499,0.5576,-0.1567,0.8315,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5188,-644,-2089
2472.3576067,0.5591,-0.1562,0.8325,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5196,-635,-2121
2472.457607085,0.5586,-0.1572,0.832,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5187,-640,-2118
2472.557607527,0.5576,-0.1567,0.833,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5181,-627,-2081
2472.657607745,0.5601,-0.1572,0.8301,-10.662,-33.398,-107.281,0.0,0.0,0.0,-5206,-623,-2077
2472.757607832,0.563,-0.1567,0.8389,-10.668,-33.387,-107.287,0.0,0.1221,0.0,-5186,-627,-2112
2472.857608087,0.5576,-0.1553,0.833,-10.662,-33.398,-107.281,-0.061,-0.3662,0.0,-5189,-634,-2094
2472.957608119,0.5566,-0.1592,0.8364,-10.673,-33.409,-107.281,0.061,0.1221,0.0,-5195,-622,-2108
2473.158135408,0.5576,-0.1572,0.834,-10.668,-33.404,-107.281,0.0,-0.1831,0.0,-5173,-639,-2113
2473.258135533,0.5601,-0.1567,0.8315,-10.668,-33.404,-107.281,-0.061,-0.061,0.0,-5171,-649,-2083
2473.358135953,0.5576,-0.1558,0.8301,-10.668,-33.415,-107.281,0.0,-0.4272,0.0,-5183,-652,-2062
2473.458135985,0.5532,-0.1582,0.8325,-10.673,-33.442,-107.276,-0.1221,-0.2441,0.0,-5200,-657,-2077
2473.558136147,0.5601,-0.1577,0.8315,-10.668,-33.42,-107.281,0.061,0.3662,0.0,-5205,-662,-2080
2473.658136382,0.5532,-0.1562,0.8315,-10.657,-33.415,-107.281,0.0,-0.1831,0.0,-5198,-669,-2094
2473.758136579,0.5596,-0.1572,0.8325,-10.662,-33.415,-107.281,-0.1221,-0.1221,0.0,-5200,-666,-2068
2473.858136757,0.5581,-0.1567,0.833,-10.662,-33.409,-107.281,0.0,-0.061,0.0,-5184,-665,-2066
2473.958137047,0.5571,-0.1562,0.8315,-10.662,-33.409,-107.281,-0.061,-0.1221,0.0,-5181,-640,-2063
2474.157495233,0.5552,-0.1543,0.832,-10.651,-33.409,-107.281,0.061,-0.061,0.0,-5197,-595,-2097
2474.25749543,0.5586,-0.1567,0.8325,-10.651,-33.404,-107.287,0.0,0.061,0.0,-5189,-588,-2105
2474.357495627,0.5581,-0.1553,0.834,-10.646,-33.393,-107.287,0.0,-0.061,0.0,-5197,-591,-2086
2474.457495898,0.5566,-0.1562,0.8311,-10.646,-33.404,-107.287,-0.061,-0.061,0.0,-5211,-588,-2087
2474.55749591,0.5601,-0.1553,0.834,-10.646,-33.387,-107.287,0.061,0.1221,0.0,-5207,-613,-2084
2474.657496161,0.5571,-0.1562,0.8296,-10.646,-33.393,-107.287,-0.061,-0.1831,0.0,-5203,-612,-2085
2474.75749643,0.5601,-0.1577,0.8325,-10.651,-33.387,-107.287,0.0,0.1831,0.0,-5180,-636,-2105
2474.857496681,0.5562,-0.1562,0.8325,-10.646,-33.398,-107.287,0.0,-0.1831,0.0,-5196,-649,-2096
2474.957497006,0.5601,-0.1582,0.8345,-10.657,-33.431,-107.281,0.1221,0.2441,0.0,-5186,-642,-2105
2475.157864046,0.5615,-0.1577,0.8301,-10.651,-33.431,-107.281,0.0,-0.1831,0.0,-5194,-663,-2073
2475.257864223,0.5576,-0.1558,0.8369,-10.651,-33.42,-107.281,0.1221,0.2441,0.0,-5173,-669,-2091
2475.357864659,0.561,-0.1562,0.8311,-10.64,-33.415,-107.281,0.0,0.061,0.0,-5182,-626,-2074
2475.45786502,0.5562,-0.1558,0.8325,-10.64,-33.404,-107.287,0.0,0.0,0.0,-5181,-597,-2093
2475.557865419,0.5591,-0.1572,0.832,-10.64,-33.398,-107.287,0.0,-0.061,0.0,-5180,-593,-2113
2475.65786578,0.5576,-0.1558,0.8311,-10.64,-33.393,-107.287,0.0,0.061,0.0,-5190,-622,-2103
