Time,Data1,Data2
0.020499,3.05,3.05
0.040778,0.0,0.0
0.061077,0.0,0.0
0.081319,0.0,0.0
0.101568,0.0,0.0
0.121909,0.0,0.0
0.142081,0.0,0.0
0.162286,0.0,0.0
0.18245,0.0,0.0
0.202617,0.0,0.0
0.222957,0.0,0.0
0.243116,0.0,0.0
0.263323,0.0,0.0
0.283478,0.0,0.0
0.303633,0.0,0.0
0.323955,0.0,0.0
0.3441,0.0,0.0
0.364284,0.0,0.0
0.384468,0.0,0.0
0.404633,0.0,0.0
0.424941,0.0,0.0
0.445104,0.0,0.0
0.465316,0.0,0.0
0.485474,0.0,0.0
0.505641,0.0,0.0
0.525965,0.0,0.0
0.546124,0.0,0.0
0.566362,0.0,0.0
0.586567,0.0,0.0
0.606732,0.0,0.0
0.627044,0.0,0.0
0.647201,0.0,0.0
0.667396,0.0,0.0
0.687548,0.0,0.0
0.707695,0.0,0.0
0.72802,0.0,0.0
0.74816,0.0,0.0
0.768346,0.0,0.0
0.788503,0.0,0.0
0.808685,0.0,0.0
0.828995,0.0,0.0
0.849155,0.0,0.0
0.869349,0.0,0.0
0.889498,0.0,0.0
0.909659,0.0,0.0
0.92999,0.0,3.07
0.950146,0.0,0.0
0.970325,0.0,0.0
0.990478,0.0,0.0
1.010632,0.0,0.0
1.030945,0.0,0.0
1.051108,0.0,0.0
1.071291,0.0,0.0
1.091484,0.0,0.0
1.111636,0.0,3.1
1.131964,0.0,0.0
1.152111,0.0,0.0
1.172289,0.0,0.0
1.192452,0.0,0.0
1.212606,0.0,0.0
1.232934,0.0,3.07
1.253087,0.0,0.0
1.273275,0.0,0.0
1.293427,0.0,0.0
1.313584,0.0,0.0
1.333916,0.0,3.07
1.354112,0.0,0.0
1.374305,0.0,0.0
1.394465,0.0,0.0
1.414616,0.0,0.0
1.434947,0.0,3.07
1.455104,0.0,0.0
1.475292,0.0,0.0
1.495462,0.0,0.0
1.51563,0.0,0.0
1.535959,0.0,3.07
1.556117,0.0,0.0
1.576301,0.0,0.0
1.596468,0.0,0.0
1.616637,0.0,0.0
1.636965,0.0,0.0
1.657126,0.0,3.1
1.677319,0.0,0.0
1.697532,0.0,0.0
1.717689,0.0,0.0
1.737997,0.0,0.0
1.758151,0.0,3.1
1.778328,0.0,0.0
1.798491,0.0,0.0
1.818646,0.0,0.0
