Time,PulseCounts1,PulseCounts2
2471.028563028,0.0,0.0
2471.078832168,0.0,0.0
2471.129868312,0.0,0.0
2471.181349496,0.0,0.0
2471.231628969,0.0,0.0
2471.282289852,0.0,0.0
2471.332617658,0.0,0.0
2471.383205504,0.0,0.0
2471.433500143,0.0,0.0
2471.484106767,0.0,0.0
2471.534454814,0.0,0.0
2471.585228049,0.0,0.0
2471.635537948,0.0,0.0
2471.686377423,0.0,0.0
2471.736698266,0.0,0.0
2471.787306981,0.0,0.0
2471.837602361,0.0,0.0
2471.888191057,0.0,0.0
2471.93841514,0.0,0.0
2471.98889478,0.0,0.0
2472.039203197,0.0,0.0
2472.09129179,0.0,0.0
2472.141890394,0.0,0.0
2472.19446362,0.0,0.0
2472.244790519,0.0,0.0
2472.29540653,0.0,0.0
2472.345599205,0.0,0.0
2472.396402958,0.0,0.0
2472.446643912,0.0,0.0
2472.497222812,0.0,0.0
2472.547439895,0.0,0.0
2472.598145314,0.0,0.0
2472.648662027,0.0,0.0
2472.699281445,0.0,0.0
2472.749807732,0.0,0.0
2472.800495799,0.0,0.0
2472.85105966,0.0,0.0
2472.901680967,0.0,0.0
2472.952326959,0.0,0.0
2473.002965395,0.0,0.0
2473.053167607,0.0,0.0
2473.103754228,0.0,0.0
2473.154314016,0.0,0.0
2473.206177922,0.0,0.0
2473.256328893,0.0,0.0
2473.306775402,0.0,0.0
2473.35700454,0.0,0.0
2473.407632772,0.0,0.0
2473.457833947,0.0,0.0
2473.508909867,0.0,0.0
2473.559192635,0.0,0.0
2473.609788626,0.0,0.0
2473.660108412,0.0,0.0
2473.710597402,0.0,0.0
2473.760880002,0.0,0.0
2473.81165003,0.0,0.0
2473.862020353,0.0,0.0
2473.912555492,0.0,0.0
2473.962939815,0.0,0.0
2474.013520676,0.0,0.0
2474.067335185,0.0,0.0
2474.117866934,0.0,0.0
2474.168284498,0.0,0.0
2474.219015712,0.0,0.0
2474.269460109,0.0,0.0
2474.319732098,0.0,0.0
2474.37006718,0.0,0.0
2474.420356354,0.0,0.0
2474.470748362,0.0,0.0
2474.521257871,0.0,0.0
2474.571682046,0.0,0.0
2474.62200146,0.0,0.0
2474.672436653,0.0,0.0
2474.722748604,0.0,0.0
2474.773170963,0.0,0.0
2474.823549915,0.0,0.0
2474.873969793,0.0,0.0
2474.924237244,0.0,0.0
2474.97470977,0.0,0.0
2475.025053703,0.0,0.0
2475.075255283,0.0,0.0
2475.125877476,0.0,0.0
2475.176982543,0.0,0.0
2475.227254661,0.0,0.0
2475.277584464,0.0,0.0
2475.327938138,0.0,0.0
2475.378382108,0.0,0.0
2475.428653966,0.0,0.0
2475.478953306,0.0,0.0
2475.529237387,0.0,0.0
2475.579534023,0.0,0.0
2475.629760659,0.0,0.0
2475.680051516,0.0,0.0
2475.730310892,0.0,0.0
2475.78065925,0.0,0.0
2475.830940311,0.0,0.0
2475.881221335,0.0,0.0
2475.93146047,0.0,0.0
2475.981732161,0.0,0.0
2476.032075926,0.0,0.0
2476.085210319,0.0,0.0
2476.135847548,0.0,0.0
2476.186908836,0.0,0.0
2476.237103008,0.0,0.0
2476.287437884,0.0,0.0
2476.337653834,0.0,0.0
2476.388009229,0.0,0.0
2476.438292272,0.0,0.0
2476.488628537,0.0,0.0
2476.538970043,0.0,0.0
2476.589313994,0.0,0.0
2476.639562165,0.0,0.0
2476.689895003,0.0,0.0
2476.74017523,0.0,0.0
2476.790488846,0.0,0.0
2476.840752129,0.0,0.0
2476.891034893,0.0,0.0
2476.941292564,0.0,0.0
2476.991571291,0.0,0.0
2477.041862926,0.0,0.0
2477.095009576,0.0,0.0
2477.145626157,0.0,0.0
2477.196793222,0.0,0.0
2477.247065523,0.0,0.0
2477.298977759,0.0,0.0
2477.349616062,0.0,0.0
2477.400371977,0.0,0.0
2477.451012169,0.0,0.0
2477.50174075,0.0,0.0
2477.552368257,0.0,0.0
2477.603048597,0.0,0.0
2477.653662436,0.0,0.0
2477.704426832,0.0,0.0
2477.755296598,0.0,0.0
2477.80599516,0.0,0.0
2477.856534165,0.0,0.0
2477.907094912,0.0,0.0
2477.957622158,0.0,0.0
2478.00824733,0.0,0.0
2478.060327196,0.0,0.0
2478.110861127,0.0,0.0
2478.163292106,0.0,0.0
2478.213788204,0.0,0.0
2478.26403467,0.0,0.0
2478.314341174,0.0,0.0
2478.364601659,0.0,0.0
2478.415043738,0.0,0.0
2478.465319575,0.0,0.0
2478.515618968,0.0,0.0
2478.56590262,0.0,0.0
2478.61628605,0.0,0.0
2478.666558442,0.0,0.0
2478.716804889,0.0,0.0
2478.767084707,0.0,0.0
2478.817487859,0.0,0.0
2478.867762306,0.0,0.0
2478.918186699,0.0,0.0
2478.968505332,0.0,0.0
2479.018751223,0.0,0.0
2479.070428419,0.0,0.0
2479.121091962,0.0,0.0
2479.173675144,0.0,0.0
2479.223953906,0.0,0.0
2479.274227039,0.0,0.0
2479.324433578,0.0,0.0
2479.374691933,0.0,0.0
2479.424877047,0.0,0.0
2479.47509329,0.0,0.0
2479.525296792,0.0,0.0
2479.575523443,0.0,0.0
2479.625767557,0.0,0.0
2479.676029244,0.0,0.0
2479.726201708,0.0,0.0
2479.776453821,0.0,0.0
2479.826639193,0.0,0.0
2479.876863102,0.0,0.0
2479.927050734,0.0,0.0
2479.977255939,0.0,0.0
2480.027426051,0.0,0.0
2480.078669263,0.0,0.0
2480.129245655,0.0,0.0
2480.182205746,0.0,0.0
2480.232372637,0.0,0.0
2480.282612713,0.0,0.0
2480.332788251,0.0,0.0
2480.382979197,0.0,0.0
2480.433130254,0.0,0.0
2480.483356737,0.0,0.0
2480.53353498,0.0,0.0
2480.583743759,0.0,0.0
2480.633971427,0.0,0.0
2480.684227928,0.0,0.0
2480.734384947,0.0,0.0
2480.784583411,0.0,0.0
2480.834794226,0.0,0.0
2480.884991597,0.0,0.0
2480.935163005,0.0,0.0
2480.985445321,0.0,0.0
2481.035623877,0.0,0.0
2481.086266325,0.0,0.0
2481.136892421,0.0,0.0
2481.187591146,0.0,0.0
2481.238159649,0.0,0.0
2481.289262118,0.0,0.0
2481.339896973,0.0,0.0
2481.390616143,0.0,0.0
2481.441248628,0.0,0.0
2481.491979243,0.0,0.0
2481.542636561,0.0,0.0
2481.593294564,0.0,0.0
2481.643918548,0.0,0.0
2481.694676384,0.0,0.0
2481.745324164,0.0,0.0
2481.796549244,0.0,0.0
2481.84717469,0.0,0.0
2481.897888082,0.0,0.0
2481.948498028,0.0,0.0
2481.999548959,0.0,0.0
2482.050891854,0.0,0.0
2482.101507171,0.0,0.0
2482.152129914,0.0,0.0
