Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
215.03865253,0.9814,-0.1899,0.0205,,,,,,,-9276,155,-37
215.138652658,0.98,-0.1904,0.0195,-84.078,-78.959,-91.873,0.0,0.0,0.0,-9270,130,-52
215.238652748,0.9805,-0.1899,0.02,-84.067,-78.959,-91.873,0.0,0.0,0.0,-9278,141,-47
215.338652875,0.9805,-0.189,0.0195,-84.062,-78.959,-91.873,0.0,0.0,0.0,-9279,134,-35
215.438653002,0.9805,-0.1899,0.0205,-84.056,-78.964,-91.873,0.0,0.0,0.0,-9286,128,-59
215.538653093,0.98,-0.189,0.02,-84.051,-78.964,-91.873,0.0,0.0,0.0,-9280,152,-41
215.638653164,0.9814,-0.1914,0.0195,-84.062,-78.964,-91.84,0.0,-0.1831,0.0,-9286,144,-30
215.738653218,0.979,-0.1909,0.021,-84.067,-78.964,-91.835,0.0,0.061,0.0,-9274,159,-46
215.838653234,0.979,-0.1909,0.019,-84.023,-78.959,-91.879,0.0,0.061,0.0,-9255,153,-39
215.938653251,0.9814,-0.189,0.0215,-84.018,-78.959,-91.89,0.0,0.0,0.0,-9260,142,-58
216.038653352,0.98,-0.1909,0.0195,-84.012,-78.959,-91.906,0.0,0.061,0.0,-9259,145,-49
216.138653434,0.98,-0.1904,0.021,-84.018,-78.959,-91.895,0.0,-0.061,0.0,-9274,153,-36
216.238653535,0.979,-0.1909,0.0195,-84.018,-78.959,-91.901,0.0,0.061,0.0,-9269,145,-42
216.338653599,0.98,-0.1895,0.0195,-84.001,-78.953,-91.906,0.0,0.0,0.0,-9269,133,-53
216.438653626,0.98,-0.1904,0.021,-83.996,-78.953,-91.906,0.0,0.0,0.0,-9271,137,-41
216.53865369,0.981,-0.1904,0.0195,-83.996,-78.953,-91.906,0.0,0.0,0.0,-9257,153,-52
216.63865381,0.98,-0.1899,0.02,-83.99,-78.953,-91.906,0.0,0.0,0.0,-9264,147,-49
216.738653874,0.9795,-0.1904,0.019,-83.985,-78.953,-91.906,0.0,0.0,0.0,-9273,141,-55
216.838653919,0.981,-0.1899,0.0195,-83.985,-78.948,-91.906,0.0,0.0,0.0,-9257,134,-40
216.938654058,0.98,-0.1909,0.02,-83.985,-78.948,-91.906,0.0,0.0,0.0,-9261,153,-43
217.038654096,0.9805,-0.1899,0.02,-83.985,-78.948,-91.906,0.0,0.0,0.0,-9264,156,-56
217.138654152,0.9795,-0.1909,0.02,-83.985,-78.948,-91.906,0.0,0.0,0.0,-9261,143,-45
217.238654171,0.981,-0.1895,0.02,-83.985,-78.948,-91.906,0.0,0.0,0.0,-9267,138,-41
217.338654245,0.979,-0.1895,0.02,-83.985,-78.948,-91.906,0.0,0.0,0.0,-9262,146,-37
217.438654356,0.981,-0.1899,0.021,-83.979,-78.948,-91.906,0.0,0.0,0.0,-9276,157,-41
217.538654357,0.9795,-0.1899,0.02,-83.974,-78.948,-91.906,0.0,0.0,0.0,-9264,157,-22
217.638654431,0.9795,-0.1904,0.0205,-83.963,-78.948,-91.906,0.0,0.0,0.0,-9272,130,-35
217.738654506,0.98,-0.1899,0.02,-83.963,-78.948,-91.906,0.0,0.0,0.0,-9259,126,-46
217.838654524,0.979,-0.1895,0.0205,-83.963,-78.948,-91.906,0.0,0.0,0.0,-9265,136,-60
217.9386546,0.98,-0.1899,0.0195,-83.963,-78.948,-91.906,0.0,0.0,0.0,-9264,142,-43
218.038654684,0.9795,-0.1904,0.0205,-83.963,-78.948,-91.906,0.0,0.0,0.0,-9261,145,-43
218.138654732,0.981,-0.1904,0.0195,-83.963,-78.948,-91.906,0.0,0.0,0.0,-9271,149,-36
218.238654853,0.9805,-0.1899,0.0195,-83.963,-78.948,-91.906,0.0,0.0,0.0,-9278,145,-53
