Time,RawValue1,RawValue2
214.921849492,15984,19120
214.924833055,15984,19104
214.926514261,16000,19104
214.928190263,15968,19152
214.92986134,16000,19120
214.931528805,15984,19136
214.933197937,16000,19120
214.934866958,16000,19152
214.93654409,15952,19152
214.938212926,15984,19136
214.939880688,15984,19152
214.941552449,16000,19136
214.943227081,16000,19136
214.944899287,15984,19152
214.94657516,15984,19136
214.948242199,15968,19152
214.949910906,16000,19104
214.951587556,16000,19120
214.953254725,16000,19136
214.954925283,16000,19120
214.956597378,15984,19136
214.958268454,16000,19120
214.959937753,16016,19136
214.961615163,16016,19136
214.963283795,16000,19152
214.964955612,15968,19152
214.966624596,16000,19136
214.968301821,15984,19152
214.969975953,15968,19152
214.971653344,15984,19104
214.973328013,15984,19168
214.975005367,16000,19136
214.976677943,15968,19152
214.978351594,15984,19152
214.980022541,15984,19120
214.981694506,15984,19120
214.983369879,15984,19136
214.985047233,15984,19104
214.98671855,15968,19184
214.988395423,15968,19152
214.990070462,15984,19152
214.991742705,16000,19136
214.993413189,16000,19152
214.995079895,15968,19152
214.99675575,15984,19152
214.998429863,16000,19152
215.000105902,16000,19120
215.001775757,16000,19152
215.003445685,16000,19120
215.005113095,15968,19136
215.00678806,15984,19152
215.008461507,16000,19152
215.010131806,15968,19136
215.011803993,15984,19136
215.01347444,15968,19088
215.015148924,16000,19136
215.016820463,15984,19120
215.018489244,15968,19136
215.020163524,16000,19120
215.0218311,16000,19136
215.023501528,16000,19104
215.02517529,15968,19152
215.026851404,15984,19152
215.028518924,15984,19136
215.030191575,16000,19136
215.031861763,15984,19136
215.033537135,15984,19152
215.035204156,16000,19136
215.036877214,16000,19120
215.038552772,15984,19104
215.040227774,15984,19120
215.041898592,16000,19120
215.043574057,15984,19136
215.045250319,15968,19152
215.04692558,15984,19120
215.048600545,15984,19136
215.050270974,16000,19136
215.051943476,16000,19120
215.053617923,15984,19120
215.055292759,15984,19152
215.056969002,15968,19104
215.058644837,15968,19136
215.06031808,16016,19104
215.06198612,16000,19120
215.063660011,15968,19136
215.065333069,15984,19120
215.067007775,15984,19136
215.068676833,16016,19152
215.070350243,15984,19136
215.072023097,16000,19152
215.07369597,16000,19136
215.075372824,16016,19136
215.077049512,15984,19104
215.078721069,16016,19120
215.080397646,16000,19152
215.082065834,16000,19136
215.083732762,15984,19136
215.085408523,15968,19136
215.087085063,16000,19152
215.088753695,15984,19136
215.09042092,15984,19152
215.092097237,15984,19136
215.093766072,16016,19136
215.095438816,16016,19104
215.097111299,15968,19168
215.09878308,16000,19104
215.100456174,15984,19136
215.102131251,15968,19120
215.103806179,15984,19152
215.105475293,15984,19136
215.10715111,16000,19152
215.108827223,16016,19120
215.110498948,16000,19120
215.112170413,15984,19136
215.113840045,15984,19136
