Time,Data1,Data2
0.020397,0.0,0.0
0.040697,0.0,0.0
0.060958,0.0,0.0
0.081136,0.0,0.0
0.101283,0.0,0.0
0.121568,0.0,0.0
0.141707,0.0,0.0
0.161872,0.0,0.0
0.181993,0.0,0.0
0.202121,0.0,0.0
0.222378,0.0,0.0
0.242498,0.0,0.0
0.262669,0.0,0.0
0.282794,0.0,0.0
0.302917,0.0,0.0
0.32318,0.0,0.0
0.343319,0.0,0.0
0.363487,0.0,0.0
0.383613,0.0,0.0
0.403791,0.0,0.0
0.424053,0.0,0.0
0.444217,0.0,0.0
0.464366,0.0,0.0
0.484498,0.0,0.0
0.504644,0.0,0.0
0.524903,0.0,0.0
0.545062,0.0,0.0
0.565218,0.0,0.0
0.585353,0.0,0.0
0.605473,0.0,0.0
0.625728,0.0,0.0
0.645855,0.0,0.0
0.666019,0.0,0.0
0.68614,0.0,0.0
0.706275,0.0,0.0
0.726529,0.0,0.0
0.746657,0.0,0.0
0.766857,0.0,0.0
0.786992,0.0,0.0
0.807089,0.0,0.0
0.827362,0.0,0.0
0.847518,0.0,0.0
0.867663,0.0,0.0
0.887807,0.0,0.0
0.907933,0.0,0.0
0.928073,0.0,0.0
0.948341,0.0,0.0
0.968506,0.0,0.0
0.988639,0.0,0.0
1.008763,0.0,0.0
1.029021,0.0,0.0
1.049136,0.0,0.0
1.069304,0.0,0.0
1.089428,0.0,0.0
1.109549,0.0,0.0
1.129788,0.0,0.0
1.149917,0.0,0.0
1.170089,0.0,0.0
1.190291,0.0,0.0
1.210421,0.0,0.0
1.230704,0.0,0.0
1.250843,0.0,0.0
1.271008,0.0,0.0
1.291152,0.0,0.0
1.311273,0.0,0.0
1.331481,0.0,0.0
1.351586,0.0,0.0
1.371781,0.0,0.0
1.391899,0.0,0.0
1.412026,0.0,0.0
1.432292,0.0,0.0
1.452408,0.0,0.0
1.472572,0.0,0.0
1.492718,0.0,0.0
1.512833,0.0,0.0
1.533094,0.0,0.0
1.553211,0.0,0.0
1.573378,0.0,0.0
1.593529,0.0,0.0
1.61367,0.0,0.0
1.63394,0.0,0.0
1.653964,0.0,0.0
1.674122,0.0,0.0
1.69426,0.0,0.0
1.714397,0.0,0.0
1.734665,0.0,0.0
1.75481,0.0,0.0
1.774959,0.0,0.0
1.795094,0.0,0.0
1.815244,0.0,0.0
1.835502,0.0,0.0
1.855643,0.0,0.0
1.87581,0.0,0.0
1.895944,0.0,0.0
1.916073,0.0,0.0
1.936332,0.0,0.0
1.956472,0.0,0.0
1.976626,0.0,0.0
1.996758,0.0,0.0
2.01691,0.0,0.0
2.03722,0.0,0.0
2.057343,0.0,0.0
2.077391,0.0,0.0
2.097503,0.0,0.0
2.117637,0.0,0.0
2.137974,0.0,0.0
