Time,Raw Value
2221.331652744,0
2221.334669273,0
2221.336341576,0
2221.338034453,0
2221.33970757,16
2221.341381873,0
2221.343055916,16
2221.344729959,32
2221.346399021,0
2221.34807349,0
2221.349747718,0
2221.351419688,0
2221.353088935,0
2221.354759163,16
2221.356430169,32
2221.358101861,0
2221.359770997,16
2221.361440503,16
2221.363112824,16
2221.364785274,0
2221.366456855,0
2221.368126972,16
2221.369793738,0
2221.371465651,0
2221.373138972,16
2221.374810941,0
2221.376484725,16
2221.378159195,0
2221.379830719,16
2221.381503244,0
2221.383177732,16
2221.384849368,16
2221.386522541,0
2221.38819388,16
2221.389864757,0
2221.391536578,0
2221.393204899,0
2221.394876572,32
2221.396549374,16
2221.398221566,0
2221.399894683,16
2221.401564708,0
2221.403239399,16
2221.40491285,16
2221.407742212,0
2221.409412311,0
2221.411084299,0
2221.412757935,0
2221.414425274,0
2221.41609841,16
2221.417771101,0
2221.419443626,0
2221.421116169,16
2221.422786398,16
2221.42445683,0
2221.426126614,16
2221.427800491,16
2221.429473738,0
2221.431148633,32
2221.432816806,16
2221.434489349,0
2221.436161522,16
2221.437834398,0
2221.439506793,0
2221.4411758,0
2221.442846473,0
2221.444517034,0
2221.446187263,0
2221.447854732,0
2221.449575479,0
2221.451243004,16
2221.452914954,0
2221.454581775,16
2221.456252708,16
2221.457923806,48
2221.459596498,0
2221.461269911,16
2221.462945473,0
2221.464613813,0
2221.466288282,16
2221.467959381,0
2221.469630924,0
2221.471304023,0
2221.472976233,0
2221.474649221,0
2221.47631606,0
2221.477987937,16
2221.47966285,0
2221.481336486,16
2221.483011529,16
2221.484678999,0
2221.486349986,0
2221.488018159,16
2221.489689184,0
2221.491362005,0
2221.493034808,16
2221.494702721,16
2221.496371931,0
2221.498039641,0
2221.49970811,16
2221.501378265,32
2221.503050493,0
2221.504718721,0
2221.506390265,0
2221.508063012,0
2221.509729907,0
2221.511397357,0
2221.513066549,16
2221.514738629,0
2221.516406432,16
2221.518076493,16
2221.519747963,0
2221.521420469,0
2221.523091827,0
2221.524765759,0
2221.526435895,16
2221.528110734,0
2221.529779778,16
2221.531454858,16
2221.53312266,0
2221.534793148,16
2221.536467988,16
2221.538142235,16
2221.539817297,0
2221.541487081,0
2221.543158327,0
2221.544825241,0
2221.546498655,0
2221.548167457,0
2221.549834352,0
2221.551505673,16
2221.553180772,0
2221.554855519,0
2221.556528359,0
2221.558198569,32
2221.559870686,0
2221.56154134,0
2221.56320905,48
2221.564875797,16
2221.566546748,16
2221.568213865,0
2221.569885723,0
2221.571555618,0
2221.573225328,0
2221.574895464,0
2221.576566489,0
2221.578238088,0
2221.579908835,16
2221.5815826,16
2221.583254143,16
2221.584928076,0
2221.58659936,0
2221.588270366,16
2221.58994165,0
2221.591611063,16
2221.59328107,16
2221.594952965,16
2221.596628508,16
2221.59830294,16
2221.599971446,16
2221.601640138,16
2221.603307422,16
2221.604982706,16
2221.606650082,16
2221.608318274,16
2221.609986743,16
2221.611656416,32
2221.613326218,32
2221.614994188,16
2221.616662027,0
2221.618329163,48
2221.620010688,16
2221.621681361,0
2221.623348552,0
2221.625019262,0
2221.626689268,16
2221.628356385,16
2221.630024632,16
2221.631693435,0
2221.633361441,0
2221.63502967,0
2221.636698991,0
2221.638372719,0
2221.640047781,16
2221.641720843,0
2221.643393386,0
2221.645065448,0
2221.646732158,0
2221.64840596,16
2221.650079374,0
2221.651747732,0
2221.653418553,0
2221.655088966,16
