Time,Lat,Long,Alt,Speed,Sats
2221.448686161,,,,,
2221.548686237,,,,,
2221.648686332,,,,,
2221.748686389,39.764396,-105.2263,1752.8,,6
2221.848686447,39.764396,-105.2263,1752.8,,6
2221.948686541,39.764396,-105.2263,1752.8,0.59,6
2222.048686617,39.764396,-105.2263,1752.8,0.59,6
2222.148686693,39.764396,-105.2263,1752.8,0.59,6
2222.248686695,39.764396,-105.2263,1752.8,0.61,6
2222.348686771,39.764396,-105.2263,1752.8,0.61,6
2222.448686866,39.764396,-105.2263,1752.8,0.61,6
2222.548686905,39.764396,-105.2263,1752.8,0.63,6
2222.648686999,39.764396,-105.2263,1752.8,0.63,6
2222.748687039,39.764396,-105.2263,1752.8,0.63,6
2222.848687115,39.764396,-105.2263,1752.8,0.64,6
2222.948687117,39.764396,-105.2263,1752.8,0.64,6
2223.048687211,39.764396,-105.2263,1752.8,0.64,6
2223.148687287,39.764396,-105.2263,1752.8,0.65,6
2223.248687345,39.764396,-105.2263,1752.8,0.65,6
2223.348687347,39.764396,-105.2263,1752.8,0.65,6
2223.448687404,39.764396,-105.2263,1752.8,0.66,6
2223.548687406,39.764396,-105.2263,1752.8,0.66,6
2223.648687482,39.764396,-105.2263,1752.8,0.66,6
2223.748687595,39.764396,-105.2263,1752.8,0.68,6
2223.848687709,39.764398,-105.226298,1752.8,0.68,6
