Time,Raw Value
6020.323141648,0
6020.324995432,3424
6020.326642771,3424
6020.332934978,3424
6020.339114314,3424
6020.342097009,3456
6020.343980256,3440
6020.345980022,3440
6020.34757375,3424
6020.349191107,3424
6020.350779909,3424
6020.352390322,3424
6020.35397142,3424
6020.355555666,3424
6020.357146653,3424
6020.358740769,3472
6020.360342701,3440
6020.361966076,3424
6020.363566378,3440
6020.365181513,3424
6020.366784778,3440
6020.368411617,3440
6020.370011937,3440
6020.371618406,3440
6020.37320967,3440
6020.374809435,3440
6020.376412218,3424
6020.378011668,3424
6020.379628414,3424
6020.381247549,3424
6020.382849536,3424
6020.384445283,3440
6020.38603751,3440
6020.387653868,3440
6020.389238243,3424
6020.390826063,3440
6020.392425791,3440
6020.394133556,3440
6020.395732025,3424
6020.3973304,3440
6020.39893161,3456
6020.400521189,3440
6020.402142935,3424
6020.403741941,3424
6020.405351354,3424
6020.406966637,3424
6020.408560624,3440
6020.410148018,3424
6020.411736005,3424
6020.413328547,3440
6020.414920645,3424
6020.416499817,3424
6020.418070749,3424
6020.419651458,3440
6020.421230278,3440
6020.422682616,3424
6020.424268992,3440
6020.425874368,3424
6020.427478947,3424
6020.43508964,3440
6020.441116475,3424
6020.444170486,3440
6020.445763602,3472
6020.447384793,3472
6020.448973743,3440
6020.450570378,3440
6020.452150513,3456
6020.453752129,3440
6020.455334042,3424
6020.456931807,3440
6020.458513386,3440
6020.460116762,3424
6020.461702193,3424
6020.463294088,3440
6020.464884593,3424
6020.466464728,3440
6020.468050974,3440
6020.469656109,3440
6020.471240596,3440
6020.47283799,3472
6020.474418237,3456
6020.476031816,3440
6020.477625025,3424
6020.479159938,3424
6020.48075248,3440
6020.482343134,3424
6020.483924269,3440
6020.485499533,3424
6020.487088817,3440
6020.488678192,3424
6020.490279235,3424
6020.491862981,3424
6020.493438616,3424
6020.495036492,3440
6020.496625442,3424
6020.498213243,3440
6020.499803897,3440
6020.501387365,3424
6020.502982704,3424
6020.504615802,3424
6020.506097085,3424
6020.507693627,3440
6020.509291392,3456
6020.510887175,3424
6020.512503773,3440
6020.514096853,3440
6020.515637099,3424
6020.517234401,3424
6020.518821128,3424
6020.520425541,3424
6020.522005695,3440
6020.523617441,3440
6020.525213724,3424
6020.532047488,3440
6020.538148287,3424
6020.54114213,3424
6020.542727654,3424
6020.54431327,3440
6020.545909202,3424
6020.547500744,3440
6020.549082453,3424
6020.550682422,3424
6020.552258668,3440
6020.553855062,3408
6020.555439864,3424
6020.55702098,3440
6020.558611449,3456
6020.560213176,3440
6020.561808497,3424
