Time,PulseCounts1,PulseCounts2
3026.331735651,0.0,0.0
3026.384566708,0.0,0.0
3026.435736762,0.0,0.0
3026.486491778,0.0,0.0
3026.536713348,0.0,0.0
3026.586851363,0.0,0.0
3026.637055896,0.0,0.0
3026.6872318,0.0,0.0
3026.737445723,0.0,0.0
3026.78759533,0.0,0.0
3026.837742271,0.0,0.0
3026.88791723,0.0,0.0
3026.938055875,0.0,0.0
3026.98823876,0.0,0.0
3027.038407738,0.0,0.0
3027.088522215,0.0,0.0
3027.138680323,0.0,0.0
3027.188814578,0.0,0.0
3027.238998815,0.0,0.0
3027.2891452,0.0,0.0
3027.339298734,0.0,0.0
3027.389907786,0.0,0.0
3027.440495524,0.0,0.0
3027.492555876,0.0,0.0
3027.542722076,0.0,0.0
3027.592905109,0.0,0.0
3027.643088735,0.0,0.0
3027.693246268,0.0,0.0
3027.743421653,0.0,0.0
3027.793572279,0.0,0.0
3027.84374722,0.0,0.0
3027.89390829,0.0,0.0
3027.944058657,0.0,0.0
3027.994244449,0.0,0.0
3028.044434242,0.0,0.0
3028.094589442,0.0,0.0
3028.144740642,0.0,0.0
3028.194883045,0.0,0.0
3028.245049579,0.0,0.0
3028.295199427,0.0,0.0
3028.345353719,0.0,0.0
3028.398490406,0.0,0.0
3028.449029866,0.0,0.0
3028.501444514,0.0,0.0
3028.551632251,0.0,0.0
3028.601758173,0.0,0.0
3028.651927688,0.0,0.0
3028.702084202,0.0,0.0
3028.752232236,0.0,0.0
3028.802401065,0.0,0.0
3028.852552598,0.0,0.0
3028.902705761,0.0,0.0
3028.952881868,0.0,0.0
3029.003011513,0.0,0.0
3029.053213083,0.0,0.0
3029.103422098,0.0,0.0
3029.153589409,0.0,0.0
3029.203751886,0.0,0.0
3029.253937364,0.0,0.0
3029.304083971,0.0,0.0
3029.356408915,0.0,0.0
3029.406960209,0.0,0.0
3029.457222001,0.0,0.0
3029.507511127,0.0,0.0
3029.557694068,0.0,0.0
3029.60784486,0.0,0.0
3029.658046467,0.0,0.0
3029.708200463,0.0,0.0
3029.758378274,0.0,0.0
3029.808565104,0.0,0.0
3029.858784026,0.0,0.0
3029.908909707,0.0,0.0
3029.959037074,0.0,0.0
3030.009273811,0.0,0.0
3030.059432436,0.0,0.0
3030.10958821,0.0,0.0
3030.159821354,0.0,0.0
3030.210003554,0.0,0.0
3030.260176772,0.0,0.0
3030.310336602,0.0,0.0
3030.361150358,0.0,0.0
3030.411773929,0.0,0.0
3030.463547465,0.0,0.0
3030.513779998,0.0,0.0
3030.56394005,0.0,0.0
3030.614107601,0.0,0.0
3030.664280931,0.0,0.0
3030.714435927,0.0,0.0
3030.764590349,0.0,0.0
3030.81475516,0.0,0.0
3030.864914544,0.0,0.0
3030.915070448,0.0,0.0
3030.965205796,0.0,0.0
3031.015346995,0.0,0.0
3031.065513306,0.0,0.0
3031.115678654,0.0,0.0
3031.165810557,0.0,0.0
3031.215962961,0.0,0.0
3031.266108327,0.0,0.0
3031.316271341,0.0,0.0
3031.369652547,0.0,0.0
3031.42020021,0.0,0.0
3031.472379561,0.0,0.0
3031.522559761,0.0,0.0
