Time,PulseCounts1,PulseCounts2
2750.739583806,0.0,0.0
2750.792526959,0.0,0.0
2750.843305441,0.0,0.0
2750.8938822,0.0,0.0
2750.944012014,0.0,0.0
2750.994431014,0.0,0.0
2751.044562254,0.0,0.0
2751.094974347,0.0,0.0
2751.145052605,0.0,0.0
2751.195529235,0.0,0.0
2751.245642234,0.0,0.0
2751.296097993,0.0,0.0
2751.3461839,0.0,0.0
2751.396503715,0.0,0.0
2751.446623473,0.0,0.0
2751.497203584,0.0,0.0
2751.547439825,0.0,0.0
2751.597867343,0.0,0.0
2751.648108194,0.0,0.0
2751.698546267,0.0,0.0
2751.748715933,0.0,0.0
2751.799232766,0.0,0.0
2751.849457469,0.0,0.0
2751.899914338,0.0,0.0
2751.950101263,0.0,0.0
2752.000639207,0.0,0.0
2752.051022318,0.0,0.0
2752.101501928,0.0,0.0
2752.151681261,0.0,0.0
2752.20217789,0.0,0.0
2752.252450704,0.0,0.0
2752.302912573,0.0,0.0
2752.353116461,0.0,0.0
2752.403563294,0.0,0.0
2752.453750293,0.0,0.0
2752.504137663,0.0,0.0
2752.554327347,0.0,0.0
2752.604693457,0.0,0.0
2752.654886085,0.0,0.0
2752.705198417,0.0,0.0
2752.755358267,0.0,0.0
2752.805648729,0.0,0.0
2752.855853764,0.0,0.0
2752.906179318,0.0,0.0
2752.956378743,0.0,0.0
2753.006716149,0.0,0.0
2753.056894258,0.0,0.0
2753.107101072,0.0,0.0
2753.157305144,0.0,0.0
2753.207511828,0.0,0.0
2753.2576884,0.0,0.0
2753.307925362,0.0,0.0
2753.358114397,0.0,0.0
2753.408374748,0.0,0.0
2753.458586746,0.0,0.0
2753.508789319,0.0,0.0
2753.558965706,0.0,0.0
2753.609237945,0.0,0.0
2753.659426906,0.0,0.0
2753.709675163,0.0,0.0
2753.759877735,0.0,0.0
2753.81014677,0.0,0.0
2753.86031799,0.0,0.0
2753.910524396,0.0,0.0
2753.96071306,0.0,0.0
2754.010957132,0.0,0.0
2754.061148278,0.0,0.0
2754.111386313,0.0,0.0
2754.161613145,0.0,0.0
2754.211865532,0.0,0.0
2754.262042789,0.0,0.0
2754.312322305,0.0,0.0
2754.362487692,0.0,0.0
2754.412713134,0.0,0.0
2754.462943503,0.0,0.0
2754.513106723,0.0,0.0
2754.563311517,0.0,0.0
2754.613567941,0.0,0.0
2754.663740938,0.0,0.0
2754.713992028,0.0,0.0
2754.764243822,0.0,0.0
2754.814449801,0.0,0.0
2754.864649243,0.0,0.0
2754.91484687,0.0,0.0
2754.965031571,0.0,0.0
2755.015234513,0.0,0.0
2755.065458325,0.0,0.0
2755.115641248,0.0,0.0
2755.165801838,0.0,0.0
