Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
2750.855637797,0.5635,-0.1631,0.8276,,,,,,,-5214,-593,-2225
2750.955637943,0.564,-0.1631,0.8267,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5209,-602,-2197
2751.055638219,0.564,-0.1636,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5198,-605,-2212
2751.155638439,0.564,-0.1636,0.8267,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5202,-591,-2217
2751.255638623,0.5635,-0.1636,0.8276,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5195,-594,-2196
2751.355638751,0.5635,-0.1631,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5200,-596,-2204
2751.455638879,0.563,-0.1631,0.8276,-11.173,-33.766,-107.232,0.0,0.0,0.0,-5204,-605,-2218
2751.555639062,0.5649,-0.1631,0.8271,-11.173,-33.766,-107.232,0.0,0.0,0.0,-5208,-590,-2232
2751.655639356,0.562,-0.1641,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5205,-582,-2206
2751.75563939,0.5654,-0.1631,0.8281,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5208,-591,-2205
2751.855639591,0.5625,-0.1631,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5197,-578,-2191
2751.955639829,0.5645,-0.1631,0.8262,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5202,-583,-2228
2752.055639974,0.564,-0.1631,0.8281,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5214,-589,-2205
2752.15564012,0.5625,-0.1641,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5206,-603,-2183
2752.25564032,0.5645,-0.1626,0.8286,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5200,-600,-2192
2752.355640373,0.5635,-0.1636,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5205,-591,-2202
2752.455640667,0.5645,-0.1636,0.8276,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5206,-595,-2193
2752.555640868,0.564,-0.1641,0.8281,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5215,-604,-2198
2752.655640975,0.5635,-0.1631,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5191,-590,-2212
2752.755641212,0.5645,-0.1631,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5204,-589,-2188
2752.855641523,0.5635,-0.1636,0.8267,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5217,-593,-2197
2752.955641853,0.564,-0.1626,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5199,-604,-2209
2753.055641867,0.5649,-0.1641,0.8271,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5208,-596,-2205
2753.155642234,0.5625,-0.1636,0.8276,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5206,-589,-2197
2753.255642489,0.5679,-0.1626,0.8247,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5201,-608,-2201
2753.355642596,0.564,-0.1626,0.8262,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5217,-589,-2193
2753.455642889,0.5654,-0.1641,0.8257,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5209,-603,-2208
2753.555642922,0.564,-0.1626,0.8276,-11.173,-33.761,-107.232,0.0,0.0,0.0,-5218,-586,-2215
2753.655642955,0.5625,-0.1636,0.8271,-11.168,-33.755,-107.232,0.061,0.1221,0.0,-5210,-595,-2205
2753.755643172,0.5645,-0.1631,0.8276,-11.173,-33.761,-107.232,-0.061,-0.1221,0.0,-5216,-601,-2209
2753.855643519,0.5615,-0.1636,0.8276,-11.168,-33.761,-107.232,0.1221,0.1221,0.0,-5220,-609,-2196
2753.955643718,0.5649,-0.1626,0.8291,-11.162,-33.761,-107.232,0.0,0.0,0.0,-5213,-605,-2187
2754.055644028,0.563,-0.1636,0.8271,-11.168,-33.761,-107.232,0.0,0.0,0.0,-5222,-608,-2205
2754.155644189,0.5649,-0.1631,0.8271,-11.162,-33.766,-107.232,0.0,0.0,0.0,-5203,-599,-2189
2754.255644296,0.5649,-0.1631,0.8276,-11.168,-33.766,-107.232,0.0,0.0,0.0,-5217,-595,-2185
2754.35564442,0.5615,-0.1641,0.8267,-11.162,-33.766,-107.232,0.061,0.0,0.0,-5211,-598,-2212
2754.455644693,0.5664,-0.1626,0.8276,-11.162,-33.772,-107.232,0.0,0.0,0.0,-5202,-576,-2215
2754.555645003,0.561,-0.1636,0.8271,-11.162,-33.766,-107.232,0.0,0.0,0.0,-5205,-590,-2208
2754.655645331,0.5659,-0.1631,0.8281,-11.157,-33.772,-107.232,0.0,0.0,0.0,-5199,-603,-2202
2754.755645566,0.563,-0.1641,0.8281,-11.157,-33.766,-107.232,0.0,0.061,0.0,-5200,-602,-2197
2754.85564569,0.5645,-0.1636,0.8276,-11.157,-33.766,-107.232,0.0,0.0,0.0,-5195,-585,-2192
2754.955645869,0.5649,-0.1631,0.8281,-11.157,-33.766,-107.232,0.0,0.0,0.0,-5210,-586,-2212
2755.05564603,0.5625,-0.1631,0.8262,-11.157,-33.766,-107.232,0.0,0.0,0.0,-5219,-592,-2206
2755.155646227,0.5645,-0.1626,0.8271,-11.162,-33.766,-107.232,0.0,0.0,0.0,-5206,-596,-2192
