Time,Data1,Data2
0.02061,0.0,0.0
0.040956,0.0,0.0
0.061256,0.0,0.0
0.081462,0.0,0.0
0.101714,0.0,0.0
0.122124,0.0,0.0
0.14229,0.0,0.0
0.162487,0.0,0.0
0.182645,0.0,0.0
0.202765,0.0,0.0
0.223069,0.0,0.0
0.243219,0.0,0.0
0.263404,0.0,0.0
0.283541,0.0,0.0
0.303689,0.0,0.0
0.323981,0.0,0.0
0.344105,0.0,0.0
0.364271,0.0,0.0
0.384424,0.0,0.0
0.404575,0.0,0.0
0.42486,0.0,0.0
0.445026,0.0,0.0
0.465201,0.0,0.0
0.485379,0.0,0.0
0.505578,0.0,0.0
0.525882,0.0,0.0
0.546026,0.0,0.0
0.566205,0.0,0.0
0.586369,0.0,0.0
0.606523,0.0,0.0
0.626821,0.0,0.0
0.646952,0.0,0.0
0.667117,0.0,0.0
0.687267,0.0,0.0
0.707429,0.0,0.0
0.727704,0.0,0.0
0.747853,0.0,0.0
0.768019,0.0,0.0
0.788194,0.0,0.0
0.808342,0.0,0.0
0.828641,0.0,0.0
0.848772,0.0,0.0
0.868939,0.0,0.0
0.889081,0.0,0.0
0.90925,0.0,0.0
0.929528,0.0,0.0
0.949681,0.0,0.0
0.969856,0.0,0.0
0.990026,0.0,0.0
1.010195,0.0,0.0
1.030481,0.0,0.0
1.050622,0.0,0.0
1.070796,0.0,0.0
1.090943,0.0,0.0
1.111086,0.0,0.0
1.131357,0.0,0.0
1.151497,0.0,0.0
1.171726,0.0,0.0
1.191883,0.0,0.0
1.212025,0.0,0.0
1.232319,0.0,0.0
1.252471,0.0,0.0
1.272612,0.0,0.0
1.292766,0.0,0.0
1.312915,0.0,0.0
1.333231,0.0,0.0
1.353343,0.0,0.0
1.373518,0.0,0.0
1.393642,0.0,0.0
1.413788,0.0,0.0
1.434054,0.0,0.0
1.454192,0.0,0.0
1.474355,0.0,0.0
1.494487,0.0,0.0
1.514642,0.0,0.0
1.534918,0.0,0.0
1.555047,0.0,0.0
1.575219,0.0,0.0
1.595392,0.0,0.0
1.615552,0.0,0.0
1.635716,0.0,0.0
1.655865,0.0,0.0
1.676041,0.0,0.0
1.696211,0.0,0.0
1.716367,0.0,0.0
1.736533,0.0,0.0
1.756679,0.0,0.0
1.776861,0.0,0.0
1.797003,0.0,0.0
1.817156,0.0,0.0
1.83745,0.0,0.0
1.857581,0.0,0.0
1.87774,0.0,0.0
1.897885,0.0,0.0
1.918028,0.0,0.0
1.938319,0.0,0.0
1.95846,0.0,0.0
1.978636,0.0,0.0
1.998767,0.0,0.0
2.018994,0.0,0.0
2.039267,0.0,0.0
2.05944,0.0,0.0
2.079613,0.0,0.0
2.099777,0.0,0.0
2.11994,0.0,0.0
2.140227,0.0,0.0
2.160372,0.0,0.0
2.180535,0.0,0.0
2.200668,0.0,0.0
2.220827,0.0,0.0
2.241103,0.0,0.0
2.261234,0.0,0.0
2.281409,0.0,0.0
2.301537,0.0,0.0
2.32169,0.0,0.0
2.34201,0.0,0.0
2.362143,0.0,0.0
2.382328,0.0,0.0
2.402466,0.0,0.0
2.422615,0.0,0.0
2.442906,0.0,0.0
2.463,0.0,0.0
2.483164,0.0,0.0
2.503315,0.0,0.0
2.523442,0.0,0.0
2.543699,0.0,0.0
2.563834,0.0,0.0
2.584005,0.0,0.0
2.604127,0.0,0.0
2.624251,0.0,0.0
2.644529,0.0,0.0
2.664658,0.0,0.0
2.684834,0.0,0.0
2.704964,0.0,0.0
2.725094,0.0,0.0
2.745373,0.0,0.0
2.765501,0.0,0.0
2.78567,0.0,0.0
2.805701,0.0,0.0
2.825847,0.0,0.0
2.846154,0.0,0.0
2.866288,0.0,0.0
2.88647,0.0,0.0
2.906506,0.0,0.0
2.926648,0.0,0.0
2.946937,0.0,0.0
2.967071,0.0,0.0
2.987397,0.0,0.0
3.007462,0.0,0.0
3.027613,0.0,0.0
3.047932,0.0,0.0
3.068075,0.0,0.0
3.088271,0.0,0.0
3.108391,0.0,0.0
3.128531,0.0,0.0
3.14881,0.0,0.0
3.168975,0.0,0.0
3.189149,0.0,0.0
3.209285,0.0,0.0
3.229469,0.0,0.0
3.24975,0.0,0.0
3.269904,0.0,0.0
3.290056,0.0,0.0
3.310192,0.0,0.0
3.33033,0.0,0.0
3.350597,0.0,0.0
3.370732,0.0,0.0
3.390895,0.0,0.0
3.411032,0.0,0.0
3.431157,0.0,0.0
3.451439,0.0,0.0
3.47159,0.0,0.0
