Time,Lat,Long,Alt,Speed,Sats
4266.407068434,39.76444,-105.226323,1771.1,,6
4266.507072476,39.76444,-105.226323,1771.1,,6
4266.607076962,39.76444,-105.226323,1771.1,0.76,6
4266.707079892,39.76444,-105.226323,1771.1,0.76,6
4266.807080211,39.76444,-105.226323,1771.1,0.76,6
4266.90708579,39.76444,-105.226323,1771.1,0.76,6
4267.007091535,39.76444,-105.226323,1771.1,0.76,6
4267.107095114,39.76444,-105.226323,1771.1,0.76,6
4267.207100396,39.76444,-105.226323,1771.1,0.76,6
4267.307105363,39.76444,-105.226323,1771.1,0.76,6
4267.407107275,39.76444,-105.226323,1771.1,0.76,6
4267.507107946,39.76444,-105.226323,1771.1,0.76,6
4267.607113118,39.76444,-105.226323,1771.1,0.76,6
4267.707118344,39.76444,-105.226323,1771.1,0.77,6
