Time,Raw Value,Voltage
1418.604643187,0,0
1418.608521122,26416,3.304
1418.61183076,26432,3.304
1418.615159898,26432,3.306
1418.618510351,26416,3.304
1418.621805915,26432,3.304
1418.624892238,26448,3.306
1418.628096283,26432,3.306
1418.631237105,26448,3.306
1418.634362891,26432,3.304
1418.637500899,26432,3.304
1418.644397268,26448,3.304
1418.651321267,26432,3.304
1418.654991036,26448,3.306
1418.658373563,26416,3.304
1418.661786627,26448,3.306
1418.664949728,26448,3.306
1418.668089254,26432,3.306
1418.671251873,26432,3.304
1418.674530678,26432,3.306
1418.677684093,26432,3.3
1418.680818823,26432,3.304
1418.683964887,26416,3.304
1418.687130432,26416,3.302
1418.690261643,26400,3.3
1418.693384707,26416,3.302
1418.696522511,26432,3.306
1418.699661463,26416,3.302
1418.702816971,26448,3.302
1418.705937924,26416,3.302
1418.709123895,26448,3.304
1418.712366681,26432,3.3
1418.715499522,26416,3.304
1418.718658345,26432,3.304
1418.721763112,26448,3.302
1418.72487199,26400,3.3
1418.727996961,26416,3.3
1418.731153376,26416,3.3
1418.734308588,26400,3.3
1418.743389944,26416,3.302
1418.750314406,26400,3.302
1418.754018286,26432,3.306
1418.757267757,26448,3.306
1418.760409542,26432,3.304
1418.763559217,26448,3.306
1418.766708429,26448,3.306
1418.769832696,26432,3.304
1418.772970278,26416,3.302
1418.776098175,26416,3.302
1418.779250683,26400,3.304
1418.78240332,26448,3.3
1418.785519773,26400,3.302
1418.78864654,26400,3.302
1418.791785659,26416,3.302
1418.795047538,26416,3.304
1418.798160027,26432,3.304
1418.801285794,26416,3.304
1418.804446691,26416,3.302
1418.807592903,26416,3.302
1418.810740651,26416,3.304
1418.813885196,26448,3.304
1418.817005964,26416,3.306
1418.820198657,26432,3.304
1418.823355757,26432,3.306
1418.826513839,26448,3.304
1418.829624662,26448,3.306
1418.832860226,26432,3.304
1418.835975956,26448,3.304
1418.839127445,26448,3.304
1418.844461107,26448,3.304
1418.851328421,26432,3.304
1418.855034134,26432,3.306
1418.85813692,26432,3.306
1418.861263131,26448,3.304
1418.86441988,26448,3.304
1418.867542129,26448,3.302
1418.870686822,26432,3.304
1418.87382057,26448,3.304
1418.877055653,26432,3.3
1418.880177531,26400,3.302
1418.883326428,26416,3.3
1418.88646725,26400,3.304
1418.889580814,26416,3.3
1418.892719229,26432,3.302
1418.895816126,26416,3.304
1418.898933745,26432,3.304
1418.902043345,26416,3.302
1418.905147464,26432,3.302
1418.908278658,26432,3.302
1418.911539147,26432,3.304
1418.91468534,26416,3.304
1418.91784146,26448,3.306
1418.920980671,26448,3.306
1418.924113216,26448,3.306
1418.927236613,26448,3.304
1418.930349899,26432,3.304
1418.933505851,26432,3.304
1418.936645766,26448,3.304
1418.943416432,26432,3.304
1418.950314449,26432,3.304
1418.954013866,26432,3.304
1418.957255837,26432,3.304
1418.960393012,26432,3.304
1418.963533297,26432,3.306
1418.966655565,26432,3.304
1418.969792406,26432,3.302
1418.972937858,26416,3.302
1418.976072737,26416,3.3
1418.979204652,26416,3.302
1418.982310919,26432,3.302
1418.985409927,26400,3.302
1418.988521527,26400,3.298
1418.991620461,26400,3.304
1418.994832247,26416,3.306
1418.997933273,26448,3.306
1419.001045133,26416,3.304
1419.004153085,26416,3.302
1419.007249945,26432,3.302
1419.010356712,26432,3.302
1419.013493776,26416,3.3
1419.016630173,26416,3.304
1419.019776199,26432,3.304
1419.022909837,26432,3.304
1419.026060233,26448,3.304
1419.029497205,26432,3.304
1419.032634676,26448,3.304
1419.035758925,26432,3.306
1419.044427835,26448,3.304
1419.050459591,26432,3.304
1419.054335638,26432,3.304
1419.057486054,26448,3.304
1419.06061671,26432,3.304
1419.063763996,26448,3.304
1419.066871003,26432,3.306
1419.070009493,26448,3.304
1419.073144056,26432,3.304
1419.076376713,26416,3.302
1419.079502591,26400,3.302
1419.082610969,26416,3.302
1419.085731051,26416,3.302
1419.088842448,26416,3.302
1419.091940437,26400,3.302
1419.095043093,26432,3.306
1419.098156379,26432,3.304
1419.101259016,26416,3.306
1419.104372524,26416,3.302
1419.107508903,26432,3.304
1419.110640873,26416,3.302
1419.1138789,26416,3.302
1419.117000186,26432,3.306
1419.120124564,26432,3.306
1419.123219572,26432,3.302
1419.126326913,26448,3.304
1419.129437977,26448,3.304
1419.13255967,26432,3.304
1419.135666863,26448,3.306
1419.14440457,26448,3.306
1419.150421659,26432,3.306
1419.15431104,26448,3.306
1419.15742564,26448,3.304
1419.160656352,26448,3.306
1419.163773045,26448,3.304
1419.166900016,26432,3.304
1419.170025561,26448,3.302
1419.173150291,26432,3.302
1419.176272669,26416,3.302
1419.179390122,26416,3.302
1419.182508333,26416,3.304
1419.185628878,26400,3.302
1419.188767127,26432,3.302
1419.19191019,26448,3.302
1419.195153902,26416,3.306
1419.19828304,26448,3.304
1419.201398659,26400,3.302
1419.204523778,26416,3.3
1419.207639415,26432,3.304
1419.210757312,26416,3.304
1419.21390519,26432,3.3
1419.217054643,26400,3.306
1419.220217188,26448,3.304
1419.223349103,26448,3.304
1419.226468296,26432,3.302
1419.2296036,26448,3.304
1419.232849072,26448,3.304
1419.235976505,26448,3.306
1419.24334608,26448,3.302
1419.249390873,26448,3.304
1419.253341494,26448,3.304
1419.256480372,26432,3.304
1419.25961901,26432,3.304
1419.262742647,26448,3.306
1419.265876026,26448,3.304
1419.269012922,26432,3.306
1419.272141764,26400,3.304
1419.275270364,26400,3.306
1419.278497243,26400,3.304
1419.281629343,26416,3.304
1419.284781499,26432,3.302
1419.287873341,26416,3.304
1419.29101196,26400,3.304
1419.294143856,26432,3.302
1419.297284587,26448,3.304
1419.300417169,26432,3.302
1419.303540417,26448,3.304
1419.306670333,26416,3.302
1419.309802563,26416,3.302
1419.312907848,26416,3.302
1419.316134819,26416,3.306
1419.319271846,26448,3.304
1419.322399483,26448,3.306
1419.325508732,26448,3.306
1419.328609277,26448,3.304
1419.331742211,26448,3.304
1419.33485883,26448,3.304
1419.34341974,26432,3.306
1419.349451367,26432,3.304
1419.353344543,26432,3.306
1419.356488477,26432,3.304
1419.359723689,26448,3.306
1419.362843567,26448,3.304
1419.365955501,26448,3.306
1419.369080805,26448,3.306
1419.372191313,26416,3.306
1419.375312062,26400,3.306
1419.378424551,26384,3.302
1419.381544374,26416,3.3
1419.384669919,26416,3.302
1419.387811371,26416,3.3
1419.390926249,26400,3.302
1419.394056294,26432,3.304
1419.397299895,26432,3.304
1419.400429681,26448,3.304
1419.403550837,26432,3.304
1419.40666853,26432,3.306
1419.409844334,26432,3.306
1419.41296962,26432,3.302
1419.416089961,26400,3.302
1419.419198951,26448,3.306
1419.422299773,26448,3.304
1419.42541367,26432,3.304
1419.428508363,26464,3.304
1419.431611241,26448,3.304
1419.434839601,26448,3.304
1419.443397586,26432,3.306
1419.450311048,26432,3.306
1419.453958909,26448,3.304
1419.457058658,26432,3.304
1419.460194314,26432,3.304
1419.46329397,26448,3.306
1419.466389052,26432,3.304
1419.469489393,26432,3.302
1419.472584252,26416,3.304
1419.475679168,26416,3.304
1419.478891194,26416,3.302
1419.481998739,26416,3.304
1419.485127599,26432,3.3
1419.488248514,26432,3.3
1419.491395893,26416,3.302
1419.49452516,26432,3.304
1419.497653705,26432,3.304
1419.500775546,26448,3.302
1419.503896906,26432,3.302
1419.507033062,26432,3.304
1419.510160773,26432,3.302
1419.513284781,26416,3.302
1419.516563419,26416,3.306
1419.519743946,26432,3.306
1419.522869565,26448,3.306
1419.525981758,26448,3.306
1419.529123229,26432,3.304
1419.532244126,26432,3.306
1419.53537756,26432,3.306
1419.543384969,26432,3.304
1419.549440169,26432,3.306
1419.553319809,26432,3.304
1419.55644765,26448,3.304
1419.55958125,26432,3.304
1419.562834703,26448,3.304
1419.56596573,26432,3.304
1419.569089737,26448,3.306
1419.572222949,26416,3.304
1419.575332957,26416,3.304
1419.578464391,26400,3.304
1419.581578288,26432,3.304
1419.58469661,26416,3.302
1419.587825118,26416,3.3
1419.590940978,26416,3.302
1419.594066041,26432,3.304
1419.597178846,26432,3.306
1419.60042152,26432,3.302
1419.603537732,26416,3.304
1419.606667018,26448,3.304
1419.609801248,26432,3.304
1419.612916997,26432,3.3
1419.616034949,26416,3.306
1419.619174883,26448,3.306
1419.622291705,26448,3.306
1419.625432621,26448,3.304
1419.628552073,26432,3.304
1419.631678192,26448,3.306
1419.634894182,26432,3.304
1419.643350944,26432,3.304
1419.649439607,26432,3.304
1419.65338934,26432,3.304
1419.656506922,26432,3.306
1419.659645059,26432,3.304
1419.662798197,26448,3.306
1419.665933723,26448,3.304
1419.669050713,26432,3.306
1419.672185128,26416,3.306
1419.675313117,26400,3.306
1419.678417329,26432,3.3
1419.681656467,26416,3.304
1419.684801919,26432,3.3
1419.687936242,26416,3.3
1419.691040602,26416,3.3
1419.694171128,26432,3.304
1419.697291747,26448,3.302
1419.700419662,26432,3.302
1419.703525985,26416,3.302
1419.706633493,26416,3.304
1419.709746612,26448,3.306
1419.71287649,26432,3.3
1419.716015498,26416,3.306
1419.719253932,26432,3.304
1419.722401218,26448,3.306
1419.7255158,26432,3.306
1419.728645808,26432,3.304
1419.731796649,26448,3.304
1419.734926065,26448,3.308
1419.743399382,26432,3.306
1419.750355585,26448,3.306
1419.754055298,26432,3.306
1419.757188954,26432,3.304
1419.760313721,26416,3.304
1419.763457452,26448,3.306
1419.766699978,26448,3.304
1419.769835894,26448,3.304
1419.772950976,26432,3.302
1419.776073724,26416,3.302
1419.779191381,26432,3.304
1419.782302944,26416,3.302
1419.785427933,26432,3.3
1419.788552478,26416,3.302
1419.791691894,26400,3.302
1419.794788994,26448,3.304
1419.797903428,26432,3.302
1419.801124751,26432,3.304
1419.804254018,26416,3.306
1419.807388285,26432,3.304
1419.81052633,26432,3.306
1419.813680616,26432,3.302
1419.816809606,26432,3.304
1419.819934188,26432,3.302
1419.823066844,26432,3.304
1419.826179926,26448,3.306
1419.829298156,26448,3.304
1419.832422775,26432,3.304
1419.835552875,26432,3.304
1419.844533898,26448,3.306
1419.850420654,26448,3.306
1419.854361571,26448,3.304
1419.85748782,26448,3.308
1419.860601476,26432,3.304
1419.863732095,26432,3.306
1419.866877196,26448,3.304
1419.870021704,26448,3.302
1419.873141693,26416,3.3
1419.876286664,26432,3.3
1419.879413061,26416,3.306
1419.882530939,26400,3.304
1419.885761781,26400,3.3
1419.888880159,26416,3.304
1419.891979074,26416,3.302
1419.895082193,26432,3.306
1419.898207979,26416,3.304
1419.901320376,26416,3.304
1419.904434143,26416,3.302
1419.907562318,26416,3.304
1419.910691066,26432,3.302
1419.913798759,26400,3.302
1419.916884489,26416,3.304
1419.920104072,26432,3.306
1419.92321332,26432,3.304
1419.926310736,26432,3.304
1419.929409855,26432,3.304
1419.932521029,26432,3.304
1419.93559687,26432,3.304
1419.943373909,26432,3.304
1419.949389831,26448,3.306
1419.953334786,26448,3.306
1419.956443201,26432,3.304
1419.959533227,26448,3.306
1419.962666291,26432,3.306
1419.965866929,26432,3.304
1419.968958011,26432,3.304
1419.972057889,26416,3.304
1419.975151637,26432,3.304
1419.978246405,26416,3.304
1419.981354672,26400,3.302
1419.984474383,26416,3.302
1419.987569317,26416,3.3
1419.990674584,26432,3.302
1419.993800314,26416,3.306
1419.996902748,26432,3.304
1420.000018701,26448,3.302
1420.003264079,26416,3.302
1420.006431624,26432,3.304
1420.009550873,26416,3.304
1420.01269764,26432,3.302
1420.015810648,26416,3.306
1420.018954971,26432,3.306
1420.022054201,26448,3.304
1420.025177764,26448,3.304
1420.028285291,26448,3.306
1420.031377095,26432,3.304
1420.034481121,26432,3.304
1420.043445903,26448,3.304
1420.049447919,26432,3.304
1420.053376762,26432,3.304
1420.05649364,26464,3.304
1420.059588426,26448,3.304
1420.062683063,26448,3.306
1420.065774256,26448,3.306
1420.068863505,26448,3.306
1420.071955161,26448,3.304
1420.075054373,26432,3.302
1420.07815988,26448,3.304
1420.081277481,26448,3.304
1420.084473674,26416,3.304
1420.087569015,26416,3.302
1420.09065819,26416,3.306
1420.093745735,26416,3.302
1420.096836595,26416,3.302
1420.099929306,26448,3.302
1420.10302424,26432,3.302
1420.1061071,26416,3.304
1420.10919057,26416,3.302
1420.112286671,26448,3.304
1420.115375605,26416,3.302
1420.118464316,26448,3.306
1420.121694472,26432,3.306
1420.124786425,26432,3.304
1420.127891747,26432,3.304
1420.130992033,26416,3.304
1420.134095985,26448,3.304
1420.137191123,26448,3.302
1420.144378956,26432,3.304
1420.150372008,26432,3.302
1420.154344204,26432,3.306
1420.1574616,26432,3.304
1420.160562182,26432,3.306
1420.163660412,26432,3.306
1420.166889495,26432,3.304
1420.170007169,26432,3.302
1420.173108807,26416,3.302
1420.176202703,26432,3.304
1420.179284063,26432,3.304
1420.182376571,26400,3.302
1420.185471764,26400,3.302
1420.188567235,26416,3.3
1420.191655539,26416,3.3
1420.194750251,26416,3.304
1420.197839073,26432,3.304
1420.200928896,26432,3.304
1420.204149163,26432,3.302
1420.207242023,26432,3.304
1420.210329235,26432,3.306
1420.213423113,26416,3.302
1420.216508843,26400,3.304
1420.219598054,26432,3.304
1420.222688433,26432,3.306
1420.225821348,26448,3.304
1420.228956041,26432,3.306
1420.232053438,26448,3.306
1420.235159631,26448,3.308
1420.243524115,26432,3.304
1420.249457871,26448,3.306
1420.253377011,26432,3.304
1420.256489241,26432,3.302
1420.259610489,26432,3.304
1420.262718979,26448,3.304
1420.265816931,26448,3.304
1420.268922994,26432,3.306
1420.272026873,26432,3.302
1420.275139325,26432,3.302
1420.278257296,26448,3.302
1420.281393841,26416,3.302
1420.28462122,26416,3.302
1420.287740783,26432,3.302
1420.290864309,26416,3.302
1420.29397828,26416,3.302
1420.297100455,26416,3.304
1420.300208796,26432,3.302
1420.303330211,26432,3.302
1420.306446812,26432,3.306
1420.309588431,26448,3.304
1420.312721883,26448,3.302
1420.315843984,26400,3.302
1420.319051881,26448,3.304
1420.322275537,26432,3.304
1420.325408434,26448,3.304
1420.328516312,26448,3.304
1420.331629265,26448,3.302
1420.334775365,26432,3.304
1420.343425239,26432,3.304
1420.349482477,26432,3.304
1420.353380005,26448,3.304
1420.356492995,26448,3.304
1420.359598725,26448,3.306
1420.362706659,26448,3.304
1420.365977593,26432,3.304
1420.369108323,26432,3.306
1420.372220553,26432,3.302
1420.375328339,26432,3.304
1420.378455921,26448,3.3
1420.381583373,26416,3.304
1420.384718974,26416,3.302
1420.387859389,26416,3.3
1420.390998527,26416,3.302
1420.394143201,26416,3.302
1420.397294302,26416,3.3
1420.400416791,26416,3.302
1420.4036838,26416,3.302
1420.406826178,26432,3.302
1420.409965204,26416,3.3
1420.413129657,26416,3.302
1420.416253128,26416,3.3
1420.41940258,26400,3.3
1420.422528218,26400,3.298
1420.425637615,26400,3.3
1420.42875653,26416,3.298
1420.431887482,26400,3.3
1420.435027213,26416,3.3
1420.443436049,26416,3.3
1420.449633972,26400,3.298
1420.453416241,26416,3.302
1420.456548915,26400,3.3
1420.459686071,26400,3.3
1420.462825413,26400,3.3
1420.465975458,26384,3.3
1420.469099132,26400,3.3
1420.472239418,26400,3.298
1420.475382167,26384,3.3
1420.478511453,26400,3.298
1420.481620442,26400,3.302
1420.484747691,26384,3.298
1420.488031551,26384,3.298
1420.491178948,26384,3.3
1420.494329233,26400,3.298
1420.497467908,26400,3.3
1420.500605805,26400,3.302
1420.503742702,26432,3.302
1420.506879839,26448,3.306
1420.509984847,26432,3.302
1420.513076707,26432,3.3
1420.516206196,26416,3.306
1420.519340223,26432,3.304
1420.522583361,26432,3.306
1420.525725295,26448,3.304
1420.528858784,26432,3.306
