Time,Data
5.693926,0.01
5.800861,0.57
5.867055,0.94
5.932252,0.96
5.998234,0.95
6.065173,0.93
6.132764,0.92
6.201139,0.91
6.270382,0.9
6.335496,0.96
6.385419,1.25
6.428026,1.47
6.46929,1.51
6.511496,1.48
6.55337,1.49
6.595692,1.48
6.638396,1.46
6.681285,1.46
6.724379,1.45
6.767788,1.44
6.811614,1.43
6.855612,1.42
6.899825,1.41
6.944354,1.4
6.989144,1.4
7.034165,1.39
7.079719,1.37
7.125356,1.37
7.17145,1.36
7.217966,1.34
7.264678,1.34
7.311853,1.32
7.359478,1.31
7.407003,1.32
7.455305,1.29
7.503831,1.29
7.552772,1.28
7.602042,1.27
7.651706,1.26
7.701499,1.26
7.751802,1.24
7.802387,1.24
7.853782,1.22
7.905284,1.21
7.957252,1.2
8.009874,1.19
8.063245,1.17
8.116799,1.17
8.170889,1.15
8.225448,1.14
8.280291,1.13
8.335753,1.12
8.391812,1.11
8.448192,1.11
8.505353,1.09
8.562627,1.09
8.620552,1.08
8.679022,1.07
8.735026,1.12
8.780018,1.39
8.822098,1.49
8.864751,1.47
8.907561,1.46
8.95065,1.45
8.994061,1.44
9.03756,1.44
9.081493,1.42
9.125475,1.42
9.170049,1.4
9.214679,1.4
9.254799,1.56
9.290957,1.73
9.326728,1.75
9.362666,1.74
9.398952,1.72
9.435215,1.72
9.471719,1.71
9.50841,1.7
9.545321,1.69
9.582322,1.69
9.619755,1.67
9.657091,1.67
9.694694,1.66
9.732433,1.66
9.770484,1.64
9.808646,1.64
9.847063,1.63
9.885514,1.63
9.924239,1.61
9.963135,1.61
10.002342,1.59
10.041613,1.59
10.081051,1.58
10.120993,1.56
10.160962,1.56
10.201254,1.55
10.241866,1.54
10.282427,1.54
10.323214,1.53
10.364311,1.52
10.405792,1.51
10.447378,1.5
10.489293,1.49
10.531164,1.49
10.573469,1.48
10.615922,1.47
10.658882,1.45
10.701934,1.45
10.745244,1.44
10.788943,1.43
10.832865,1.42
10.877085,1.41
10.921694,1.4
10.966385,1.4
11.011362,1.39
11.05669,1.38
11.102358,1.37
11.148186,1.36
11.194487,1.35
11.241095,1.34
11.287732,1.34
11.334718,1.33
11.382311,1.31
11.429837,1.32
11.477918,1.3
11.526661,1.28
11.575496,1.28
11.624669,1.27
11.674343,1.26
11.7243,1.25
11.774515,1.24
11.825324,1.23
11.877041,1.21
11.929991,1.18
11.974287,1.41
12.014721,1.55
12.055258,1.54
12.096026,1.53
12.137208,1.52
12.178438,1.52
12.219957,1.51
12.261747,1.5
12.303857,1.48
12.346084,1.48
12.388639,1.47
12.431335,1.46
12.472617,1.51
12.509415,1.7
12.545013,1.76
12.580641,1.75
12.616443,1.75
12.652319,1.74
12.68844,1.73
12.724693,1.72
12.761172,1.71
12.797657,1.71
12.834434,1.7
12.8715,1.69
12.908672,1.68
12.946232,1.66
12.983632,1.67
13.021229,1.66
13.058939,1.66
13.097044,1.64
13.135374,1.63
13.173774,1.63
13.21238,1.62
13.251093,1.61
13.290024,1.61
13.32915,1.6
13.368607,1.58
13.408094,1.58
13.447891,1.57
13.487958,1.56
13.52817,1.55
13.568653,1.54
13.609464,1.53
13.650188,1.53
13.691302,1.52
13.732579,1.51
13.774217,1.5
13.815835,1.5
13.858008,1.48
13.900187,1.48
13.942617,1.47
13.985208,1.47
14.028309,1.45
14.071495,1.45
14.114882,1.44
14.158779,1.42
14.202844,1.42
14.247225,1.41
14.292125,1.39
14.336892,1.4
14.382006,1.39
14.427364,1.38
14.47323,1.36
14.5193,1.36
14.565639,1.35
14.612155,1.34
14.659072,1.33
14.70623,1.33
14.753905,1.31
14.801728,1.31
14.849949,1.3
14.898712,1.28
14.947625,1.28
14.996997,1.27
15.046813,1.25
15.09679,1.25
15.147104,1.24
15.198034,1.23
15.24921,1.22
15.300766,1.21
15.35274,1.2
15.405054,1.19
15.457776,1.19
15.510679,1.18
15.564469,1.15
15.619577,1.12
15.671606,1.2
15.716671,1.39
15.759773,1.45
15.803093,1.44
15.847172,1.42
15.891233,1.42
15.935536,1.41
15.980073,1.4
16.025015,1.39
16.070255,1.38
16.115666,1.38
16.161285,1.37
