Time,Data
3.520206,0.02
3.641758,0.51
3.747146,0.59
3.820737,0.85
3.885833,0.96
3.949558,0.98
4.014325,0.96
4.080751,0.94
4.148727,0.92
4.218171,0.9
4.288747,0.89
4.360746,0.87
4.433984,0.85
4.509368,0.83
4.570789,1.02
4.619745,1.28
4.665719,1.36
4.712213,1.34
4.75866,1.35
4.805452,1.34
4.852968,1.32
4.900807,1.31
4.949146,1.29
4.998203,1.27
5.047993,1.26
5.098497,1.24
5.149381,1.23
5.200855,1.21
5.253122,1.2
5.305427,1.19
5.358287,1.18
5.411822,1.17
5.465969,1.14
5.520716,1.13
5.57585,1.12
5.631925,1.11
5.688907,1.1
5.746127,1.09
5.804052,1.08
5.863299,1.05
5.923515,1.04
5.984957,1.02
6.047036,1.01
6.110096,0.99
6.174186,0.98
6.239206,0.96
6.305484,0.94
6.373137,0.92
6.441809,0.91
6.511512,0.9
6.582217,0.88
6.654516,0.86
6.727959,0.85
6.8028,0.84
6.879258,0.82
6.958206,0.79
7.039441,0.77
7.123215,0.75
7.208518,0.73
7.29212,0.75
7.35329,1.02
7.409772,1.11
7.467167,1.09
7.52543,1.07
7.584626,1.06
7.644459,1.04
7.704899,1.03
7.766454,1.02
7.826197,1.05
7.875149,1.28
7.920513,1.38
7.966359,1.36
8.012646,1.35
8.059628,1.33
8.106915,1.32
8.154539,1.31
8.202636,1.3
8.251131,1.29
8.299638,1.29
8.348772,1.27
8.398441,1.26
8.448747,1.24
8.499008,1.24
8.550348,1.22
8.601934,1.21
8.653948,1.2
8.706572,1.19
8.760026,1.17
8.81396,1.15
8.868945,1.13
8.924372,1.12
8.980563,1.11
9.037541,1.1
9.094609,1.1
9.152365,1.08
9.210918,1.07
9.270303,1.05
9.330349,1.04
9.390679,1.04
9.452542,1.01
9.514822,1.0
9.577886,0.99
9.641965,0.98
9.707387,0.96
9.774001,0.94
9.84206,0.92
9.911104,0.91
9.981392,0.89
10.052678,0.88
10.125126,0.86
10.196955,0.87
10.254167,1.09
10.307207,1.18
10.360977,1.15
10.415058,1.15
10.469658,1.13
10.525143,1.12
10.58125,1.11
10.637849,1.1
10.69426,1.11
10.741701,1.32
10.78571,1.42
10.829801,1.42
10.87416,1.41
10.918898,1.4
10.964164,1.38
11.009139,1.39
11.055025,1.36
11.101798,1.34
11.148694,1.33
11.195608,1.33
11.243345,1.31
11.291427,1.3
11.339766,1.29
11.388612,1.28
11.438034,1.26
11.488051,1.25
11.539042,1.23
11.590306,1.22
11.642158,1.21
11.694467,1.19
11.747033,1.19
11.800191,1.18
11.853948,1.15
11.908358,1.14
11.96351,1.12
12.018651,1.12
12.074843,1.11
12.131715,1.1
12.189008,1.09
12.247033,1.08
12.306081,1.06
12.36601,1.04
12.427023,1.02
12.488746,1.01
12.551286,1.0
12.614781,0.98
12.678964,0.97
12.744457,0.95
12.811175,0.94
12.879046,0.92
12.947895,0.91
13.017599,0.9
13.088557,0.88
13.160921,0.86
13.23416,0.85
13.308971,0.84
13.38567,0.81
13.464262,0.8
13.545076,0.77
13.627352,0.76
13.701293,0.85
13.759546,1.07
13.817498,1.08
13.87634,1.06
13.936191,1.04
13.997038,1.03
14.058558,1.02
14.120598,1.01
14.183978,0.99
14.247209,0.99
14.30301,1.12
14.352925,1.25
14.401686,1.28
14.451053,1.27
14.501222,1.25
14.55172,1.24
14.602674,1.23
14.654009,1.22
14.705667,1.21
14.7581,1.19
14.81071,1.19
14.864102,1.17
14.918115,1.15
14.972414,1.14
15.02729,1.13
15.08311,1.12
15.139329,1.11
15.19637,1.1
15.253748,1.09
15.312155,1.07
15.371536,1.05
15.431414,1.04
15.492048,1.03
15.553523,1.02
15.615526,1.01
15.678116,1.0
15.741278,0.99
15.805305,0.98
15.870182,0.96
15.935529,0.96
16.00194,0.94
16.069147,0.93
16.137243,0.92
16.20673,0.9
16.277076,0.89
16.349025,0.87
16.422547,0.85
16.497107,0.84
16.573274,0.82
16.650915,0.8
16.730353,0.79
16.811833,0.77
16.895922,0.74
16.981715,0.73
17.066866,0.73
17.130206,0.99
17.186125,1.12
17.242292,1.11
17.299021,1.1
17.356568,1.09
17.414824,1.07
17.474308,1.05
17.534611,1.04
17.595589,1.02
17.657447,1.01
17.712281,1.13
17.762307,1.25
17.811035,1.28
17.860265,1.27
17.910117,1.25
17.960522,1.24
18.011163,1.23
18.062297,1.22
18.114155,1.21
18.166339,1.2
18.219028,1.19
18.272388,1.17
18.326233,1.15
18.381088,1.13
18.43617,1.12
18.492041,1.12
18.548591,1.11
18.605521,1.1
18.662809,1.09
18.720809,1.08
18.779672,1.06
18.839219,1.05
18.899036,1.04
18.959999,1.03
19.0216,1.01
19.083813,1.0
19.146979,0.99
19.211296,0.97
19.276658,0.96
19.343213,0.94
19.410541,0.93
19.479155,0.91
19.548531,0.9
19.618789,0.89
19.689978,0.88
19.762213,0.87
19.835647,0.85
19.910029,0.84
19.985429,0.83
20.062118,0.81
20.139781,0.8
20.218951,0.79
20.299726,0.77
20.382379,0.76
20.467056,0.74
20.554075,0.72
20.642921,0.7
20.733784,0.69
20.827299,0.67
20.922759,0.65
21.015162,0.68
21.081343,0.94
21.14062,1.05
21.199384,1.06
21.258647,1.05
21.31895,1.04
21.379682,1.03
21.441115,1.02
21.503604,1.0
21.567077,0.98
21.626183,1.06
21.67764,1.21
21.725927,1.29
21.774666,1.28
21.823942,1.27
21.873316,1.27
21.923014,1.26
21.973169,1.25
22.023861,1.23
22.075193,1.22
22.126468,1.22
22.178673,1.2
22.23136,1.19
22.284255,1.18
22.337967,1.15
22.392383,1.14
22.447672,1.12
22.504,1.11
22.560728,1.1
22.617941,1.09
22.676078,1.08
22.734469,1.07
22.793405,1.06
22.853089,1.05
22.913521,1.03
22.974653,1.02
23.036208,1.02
23.099137,0.99
23.162332,0.99
23.226298,0.98
23.29166,0.96
23.358276,0.94
23.426175,0.92
23.49565,0.9
23.565933,0.89
23.637381,0.87
23.710063,0.86
23.783634,0.85
23.858308,0.84
23.934522,0.82
24.01181,0.81
24.090322,0.8
24.17003,0.78
24.251571,0.77
24.334657,0.75
24.41942,0.74
24.506405,0.72
24.596485,0.69
24.689543,0.67
24.785375,0.65
24.883598,0.64
24.981106,0.64
25.048989,0.92
25.106152,1.09
25.161957,1.12
25.218767,1.1
25.276361,1.09
25.334561,1.07
25.393144,1.07
25.452903,1.05
25.513145,1.04
25.574088,1.03
25.633183,1.06
25.684935,1.21
25.731758,1.33
25.77874,1.33
25.826043,1.32
25.873792,1.31
25.921904,1.3
25.970283,1.29
26.019283,1.28
26.068814,1.26
26.118948,1.25
26.169505,1.24
26.220375,1.23
26.2722,1.21
26.323978,1.21
26.376299,1.19
26.429144,1.18
26.482794,1.15
26.537053,1.14
26.591629,1.14
26.646112,1.14
26.700772,1.13
26.755991,1.12
26.81149,1.12
26.867645,1.11
26.924798,1.09
26.983029,1.07
27.04324,1.04
27.104747,1.02
27.168137,0.99
27.23195,0.98
27.295661,0.98
27.359022,0.99
27.422116,0.99
27.485584,0.98
27.549485,0.98
27.61366,0.97
27.678882,0.96
27.746013,0.93
27.815242,0.9
27.885498,0.89
27.957959,0.86
28.032274,0.84
28.107754,0.83
28.183018,0.83
28.25816,0.83
28.332839,0.84
28.407125,0.84
28.482291,0.83
28.559172,0.81
28.639958,0.77
