Time,Frequency
34.298116034,0.13871144089101387
34.827534589,0.1180540413813038
35.201572274,0.1670954625868792
35.73492444,0.11718336210900468
36.110821569,0.16626889427506023
36.377509792,0.23435605553530958
36.563197606,0.33658643856940634
36.778622069,0.29012489635404404
36.935816236,0.39759745029215976
37.119891495,0.3395350376771773
37.254842069,0.46313252435665403
37.413908643,0.3929172448260549
37.53051792,0.5359779393881237
37.665085957,0.4644490727021566
37.761119198,0.6508163147383474
37.874317328,0.5521292622060413
37.956792179,0.7578067646342219
38.055052587,0.6360649347191699
38.125750013,0.8840491590174426
38.212102587,0.7237769194929046
38.274416364,1.0029884723566034
38.35234279,0.8020385793132124
38.409107235,1.101041329656288
38.479065494,0.8933898712374089
38.531803198,1.1851103718887301
38.597402864,0.952748753324384
38.647415512,1.2496838799657448
38.709054716,1.013965073267412
38.755516957,1.3451783352421476
38.81318279,1.0838306974599392
38.857916772,1.3971481456757988
38.914283031,1.1088193736612377
38.957899864,1.432933014645924
39.014377975,1.1066234138035433
39.056017346,1.5009832881483074
39.111343364,1.1296674197661818
39.154247049,1.4567513256728801
39.206862031,1.187874586747901
39.248189327,1.5123176701423213
39.300264679,1.20018391810384
39.339164456,1.606693015232557
39.389501345,1.2416341423086248
39.429311327,1.5699580070143704
39.478403605,1.273112647166317
39.515196271,1.6987081066643452
39.561502308,1.3497160208289671
39.598275771,1.6995951673087484
39.645998364,1.3096522227951
39.682619716,1.7066546314293491
39.730092697,1.3165383484132287
39.765155382,1.7825217891898588
39.811535178,1.3475695322162407
39.848162586,1.7063724520173023
39.896242864,1.2999092892100037
39.934008493,1.6549439703493782
39.981954808,1.3035412627644813
40.019323715,1.672513461525595
40.066581956,1.3225206583545497
40.102433937,1.7432788442010851
40.149105641,1.339141163562466
40.185198549,1.7316421275891396
40.231353363,1.3541382703872054
40.26665916,1.7702475318709943
40.313181511,1.3434402745467404
40.349894808,1.7023804753902216
40.398972252,1.2734974543499529
40.438064474,1.5987835124848833
40.490061011,1.2020031257081407
40.527793845,1.6563823432930103
40.575966233,1.297423744075007
40.613140326,1.6812784107470904
40.659761937,1.3405800155640537
40.695251752,1.7610686333530639
40.741216733,1.3597307915779175
40.777326326,1.7308419953667615
40.825639789,1.2936352751199112
40.864021159,1.628394192286378
40.91102903,1.329564574409304
40.9468924,1.7427252374776203
40.993244178,1.348384090034414
41.0288229,1.7566679320295193
41.075343233,1.3434985514829525
41.110757474,1.7648267542989546
41.157663826,1.3324421391799701
41.194562363,1.6938340942891488
41.241615733,1.3282789309245955
41.278422085,1.6980764624541234
41.324048029,1.3698346712565168
41.359858733,1.7452882244367163
41.407116918,1.3225222255150955
41.444800863,1.6585312392320863
41.494579122,1.255568219049204
41.531356677,1.6994060643781028
41.57802177,1.339330878436224
41.6140899,1.73283172706745
