Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
2853.426647661,,,,,,
2853.526647737,0.0312,-0.022,1.0088,-0.703,-0.236,179.572
2853.626647738,0.0171,-0.0122,1.0103,-0.698,-0.231,179.572
2853.726647777,-0.0151,0.0044,1.0098,-0.698,-0.225,179.572
2853.826647871,-0.0122,-0.0166,1.0093,-0.692,-0.225,179.572
2853.926647872,0.0156,-0.0322,1.0103,-0.692,-0.231,179.572
2854.026647966,0.0181,-0.0073,1.0112,-0.687,-0.231,179.572
2854.126647968,-0.001,0.0107,1.0093,-0.687,-0.22,179.572
2854.226648062,-0.0059,-0.0049,1.0112,-0.687,-0.22,179.572
2854.326648099,0.0127,-0.0298,1.0107,-0.692,-0.225,179.572
2854.42664821,0.0024,-0.0103,1.0103,-0.687,-0.231,179.572
2854.526648321,-0.0049,0.0049,1.0093,-0.687,-0.225,179.572
2854.626648396,0.0088,-0.002,1.0098,-0.687,-0.231,179.572
2854.726648396,0.0171,-0.0205,1.0103,-0.687,-0.236,179.572
2854.826648451,0.0015,-0.0239,1.0098,-0.692,-0.231,179.572
2854.92664847,-0.0127,-0.0098,1.0088,-0.687,-0.225,179.572
2855.026648488,0.0,-0.0029,1.0103,-0.687,-0.225,179.572
2855.126648544,0.022,-0.0098,1.0107,-0.687,-0.231,179.572
2855.2266486,0.0156,-0.0132,1.0112,-0.687,-0.231,179.572
2855.326648672,-0.0083,-0.0098,1.0093,-0.681,-0.225,179.572
2855.426648782,-0.0122,-0.0112,1.0093,-0.681,-0.225,179.572
2855.526648892,0.0083,-0.0181,1.0103,-0.681,-0.231,179.572
2855.626648983,0.0181,-0.0151,1.0107,-0.681,-0.231,179.572
2855.726649037,0.0059,-0.001,1.0103,-0.681,-0.231,179.572
2855.826649073,-0.0063,-0.001,1.0088,-0.687,-0.231,179.572
2855.926649164,0.0005,-0.0176,1.0103,-0.687,-0.231,179.572
2856.0266492,0.0103,-0.0254,1.0103,-0.687,-0.231,179.572
2856.126649291,0.0059,-0.0122,1.0103,-0.681,-0.231,179.572
2856.226649382,-0.002,0.0015,1.0103,-0.681,-0.225,179.572
2856.326649472,0.0034,-0.0044,1.0103,-0.681,-0.225,179.572
2856.426649488,0.0132,-0.019,1.0112,-0.681,-0.231,179.572
2856.526649503,0.0063,-0.0205,1.0103,-0.681,-0.231,179.572
2856.626649575,-0.0063,-0.0098,1.0098,-0.687,-0.231,179.572
2856.726649664,-0.002,-0.0063,1.0098,-0.687,-0.231,179.572
2856.826649736,0.0142,-0.0103,1.0103,-0.687,-0.236,179.572
2856.926649807,0.0156,-0.0127,1.0107,-0.687,-0.236,179.572
