Time,Lat,Long,Alt,Speed,Sats
1311.961564165,0,0,0,0,0
1312.082543864,39.7644,-105.226265,1785.0,0.54,6
1312.184041505,39.7644,-105.226265,1785.0,0.54,6
1312.287146545,39.764401,-105.226265,1785.0,0.55,6
1312.388316646,39.764401,-105.226265,1785.0,0.55,6
1312.489060948,39.764401,-105.226265,1785.0,0.55,6
1312.589668065,39.764401,-105.226265,1785.0,0.55,6
1312.6902192,39.764401,-105.226265,1785.0,0.56,6
1312.792731623,39.764401,-105.226265,1785.0,0.56,6
1312.894464894,39.764401,-105.226266,1785.0,0.57,6
1312.995764682,39.764401,-105.226266,1785.0,0.58,6
1313.096599781,39.764401,-105.226266,1785.0,0.58,6
1313.19884361,39.764401,-105.226266,1785.0,0.59,6
1313.299670746,39.764401,-105.226266,1785.0,0.59,6
1313.401609851,39.764401,-105.226266,1785.0,0.59,6
1313.504133662,39.764401,-105.226266,1785.0,0.6,6
1313.607097772,39.764401,-105.226266,1785.0,0.61,6
1313.709359471,39.764401,-105.226266,1785.0,0.61,6
1313.809703306,39.764401,-105.226268,1785.0,0.61,6
1313.910175069,39.764401,-105.226268,1785.0,0.6,6
1314.012558046,39.764401,-105.226268,1785.0,0.6,6
1314.115480341,39.764401,-105.226268,1785.0,0.61,6
1314.215680398,39.764401,-105.226268,1785.0,0.61,6
1314.315748676,39.764401,-105.226268,1785.0,0.62,6
1314.417972873,39.764401,-105.226268,1785.0,0.62,6
1314.518960433,39.764403,-105.226268,1785.0,0.63,6
1314.61904734,39.764403,-105.226268,1785.0,0.63,6
1314.722085209,39.764403,-105.22627,1785.0,0.63,6
1314.822291376,39.764403,-105.22627,1785.0,0.62,6
1314.925392355,39.764403,-105.22627,1785.0,0.63,6
1315.025537411,39.764403,-105.22627,1785.0,0.64,6
1315.127847257,39.764403,-105.22627,1785.0,0.65,6
1315.228593186,39.764403,-105.22627,1785.0,0.65,6
1315.336521841,39.764403,-105.22627,1785.0,0.65,6
1315.442476854,39.764403,-105.22627,1785.0,0.66,6
1315.545466943,39.764403,-105.226271,1785.0,0.66,6
1315.646192019,39.764403,-105.226271,1785.0,0.66,6
1315.746473611,39.764403,-105.226271,1785.0,0.67,6
1315.846493238,39.764403,-105.226271,1785.0,0.67,6
1315.946494939,39.764403,-105.226271,1785.0,0.68,6
1316.046509789,39.764403,-105.226271,1785.0,0.69,6
1316.149780954,39.764403,-105.226271,1785.0,0.7,6
1316.252813691,39.764403,-105.226271,1785.0,0.7,6
1316.35538398,39.764403,-105.226273,1785.0,0.71,6
1316.4569273,39.764403,-105.226273,1785.0,0.73,6
1316.559190791,39.764403,-105.226273,1785.0,0.74,6
1316.662202804,39.764405,-105.226273,1785.0,0.76,6
1316.762405728,39.764405,-105.226273,1785.0,0.78,6
1316.86528587,39.764405,-105.226273,1785.0,0.8,6
1316.965521442,39.764405,-105.226273,1785.0,0.82,6
1317.066408702,39.764405,-105.226275,1785.0,0.83,6
1317.166481199,39.764405,-105.226275,1785.0,0.83,6
1317.269262693,39.764405,-105.226275,1785.0,0.84,6
1317.371784721,39.764405,-105.226275,1785.0,0.84,6
1317.473519244,39.764405,-105.226275,1785.0,0.85,6
1317.575915327,39.764405,-105.226275,1785.0,0.85,6
1317.678649893,39.764405,-105.226275,1785.0,0.84,6
1317.7789105,39.764405,-105.226276,1785.0,0.84,6
1317.881035007,39.764405,-105.226276,1785.0,0.85,6
1317.981232337,39.764405,-105.226276,1785.0,0.86,6
1318.081273721,39.764405,-105.226276,1785.0,0.86,6
1318.181833867,39.764405,-105.226276,1785.0,0.87,6
1318.284168227,39.764406,-105.226276,1785.0,0.87,6
1318.384326629,39.764406,-105.226278,1785.0,0.85,6
1318.487530104,39.764406,-105.226278,1785.0,0.84,6
1318.590627615,39.764406,-105.226278,1785.0,0.83,6
1318.690718294,39.764406,-105.226278,1785.0,0.83,6
1318.793729397,39.764406,-105.226278,1785.0,0.84,6
1318.8947176,39.764406,-105.226278,1785.0,0.84,6
1318.99697331,39.764406,-105.226278,1785.0,0.84,6
1319.097799698,39.764406,-105.226278,1785.0,0.84,6
1319.199911073,39.764406,-105.22628,1785.0,0.84,6
1319.30010129,39.764406,-105.22628,1785.0,0.84,6
1319.403083595,39.764406,-105.22628,1785.0,0.84,6
1319.505270044,39.764406,-105.22628,1785.0,0.85,6
1319.608347165,39.764408,-105.22628,1785.0,0.85,6
1319.708679104,39.764408,-105.22628,1785.0,0.84,6
1319.810519458,39.764408,-105.22628,1785.0,0.82,6
