Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
1311.96156548,0,0,0,0,0,0
1312.082540364,0.041,-0.2949,0.9644,-16.968,-2.087,167.552
1312.184038265,0.0371,-0.293,0.9658,-16.968,-2.093,167.558
1312.287144434,0.0347,-0.2925,0.9658,-16.963,-2.093,167.569
1312.388314202,0.0356,-0.2925,0.9663,-16.968,-2.093,167.596
1312.489058967,0.0371,-0.2935,0.9653,-16.979,-2.098,167.618
1312.589665695,0.0371,-0.2935,0.9663,-16.979,-2.098,167.629
1312.690217292,0.0381,-0.2944,0.9663,-16.985,-2.104,167.635
1312.792729623,0.0381,-0.2935,0.9668,-16.979,-2.104,167.64
1312.894462561,0.0376,-0.2935,0.9668,-16.979,-2.098,167.651
1312.995762367,0.043,-0.2974,0.9663,-16.952,-2.087,167.646
1313.096596744,0.043,-0.3027,0.9707,-16.567,-1.928,167.481
1313.198841388,0.0259,-0.2427,0.9878,-16.018,-1.522,167.217
1313.29966858,0.0186,-0.2734,0.9707,-15.996,-1.296,167.025
1313.401607499,0.0186,-0.2783,0.9717,-15.958,-1.176,166.921
1313.504131514,0.0176,-0.2773,0.9688,-15.941,-1.027,166.855
1313.60709579,0.0156,-0.2788,0.9727,-15.947,-0.939,166.805
1313.7093576,0.0161,-0.2769,0.9731,-15.952,-0.884,166.778
1313.809701529,0.0132,-0.2778,0.9727,-15.969,-0.835,166.772
1313.910172828,0.0151,-0.2764,0.9717,-15.958,-0.829,166.778
1314.012555972,0.0142,-0.2764,0.9727,-15.952,-0.829,166.778
1314.115478026,0.0137,-0.2769,0.9722,-15.958,-0.807,166.761
1314.215678009,0.0132,-0.2754,0.9717,-15.958,-0.797,166.734
1314.315746621,0.0132,-0.2769,0.9727,-15.958,-0.786,166.718
1314.417970818,0.0137,-0.2773,0.9722,-15.952,-0.78,166.712
1314.518958507,0.0132,-0.2773,0.9731,-15.947,-0.775,166.707
1314.619045452,0.0137,-0.2764,0.9722,-15.947,-0.775,166.685
1314.722083246,0.0127,-0.2769,0.9731,-15.941,-0.769,166.668
1314.822288931,0.0132,-0.2759,0.9727,-15.941,-0.764,166.646
1314.925390189,0.0132,-0.2764,0.9722,-15.941,-0.764,166.63
1315.025535411,0.0132,-0.2764,0.9727,-15.941,-0.758,166.608
1315.127845016,0.0127,-0.2773,0.9727,-15.936,-0.758,166.597
1315.228591223,0.0142,-0.2773,0.9717,-15.936,-0.753,166.591
1315.336519581,0.0127,-0.2769,0.9717,-15.936,-0.753,166.591
1315.442474687,0.0132,-0.2764,0.9712,-15.93,-0.747,166.575
1315.545465128,0.0127,-0.2764,0.9727,-15.93,-0.742,166.564
1315.646190093,0.0137,-0.2759,0.9727,-15.93,-0.742,166.547
1315.74647187,0.0127,-0.2764,0.9722,-15.925,-0.736,166.542
1315.846490701,0.0127,-0.2778,0.9722,-15.925,-0.736,166.542
1315.946492828,0.0127,-0.2759,0.9727,-15.925,-0.736,166.531
1316.046507882,0.0132,-0.2764,0.9717,-15.925,-0.736,166.509
1316.14977875,0.0122,-0.2778,0.9717,-15.919,-0.736,166.492
1316.252811913,0.0137,-0.2773,0.9717,-15.919,-0.736,166.481
1316.355379813,0.0122,-0.2769,0.9727,-15.914,-0.736,166.476
1316.456925133,0.0127,-0.2764,0.9712,-15.914,-0.736,166.454
1316.559188679,0.0127,-0.2764,0.9717,-15.914,-0.736,166.443
1316.662200878,0.0127,-0.2764,0.9722,-15.914,-0.736,166.454
1316.76240369,0.0127,-0.2759,0.9717,-15.914,-0.736,166.448
1316.865283092,0.0127,-0.2764,0.9727,-15.908,-0.736,166.454
1316.965519201,0.0127,-0.2769,0.9727,-15.908,-0.736,166.459
1317.066406276,0.0132,-0.2773,0.9727,-15.908,-0.736,166.459
1317.166479051,0.0127,-0.2769,0.9717,-15.908,-0.736,166.465
1317.26926073,0.0127,-0.2764,0.9727,-15.903,-0.736,166.476
1317.371782572,0.0117,-0.2754,0.9722,-15.903,-0.736,166.476
