Time,Raw Value,Voltage
1311.982531527,0,0
1311.986333771,2976,1.6
1311.989693124,2976,1.602
1311.99306531,2976,1.602
1311.996398329,2976,1.602
1311.999743738,2976,1.6
1312.003054572,2976,1.6
1312.006629463,2976,1.6
1312.01008626,2992,1.6
1312.013402465,2976,1.6
1312.016549094,2992,1.6
1312.019694316,2976,1.6
1312.022856501,2992,1.6
1312.025993982,2976,1.6
1312.029167222,2976,1.6
1312.032294407,2976,1.6
1312.039604579,2976,1.6
1312.046463452,2992,1.6
1312.050216029,2976,1.598
1312.053787679,2976,1.6
1312.057231551,2976,1.6
1312.060363199,2960,1.6
1312.063532976,2976,1.598
1312.06667092,2976,1.598
1312.069845142,2976,1.6
1312.072977086,2976,1.6
1312.076190994,2992,1.6
1312.079365568,2992,1.6
1312.082530604,2976,1.6
1312.085685715,2960,1.6
1312.0888384,2976,1.6
1312.092102678,2992,1.6
1312.095244567,2976,1.6
1312.098397381,2976,1.6
1312.101554751,2976,1.598
1312.104718196,3008,1.6
1312.107862584,2976,1.602
1312.111005121,2976,1.6
1312.114163787,2976,1.6
1312.11732512,2976,1.6
1312.120476842,2992,1.6
1312.123634249,2976,1.6
1312.126869935,2976,1.6
1312.130003193,2992,1.598
1312.138569947,2976,1.6
1312.145443523,2976,1.6
1312.149157415,2992,1.598
1312.152312618,2992,1.6
1312.155479674,2976,1.6
1312.158621303,2992,1.6
1312.16177734,2992,1.6
1312.164925543,2976,1.598
1312.168084172,2976,1.602
1312.171236357,2976,1.6
1312.174509321,2976,1.6
1312.177710598,2992,1.6
1312.180845431,2992,1.6
1312.18402995,2992,1.6
1312.187160523,2976,1.6
1312.190345542,2976,1.6
1312.193462337,2976,1.602
1312.196636393,2976,1.6
1312.199748522,2976,1.6
1312.202919503,2976,1.6
1312.206031392,2976,1.6
1312.209206484,2976,1.6
1312.212429688,2976,1.6
1312.215595132,2976,1.6
1312.218694279,2992,1.6
1312.221852113,2976,1.6
1312.224955853,2976,1.6
1312.228121241,2992,1.6
1312.231242537,2976,1.6
1312.238588172,2992,1.6
1312.245410971,2976,1.6
1312.249141548,2992,1.6
1312.252271214,2976,1.6
1312.255555085,2976,1.6
1312.258673399,2976,1.6
1312.26184264,2976,1.6
1312.264962084,2976,1.6
1312.268133565,2992,1.6
1312.27126075,2976,1.598
1312.274416564,2976,1.6
1312.27763149,2960,1.6
1312.280798656,2976,1.6
1312.283966323,2976,1.6
1312.287137174,2992,1.6
1312.2902931,2992,1.6
1312.29356973,2992,1.6
1312.296728211,2992,1.6
1312.299873563,2976,1.6
1312.303035766,2976,1.6
1312.306207655,2976,1.6
1312.309356376,2976,1.6
1312.31256595,2976,1.6
1312.315755876,2976,1.6
1312.318904913,2976,1.6
1312.322068931,2976,1.6
1312.325205949,2992,1.6
1312.328352171,2992,1.6
1312.331649246,2976,1.6
1312.339527254,2976,1.602
1312.346502053,2960,1.6
1312.350231871,2992,1.6
1312.353404852,2976,1.6
1312.356575056,2992,1.6
1312.359743796,2976,1.598
1312.362921278,2976,1.6
1312.366097981,2976,1.6
1312.369259425,2992,1.602
1312.37241698,2976,1.6
1312.375629758,2976,1.6
1312.378883592,2976,1.6
1312.382039406,2992,1.6
1312.385153757,2976,1.6
1312.388306794,2976,1.6
1312.391416405,2992,1.6
1312.394577071,2976,1.6
1312.397702811,2976,1.598
1312.400868774,2992,1.6
1312.403975329,2992,1.6
1312.407153458,2976,1.6
1312.410246735,2992,1.6
1312.413543606,2976,1.6
1312.416649217,2976,1.6
1312.419811827,2976,1.6
1312.422922197,2976,1.6
1312.426085715,2976,1.6
1312.429190881,2976,1.6
1312.432347992,2976,1.6
1312.440534225,2992,1.6
1312.447489246,2976,1.6
1312.451201082,2960,1.6
1312.454382323,2992,1.6
1312.457505619,2992,1.6
1312.460773378,2976,1.6
1312.463897526,2992,1.6
1312.467067822,2976,1.6
1312.470179858,2976,1.6
1312.473306469,2992,1.6
1312.476433524,2976,1.6
1312.479542468,2992,1.6
1312.482701708,2992,1.6
1312.485872412,2960,1.6
1312.489051282,2976,1.6
1312.492239485,2976,1.602
1312.495408133,2992,1.6
1312.498697115,2992,1.6
1312.501855244,2976,1.598
1312.505033003,2976,1.6
1312.508194133,2960,1.6
1312.511351855,2976,1.6
1312.51452928,2976,1.6
1312.51772291,2976,1.6
1312.520894521,2992,1.6
1312.524066669,2992,1.6
1312.527247613,2992,1.6
1312.530417205,2976,1.6
1312.537615247,2992,1.6
1312.544637583,2976,1.6
1312.548407309,2976,1.6
1312.551590364,2976,1.6
1312.554766271,2976,1.598
1312.557937753,2976,1.6
1312.561114549,2976,1.6
1312.564287808,2992,1.598
1312.567452141,2976,1.6
1312.570614492,2976,1.6
1312.57380664,2976,1.6
1312.577013455,2992,1.6
1312.580231585,2992,1.6
1312.583393195,2976,1.6
1312.586506176,2976,1.6
1312.589658287,2976,1.602
1312.592778916,2976,1.6
1312.59595186,2976,1.602
1312.599044063,2976,1.6
