Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
2680.222087775,-0.1211,-0.0996,0.9946,-5.707,7.185,-148.519
2680.322087799,-0.1289,-0.1011,0.9995,-5.707,7.191,-148.524
2680.422087878,-0.1265,-0.0981,0.998,-5.707,7.191,-148.53
2680.52208792,-0.1255,-0.1001,0.9976,-5.707,7.185,-148.519
2680.62208798,-0.125,-0.0981,0.9976,-5.707,7.185,-148.519
2680.722088059,-0.126,-0.1001,0.9976,-5.702,7.185,-148.519
2680.822088064,-0.126,-0.0996,0.9976,-5.702,7.185,-148.519
2680.922088069,-0.1265,-0.0996,0.998,-5.702,7.18,-148.524
2681.022088129,-0.1265,-0.0991,0.998,-5.702,7.18,-148.519
2681.122088208,-0.126,-0.0986,0.998,-5.702,7.18,-148.513
2681.22208825,-0.126,-0.0996,0.9976,-5.702,7.18,-148.508
2681.322088292,-0.125,-0.0996,0.9976,-5.702,7.18,-148.497
2681.422088371,-0.1255,-0.0996,0.9971,-5.702,7.18,-148.491
2681.522088469,-0.1255,-0.1001,0.9976,-5.702,7.174,-148.486
2681.622088529,-0.126,-0.0996,0.9971,-5.702,7.174,-148.48
2681.722088646,-0.126,-0.0991,0.998,-5.702,7.174,-148.475
2681.822088725,-0.1265,-0.0991,0.998,-5.702,7.174,-148.469
2681.922088729,-0.125,-0.0991,0.9976,-5.696,7.174,-148.469
2682.022088753,-0.1255,-0.0986,0.998,-5.696,7.169,-148.464
2682.12208885,-0.1265,-0.0991,0.998,-5.696,7.169,-148.458
2682.222088892,-0.125,-0.0991,0.9971,-5.696,7.169,-148.453
2682.322088934,-0.126,-0.0996,0.9971,-5.696,7.169,-148.453
2682.422089013,-0.1265,-0.0991,0.9971,-5.696,7.169,-148.447
2682.522089074,-0.1255,-0.0991,0.9966,-5.696,7.169,-148.447
2682.622089079,-0.126,-0.0996,0.9976,-5.696,7.169,-148.442
2682.722089176,-0.1255,-0.0996,0.9976,-5.696,7.163,-148.442
2682.822089181,-0.126,-0.0991,0.998,-5.696,7.163,-148.436
2682.92208926,-0.126,-0.0996,0.9976,-5.696,7.163,-148.436
2683.022089302,-0.125,-0.0996,0.9976,-5.696,7.163,-148.431
2683.122089363,-0.126,-0.0986,0.998,-5.696,7.163,-148.431
2683.222089368,-0.1274,-0.0991,0.9971,-5.696,7.163,-148.431
2683.322089428,-0.1235,-0.0991,0.9966,-5.696,7.163,-148.425
2683.422089433,-0.1265,-0.1006,0.9976,-5.691,7.158,-148.425
2683.522089494,-0.126,-0.0996,0.9985,-5.691,7.158,-148.42
2683.622089554,-0.125,-0.0991,0.9976,-5.691,7.158,-148.42
2683.72208967,-0.1226,-0.0977,0.9971,-5.691,7.147,-148.42
2683.822089675,-0.1235,-0.1001,0.9976,-5.691,7.152,-148.42
2683.922089698,-0.1255,-0.0986,0.9976,-5.691,7.152,-148.414
2684.02208974,-0.1235,-0.0996,0.9961,-5.691,7.152,-148.414
2684.122089801,-0.124,-0.1001,0.9985,-5.691,7.158,-148.414
2684.222089806,-0.125,-0.0986,0.9985,-5.691,7.158,-148.414
2684.322089866,-0.125,-0.0986,0.998,-5.691,7.158,-148.414
2684.422089927,-0.1265,-0.0996,0.9985,-5.691,7.158,-148.409
2684.522090024,-0.126,-0.1001,0.9976,-5.691,7.158,-148.409
2684.622090066,-0.1245,-0.0986,0.998,-5.691,7.158,-148.409
2684.722090108,-0.126,-0.1001,0.999,-5.691,7.152,-148.409
2684.82209015,-0.126,-0.0981,0.9966,-5.696,7.158,-148.409
2684.922090192,-0.1221,-0.0991,0.9956,-5.691,7.163,-148.409
2685.02209029,-0.1265,-0.0991,0.9976,-5.691,7.158,-148.409
2685.122090332,-0.1279,-0.1006,0.998,-5.691,7.169,-148.409
2685.222090392,-0.1265,-0.0986,0.9985,-5.696,7.169,-148.409
2685.32209049,-0.1289,-0.1006,0.9995,-5.696,7.169,-148.409
2685.422090532,-0.127,-0.0996,0.998,-5.696,7.169,-148.403
2685.522090592,-0.126,-0.0991,0.998,-5.696,7.169,-148.403
2685.622090597,-0.127,-0.0991,0.998,-5.696,7.169,-148.403
2685.722090713,-0.1265,-0.0996,0.9971,-5.696,7.169,-148.403
2685.822090792,-0.1265,-0.0991,0.998,-5.696,7.169,-148.403
2685.922090797,-0.1255,-0.1001,0.9961,-5.696,7.169,-148.403
2686.02209082,-0.126,-0.0986,0.9985,-5.696,7.169,-148.403
2686.122090899,-0.1279,-0.1001,0.9995,-5.696,7.169,-148.403
2686.222090941,-0.126,-0.0977,0.9985,-5.696,7.169,-148.403
2686.322091039,-0.1255,-0.1006,0.998,-5.696,7.169,-148.403
2686.422091099,-0.1265,-0.0991,0.9976,-5.696,7.169,-148.403
2686.522091141,-0.126,-0.1001,0.998,-5.696,7.169,-148.403
2686.622091239,-0.125,-0.0991,0.9976,-5.702,7.169,-148.403
2686.722091355,-0.1235,-0.0996,0.9961,-5.696,7.169,-148.403
2686.82209136,-0.1245,-0.0996,0.9971,-5.696,7.163,-148.403
2686.922091383,-0.126,-0.0991,0.9985,-5.696,7.163,-148.398
2687.022091425,-0.1274,-0.0991,0.998,-5.696,7.163,-148.398
2687.122091541,-0.126,-0.0986,0.9976,-5.696,7.163,-148.398
2687.22209162,-0.1255,-0.0991,0.9966,-5.696,7.169,-148.398
