Time,Raw Value
2680.105058003,3456
2680.107450752,3440
2680.10908874,3440
2680.110646098,3424
2680.112224529,3440
2680.113764091,3440
2680.115287893,3440
2680.116814973,3440
2680.118344923,3440
2680.119872336,3440
2680.121434083,3440
2680.122970144,3440
2680.124502779,3424
2680.126025266,3424
2680.127542624,3440
2680.129077722,3424
2680.130597432,3424
2680.132112937,3440
2680.133628591,3424
2680.135140671,3456
2680.136629121,3440
2680.138144682,3424
2680.139655225,3424
2680.141181583,3440
2680.142702866,3440
2680.144224298,3424
2680.145745396,3424
2680.147269939,3440
2680.14879463,3424
2680.150316561,3440
2680.151838826,3440
2680.153363999,3440
2680.154892004,3440
2680.156421214,3424
2680.157945053,3456
2680.159468503,3440
2680.160997064,3424
2680.1625222,3440
2680.164043872,3424
2680.165565748,3424
2680.167087217,3440
2680.168615111,3424
2680.170142376,3424
2680.171785679,3424
2680.173312407,3424
2680.174869561,3424
2680.176401122,3440
2680.177945665,3424
2680.179482486,3456
2680.181017417,3424
2680.182546071,3424
2680.18407391,3440
2680.185614472,3424
2680.187171459,3456
2680.188715835,3440
2680.190242896,3456
2680.191774476,3440
2680.193317,3440
2680.194842784,3424
2680.196366697,3440
2680.197891036,3440
2680.199460561,3424
2680.200984159,3440
2680.202508035,3424
2680.204039281,3456
2680.205565843,3424
2680.208616373,3424
2680.210157119,3440
2680.211683514,3440
2680.213211945,3440
2680.214742081,3440
2680.216270827,3424
2680.217786611,3424
2680.21930482,3456
2680.220826937,3440
2680.222353072,3440
2680.22401569,3424
2680.22557201,3440
2680.227101498,3424
2680.228637189,3424
2680.230162805,3440
2680.231691478,3424
2680.233224724,3424
2680.234783638,3456
2680.23632718,3424
2680.237852631,3440
2680.239380933,3440
2680.240913216,3424
2680.242548796,3440
2680.244084135,3440
2680.245605567,3440
2680.247128888,3440
2680.248650801,3440
2680.250173918,3440
2680.251696979,3424
2680.253225059,3456
2680.254748138,3424
2680.256269496,3440
2680.257790539,3440
2680.259313581,3424
2680.260837106,3424
2680.262359297,3456
2680.263880913,3440
2680.265403715,3440
2680.266923777,3424
2680.268444838,3424
2680.269966658,3456
2680.271487294,3424
2680.273009059,3424
2680.274558268,3440
2680.276091348,3440
2680.277741873,3424
2680.279269416,3440
2680.28079707,3440
2680.282321334,3456
2680.283860192,3456
2680.28538579,3424
2680.286919833,3440
2680.288463395,3440
2680.290013419,3424
2680.291541443,3424
2680.293067838,3440
2680.294589714,3424
2680.296111201,3424
2680.297655096,3424
2680.299086675,3424
2680.300627885,3424
2680.302164927,3424
2680.303701785,3440
2680.305241291,3440
2680.306764,3440
2680.308286525,3440
2680.309810401,3440
2680.31133274,3440
2680.312811912,3472
2680.314336992,3440
2680.315857534,3440
2680.317383522,3424
2680.318902305,3440
2680.320422329,3424
2680.321941594,3440
2680.323465378,3440
2680.324987272,3440
2680.326507741,3440
2680.328028691,3424
2680.329599605,3440
2680.331129981,3424
2680.332656542,3424
2680.334182011,3440
2680.335705498,3456
2680.337233744,3440
2680.33875625,3408
2680.340278608,3440
2680.34180091,3408
2680.343322749,3424
2680.34484494,3424
2680.346368538,3456
2680.347852136,3440
2680.349382049,3424
2680.350902407,3424
2680.352422672,3424
2680.353944288,3424
2680.355464831,3424
2680.35698593,3440
2680.358507176,3440
2680.360027497,3456
2680.361548669,3424
2680.363069249,3440
2680.364590495,3424
2680.366110353,3424
2680.367630044,3440
2680.36915092,3440
2680.370670573,3440
2680.372193116,3440
2680.373741418,3424
2680.375283276,3424
2680.37681306,3440
2680.378344973,3424
2680.379872775,3440
2680.381391984,3440
2680.383041453,3424
2680.384574885,3440
2680.386104946,3424
2680.387627211,3440
2680.38916655,3424
2680.390695704,3440
2680.392219117,3424
2680.393739605,3440
2680.395259295,3440
2680.396783005,3424
2680.398303511,3440
2680.399868016,3440
