Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
1812.472829138,0.0249,-0.1611,0.9976,-9.157,-1.379,166.251
1812.572829153,0.0239,-0.1611,0.9985,-9.152,-1.379,166.251
1812.672829206,0.0239,-0.1602,0.9985,-9.157,-1.379,166.251
1812.772829314,0.0244,-0.1602,0.998,-9.152,-1.379,166.251
1812.872829421,0.0239,-0.1606,0.9985,-9.152,-1.379,166.251
1812.972829492,0.0239,-0.1611,0.9985,-9.152,-1.379,166.251
1813.072829563,0.0239,-0.1611,0.998,-9.152,-1.379,166.251
1813.172829597,0.0249,-0.1602,0.998,-9.152,-1.379,166.251
1813.272829649,0.0239,-0.1611,0.9985,-9.152,-1.379,166.251
1813.372829739,0.0244,-0.1611,0.9976,-9.152,-1.379,166.251
1813.472829754,0.0239,-0.1602,0.999,-9.152,-1.379,166.251
1813.572829806,0.0244,-0.1611,0.998,-9.152,-1.379,166.251
1813.672829859,0.0254,-0.1592,0.998,-9.152,-1.379,166.251
1813.772829874,0.0239,-0.1611,1.0,-9.152,-1.379,166.251
1813.872829982,0.0239,-0.1616,0.998,-9.157,-1.379,166.251
1813.972829997,0.0244,-0.1616,0.999,-9.157,-1.379,166.251
1814.072830031,0.0234,-0.1616,0.999,-9.157,-1.379,166.251
1814.172830084,0.0254,-0.1592,0.9976,-9.152,-1.384,166.251
1814.272830136,0.0239,-0.1626,1.0,-9.124,-1.373,166.267
1814.372830188,0.0239,-0.1641,1.0024,-9.152,-1.39,166.289
1814.472830222,0.0249,-0.1631,0.9971,-9.19,-1.412,166.3
1814.572830275,0.0259,-0.1602,1.0,-9.19,-1.423,166.317
1814.672830309,0.0249,-0.1577,0.9985,-9.152,-1.428,166.317
1814.772830379,0.0254,-0.1582,0.998,-9.152,-1.428,166.317
1814.87283045,0.0249,-0.1606,0.999,-9.163,-1.428,166.317
1814.972830503,0.0269,-0.1602,0.9995,-9.168,-1.434,166.317
1815.072830574,0.0244,-0.1587,0.998,-9.152,-1.428,166.311
1815.172830645,0.0264,-0.1592,0.9985,-9.152,-1.428,166.311
1815.272830771,0.0259,-0.1592,0.9985,-9.146,-1.434,166.311
1815.372830842,0.0254,-0.1597,0.999,-9.152,-1.434,166.317
1815.472830913,0.0264,-0.1592,0.999,-9.163,-1.45,166.317
1815.572830965,0.0259,-0.1602,0.998,-9.168,-1.45,166.317
1815.672831018,0.0264,-0.1602,1.0,-9.168,-1.45,166.317
1815.772831126,0.0264,-0.1606,0.9985,-9.174,-1.456,166.317
1815.872831234,0.0259,-0.1606,0.9995,-9.174,-1.456,166.317
1815.972831305,0.0254,-0.1611,0.998,-9.185,-1.456,166.317
1816.072831376,0.0259,-0.1597,0.9976,-9.201,-1.461,166.317
1816.172831484,0.0269,-0.1621,0.9985,-9.218,-1.467,166.317
1816.272831517,0.0259,-0.1616,0.999,-9.218,-1.467,166.317
1816.372831588,0.0254,-0.1606,0.9985,-9.212,-1.467,166.317
1816.472831659,0.0273,-0.1572,0.9976,-9.201,-1.472,166.317
1816.572831767,0.0264,-0.1562,1.001,-9.201,-1.467,166.317
1816.672831801,0.0269,-0.1611,1.0034,-9.196,-1.467,166.317
1816.772831835,0.0249,-0.1616,1.0005,-9.212,-1.467,166.317
1816.872831869,0.0264,-0.1582,0.9971,-9.207,-1.467,166.317
1816.972831977,0.0278,-0.1611,1.0,-9.201,-1.472,166.317
1817.072832048,0.0264,-0.1641,1.0,-9.207,-1.472,166.317
1817.172832175,0.0269,-0.1582,0.998,-9.201,-1.472,166.317
1817.272832283,0.0269,-0.1606,0.9995,-9.201,-1.472,166.317
1817.372832391,0.0254,-0.1606,0.9985,-9.185,-1.472,166.317
1817.472832425,0.0264,-0.1621,0.9951,-9.179,-1.467,166.317
1817.572832477,0.0254,-0.1611,0.998,-9.168,-1.467,166.317
1817.672832567,0.0278,-0.1592,1.0,-9.152,-1.472,166.317
1817.772832582,0.0254,-0.1582,0.998,-9.152,-1.467,166.311
1817.872832634,0.0264,-0.1597,0.999,-9.163,-1.467,166.311
1817.972832668,0.0264,-0.1582,0.998,-9.157,-1.467,166.311
1818.072832684,0.0259,-0.1597,0.998,-9.163,-1.467,166.311
1818.172832792,0.0249,-0.1597,0.9995,-9.163,-1.467,166.311
1818.272832844,0.0264,-0.1587,0.998,-9.157,-1.467,166.311
1818.372832934,0.0259,-0.1597,0.998,-9.157,-1.472,166.311
1818.472833042,0.0264,-0.1597,0.998,-9.157,-1.472,166.311
1818.572833113,0.0254,-0.1592,0.998,-9.157,-1.472,166.311
1818.672833221,0.0254,-0.1597,0.9985,-9.157,-1.472,166.311
1818.77283331,0.0264,-0.1597,0.998,-9.152,-1.472,166.311
1818.872833344,0.0264,-0.1602,0.999,-9.152,-1.472,166.311
1818.97283336,0.0259,-0.1597,0.999,-9.146,-1.472,166.311
1819.072833468,0.0259,-0.1597,0.999,-9.146,-1.472,166.311
1819.172833539,0.0269,-0.1602,0.9985,-9.141,-1.478,166.311
1819.272833554,0.0254,-0.1597,0.998,-9.141,-1.478,166.311
1819.372833662,0.0254,-0.1597,0.9985,-9.135,-1.478,166.311
