Time,Lat,Long,Alt,Speed,Sats
2390.937768939,,,,,
2391.037768957,39.751018,-105.225691,,,
2391.137769048,39.751018,-105.225691,,0.81,
2391.237769102,39.751018,-105.225691,,0.81,
2391.33776912,39.751018,-105.225691,,0.81,
2391.437769229,39.751018,-105.225691,1735.7,0.81,8
2391.537769265,39.751018,-105.225691,1735.7,0.81,8
2391.637769283,39.751018,-105.225691,1735.7,0.81,8
2391.737769356,39.751018,-105.225691,1735.7,0.81,8
2391.837769391,39.751018,-105.225691,1735.7,0.81,8
2391.937769468,39.751018,-105.225691,1735.7,0.8,8
2392.03776949,39.751018,-105.225691,1735.7,0.8,8
2392.137769548,39.751018,-105.225691,1735.7,0.8,8
2392.23776957,39.751018,-105.225691,1735.7,0.8,8
2392.337769628,39.75102,-105.225691,1735.7,0.8,8
2392.43776965,39.75102,-105.225691,1735.7,0.8,8
2392.537769671,39.75102,-105.225691,1735.7,0.79,8
2392.637769674,39.75102,-105.225691,1735.7,0.79,8
2392.73776977,39.75102,-105.225691,1735.7,0.79,8
2392.837769773,39.75102,-105.225691,1735.7,0.83,8
2392.937769798,39.75102,-105.225691,1735.7,0.83,8
2393.037769842,39.75102,-105.225691,1735.7,0.83,8
2393.137769868,39.75102,-105.225691,1735.7,0.82,8
2393.237769894,39.75102,-105.225691,1735.7,0.82,8
2393.337769956,39.75102,-105.225691,1735.7,0.82,8
2393.437770075,39.75102,-105.225691,1735.7,0.84,8
2393.537770082,39.75102,-105.225691,1735.7,0.84,8
2393.637770107,39.75102,-105.225691,1735.7,0.84,8
2393.73777017,39.75102,-105.225691,1735.7,0.84,8
2393.837770196,39.75102,-105.225691,1735.7,0.84,8
2393.937770281,39.75102,-105.225691,1735.7,0.84,8
2394.037770292,39.75102,-105.225691,1735.7,0.85,8
2394.137770303,39.75102,-105.22569,1735.7,0.85,8
2394.237770333,39.75102,-105.22569,1735.7,0.85,8
2394.337770456,39.75102,-105.22569,1735.7,0.87,8
2394.437770522,39.751021,-105.22569,1735.7,0.87,8
2394.537770626,39.751021,-105.22569,1735.7,0.87,8
2394.63777073,39.751021,-105.22569,1735.7,0.86,8
2394.737770834,39.751021,-105.22569,1735.7,0.86,8
2394.837770882,39.751021,-105.22569,1735.7,0.86,8
2394.937770935,39.751021,-105.22569,1735.7,0.87,8
2395.037771006,39.751021,-105.22569,1735.7,0.87,8
2395.137771021,39.751021,-105.22569,1735.7,0.87,8
2395.237771129,39.751021,-105.22569,1735.7,0.9,8
2395.337771163,39.751021,-105.22569,1735.7,0.9,8
2395.437771253,39.751021,-105.22569,1735.7,0.9,8
2395.537771324,39.751021,-105.22569,1735.7,0.91,8
2395.637771395,39.751021,-105.22569,1735.7,0.91,8
2395.737771484,39.751021,-105.22569,1735.7,0.91,8
2395.837771611,39.751021,-105.22569,1735.7,0.92,8
2395.937771723,39.751021,-105.22569,1735.7,0.92,8
2396.037771798,39.751021,-105.22569,1735.7,0.92,8
2396.137771799,39.751021,-105.22569,1735.7,0.93,8
2396.237771837,39.751021,-105.22569,1735.7,0.93,8
2396.337771912,39.751021,-105.22569,1735.7,0.93,8
2396.437771932,39.751021,-105.22569,1735.7,0.95,8
2396.53777197,39.751021,-105.22569,1735.7,0.95,8
2396.637772008,39.751021,-105.22569,1735.7,0.95,8
2396.737772009,39.751021,-105.22569,1735.7,0.97,8
2396.837772028,39.751023,-105.22569,1735.7,0.97,8
2396.937772052,39.751023,-105.22569,1735.7,0.97,8
2397.037772131,39.751023,-105.22569,1735.7,0.99,8
2397.137772192,39.751023,-105.22569,1735.7,0.99,8
2397.237772216,39.751023,-105.22569,1735.7,0.99,8
2397.337772332,39.751023,-105.22569,1735.7,0.98,8
2397.43777243,39.751023,-105.225688,1735.7,0.98,8
2397.537772546,39.751023,-105.225688,1735.7,0.98,8
2397.637772662,39.751023,-105.225688,1735.7,0.99,8
2397.737772668,39.751023,-105.225688,1735.7,0.99,8
2397.837772765,39.751023,-105.225688,1735.7,0.99,8
2397.937772793,39.751023,-105.225688,1735.7,0.95,8
2398.037772858,39.751023,-105.225688,1735.7,0.95,8
2398.137772867,39.751023,-105.225688,1735.7,0.95,8
2398.237772895,39.751023,-105.225688,1735.7,0.93,8
2398.33777296,39.751023,-105.225688,1735.7,0.93,8
2398.437773025,39.751023,-105.225688,1735.7,0.93,8
2398.53777309,39.751023,-105.225688,1735.7,0.84,8
2398.637773173,39.751023,-105.225688,1735.7,0.84,8
2398.737773201,39.751023,-105.225688,1735.7,0.84,8
2398.837773229,39.751023,-105.225688,1735.7,0.72,8
2398.93777326,39.751023,-105.225688,1735.7,0.72,8
2399.037773311,39.751023,-105.225688,1735.7,0.72,8
2399.137773398,39.751023,-105.225688,1735.7,0.64,8
2399.237773467,39.751025,-105.225688,1735.7,0.64,8
2399.337773499,39.751025,-105.225688,1735.7,0.64,8
2399.437773605,39.751025,-105.225688,1735.7,0.64,8
2399.537773656,39.751025,-105.225688,1735.7,0.64,8
2399.637773743,39.751025,-105.225688,1735.7,0.64,8
2399.737773812,39.751025,-105.225688,1735.7,0.65,8
2399.837773844,39.751025,-105.225688,1735.7,0.65,8
2399.937773899,39.751025,-105.225688,1735.7,0.65,8
2400.037774009,39.751025,-105.225688,1735.7,0.66,8
2400.137774063,39.751025,-105.225688,1735.7,0.66,8
2400.237774155,39.751025,-105.225688,1735.7,0.66,8
2400.33777421,39.751025,-105.225688,1735.7,0.73,8
2400.437774227,39.751025,-105.225688,1735.7,0.73,8
2400.537774282,39.751025,-105.225688,1735.7,0.73,8
2400.637774373,39.751025,-105.225688,1735.7,0.69,8
2400.737774446,39.751025,-105.225688,1735.7,0.69,8
2400.837774464,39.751025,-105.225688,1735.7,0.69,8
2400.937774522,39.751025,-105.225688,1735.7,0.73,8
2401.037774544,39.751025,-105.225686,1735.7,0.73,8
2401.137774547,39.751025,-105.225686,1735.7,0.73,8
2401.23777455,39.751025,-105.225686,1735.7,0.73,8
2401.337774646,39.751025,-105.225686,1735.7,0.09,8
2401.437774649,39.75103,-105.22568,1735.6,0.09,8
2401.537774726,39.75103,-105.22568,1735.6,0.09,8
2401.63777473,39.75103,-105.22568,1735.6,0.11,8
2401.737774825,39.75103,-105.22568,1735.6,0.11,8
2401.837774902,39.75103,-105.22568,1735.6,0.11,8
2401.937775002,39.75103,-105.22568,1735.6,0.04,8
2402.037775046,39.75103,-105.22568,1735.6,0.04,8
2402.137775091,39.75103,-105.22568,1735.6,0.04,8
2402.237775116,39.75103,-105.22568,1735.6,0.11,8
