Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
3758.630664918,0.0244,-0.1729,0.9971,-9.833,-1.373,164.092
3758.730671386,0.0244,-0.1738,0.9961,-9.833,-1.373,164.092
3758.83067152,0.0239,-0.1724,0.9976,-9.833,-1.373,164.092
3758.930680006,0.0244,-0.1729,0.9966,-9.833,-1.373,164.092
3759.030686548,0.0259,-0.1724,0.9966,-9.833,-1.373,164.092
3759.130687534,0.0244,-0.1729,0.9961,-9.833,-1.373,164.092
3759.230689428,0.0244,-0.1719,0.9966,-9.833,-1.373,164.092
3759.33070247,0.0244,-0.1729,0.9961,-9.833,-1.373,164.092
3759.430705474,0.0234,-0.1729,0.9971,-9.833,-1.373,164.092
3759.530710331,0.0249,-0.1729,0.9956,-9.833,-1.373,164.092
3759.630711762,0.0244,-0.1724,0.9966,-9.833,-1.373,164.092
3759.730716285,0.0234,-0.1719,0.9966,-9.833,-1.373,164.092
3759.83072103,0.0239,-0.1719,0.9961,-9.833,-1.373,164.092
3759.930725239,0.0244,-0.1719,0.9961,-9.833,-1.373,164.092
3760.030730003,0.0244,-0.1719,0.9932,-9.833,-1.379,164.092
3760.130735452,0.0239,-0.1719,0.9961,-9.833,-1.379,164.092
3760.230743753,0.0229,-0.1729,0.9956,-9.833,-1.373,164.092
3760.330746887,0.0234,-0.1719,0.9961,-9.833,-1.373,164.092
3760.430747429,0.0234,-0.1714,0.9971,-9.833,-1.373,164.092
3760.530752526,0.0239,-0.1733,0.9971,-9.833,-1.373,164.092
3760.630760142,0.0234,-0.1729,0.9971,-9.833,-1.373,164.092
3760.730763221,0.0244,-0.1724,0.9961,-9.833,-1.373,164.092
3760.830769004,0.0254,-0.1729,0.9961,-9.833,-1.373,164.092
3760.93077449,0.0239,-0.1724,0.9956,-9.833,-1.373,164.092
3761.03077768,0.0244,-0.1719,0.9961,-9.833,-1.373,164.092
3761.130780573,0.0244,-0.1714,0.9966,-9.833,-1.373,164.092
3761.230790819,0.0244,-0.1714,0.9941,-9.833,-1.373,164.092
3761.33079912,0.0259,-0.1694,0.9961,-9.833,-1.379,164.092
3761.430810662,0.0234,-0.1724,0.9961,-9.833,-1.379,164.092
3761.530816037,0.0254,-0.1709,0.9966,-9.827,-1.39,164.097
3761.630818134,0.0249,-0.1699,0.9976,-9.8,-1.406,164.097
3761.730826065,0.0269,-0.1709,0.9956,-9.789,-1.423,164.103
3761.830853866,0.0259,-0.1719,0.9966,-9.783,-1.434,164.103
3761.93086013,0.0254,-0.1724,0.9966,-9.789,-1.434,164.103
3762.030860801,0.022,-0.1709,0.9966,-9.778,-1.445,164.103
3762.130864324,0.0259,-0.1694,0.9966,-9.767,-1.461,164.108
3762.230868755,0.0254,-0.1699,0.9976,-9.767,-1.461,164.108
3762.33086963,0.0249,-0.1714,0.9976,-9.767,-1.461,164.108
3762.430874394,0.0269,-0.1704,0.9951,-9.767,-1.461,164.108
3762.530878343,0.0254,-0.1729,0.9985,-9.767,-1.461,164.108
3762.630880941,0.0244,-0.1733,0.9966,-9.761,-1.467,164.108
