Time,RawValue
18008.378380839,0
18008.380047512,16
18008.381714351,16
18008.38338121,0
18008.38504792,0
18008.386714741,0
18008.388381654,16
18008.390048475,0
18008.391715204,16
18008.393381951,0
18008.395129217,0
18008.396796093,0
18008.398462896,0
18008.400129569,16
18008.40179626,0
18008.403462933,0
18008.405129643,0
18008.406796427,32
18008.408463249,16
18008.41013007,16
18008.41179678,0
18008.41346349,0
18008.415130237,16
18008.41679691,0
18008.418463638,0
18008.420130348,0
18008.421797114,16
18008.423463805,0
18008.425130515,0
18008.426797188,0
18008.428463972,0
18008.430130793,16
18008.431797503,0
18008.433464324,0
18008.435131053,0
18008.436797837,0
18008.438464602,16
18008.440131275,32
18008.441797948,16
18008.443464732,0
18008.445131442,16
18008.446798152,32
18008.448464973,0
18008.450131683,16
18008.451798449,16
18008.453465251,16
18008.455131924,0
18008.456798616,0
18008.458465437,0
18008.460132203,16
18008.46179895,0
18008.463465734,0
18008.465132425,16
18008.466799172,0
18008.468465882,0
18008.470132648,0
18008.471799413,0
18008.473466179,16
18008.475133,16
18008.476799747,16
18008.478466512,16
18008.480133185,0
18008.481799988,0
18008.483466679,16
18008.485133482,32
18008.486800173,0
18008.48846692,0
18008.490133593,16
18008.491800377,0
18008.49346718,0
18008.495133927,0
18008.496800618,16
18008.49846731,0
18008.500134094,0
18008.501800785,16
18008.503467458,0
18008.505134261,16
18008.50680099,16
18008.5084677,0
18008.510134372,16
18008.511801064,0
18008.513467737,0
18008.515134484,0
18008.516801175,16
18008.518467922,0
18008.520134743,0
18008.521801453,16
18008.523468126,16
18008.525134892,0
18008.526801583,16
18008.528468367,0
18008.530135059,0
18008.531801732,16
18008.53346846,16
18008.535135207,0
18008.536801899,0
18008.538468646,0
18008.540135393,16
18008.541802158,0
18008.543468905,0
18008.545135671,16
18008.546802437,16
18008.548469239,32
18008.550135931,0
18008.551802752,0
18008.553469499,16
18008.55513632,0
18008.556803141,0
18008.558469925,0
18008.560136653,16
18008.561803438,16
18008.563470203,0
18008.565136876,0
18008.566803568,0
18008.568470296,48
18008.570137043,0
18008.571803864,16
18008.573470574,16
18008.575137377,0
18008.576804142,0
18008.578470889,0
18008.58013771,0
18008.581804531,0
18008.583471316,0
18008.5851381,0
18008.586804921,0
18008.588471686,0
18008.590138415,0
18008.591805162,16
18008.59347189,0
18008.5951386,0
18008.596805347,16
18008.598472076,16
18008.600138897,16
18008.601805607,0
18008.603472409,16
18008.60513923,0
18008.606805996,16
18008.608472687,0
18008.610139453,16
18008.611806219,0
18008.613472892,0
18008.615139639,0
18008.616806423,16
18008.618473225,16
18008.620140028,16
18008.621806701,16
18008.6236873,0
18008.625354103,0
18008.627020813,0
18008.628687541,16
18008.630354288,0
18008.632021017,16
18008.633687783,16
18008.63535453,16
18008.637021332,16
18008.638688005,0
18008.640354771,0
18008.642021573,0
18008.643688246,0
18008.645354938,0
18008.647021685,0
18008.648688469,16
18008.650355216,0
18008.652021963,0
18008.653688728,0
18008.655355494,0
18008.657022222,16
18008.658688932,0
18008.660355642,32
18008.662022334,0
18008.663689118,16
18008.665355902,0
18008.667022575,0
18008.66868934,0
18008.670356143,0
18008.672022834,16
18008.673689563,0
18008.675356384,16
18008.677023187,0
18008.678689971,0
18008.680356644,0
18008.682023446,16
18008.683690193,16
18008.685356885,0
18008.687023687,0
18008.68869036,0
18008.690357107,32
18008.692023854,0
18008.693690638,0
18008.695357441,0
18008.697024243,32
18008.698690916,0
18008.700357589,16
18008.702024355,0
18008.703691065,0
18008.705357793,16
18008.707024522,0
18008.708691306,16
18008.710357997,0
18008.712024818,0
18008.713691603,16
18008.715358331,16
18008.717025023,0
18008.718691825,0
18008.720358609,16
18008.722025375,0
18008.72369214,0
18008.725358943,0
18008.727025708,16
18008.728692511,0
18008.730359221,0
18008.732025968,0
18008.733692789,0
18008.735359481,0
18008.73702619,16
18008.738692975,32
18008.740359796,0
18008.742026487,16
18008.743693271,0
18008.74536,0
18008.747026691,32
18008.748693364,0
18008.750360074,16
18008.752026803,16
18008.753693568,0
18008.755360315,0
18008.757027062,0
18008.758693846,0
18008.760360649,0
18008.762027322,32
18008.76369405,16
18008.76536076,0
18008.767027563,0
18008.768694236,48
18008.770361057,0
18008.77202773,0
18008.773694514,16
18008.775361316,16
18008.777028063,0
18008.778694885,16
18008.780361576,0
18008.782028342,16
18008.783695033,0
18008.785361817,16
18008.78702862,0
18008.78869533,0
18008.790362003,16
18008.792028676,16
18008.793695478,16
18008.795362262,0
18008.797028954,0
18008.798695756,0
18008.800362429,32
18008.802029121,0
18008.803695812,16
18008.805362522,0
18008.807029306,0
18008.808695979,0
18008.810362726,0
18008.812029455,0
18008.81369622,16
18008.815363023,0
18008.817029844,16
18008.818696535,16
18008.820363227,16
18008.822030011,16
18008.823696721,0
18008.825363505,0
18008.827030196,0
18008.828696962,32
18008.830363783,0
18008.832030567,16
18008.833697388,16
18008.835364098,0
18008.837030845,0
18008.838697518,16
18008.840364247,16
18008.842031031,0
18008.843697833,0
18008.845364543,16
18008.84703129,0
18008.848698037,0
18008.85036484,0
18008.852031568,16
18008.853698241,0
18008.85536497,16
18008.857031791,0
18008.858698593,16
18008.860365359,0
18008.862032143,0
18008.863698872,16
18008.865365656,0
18008.867032347,32
18008.86869915,0
18008.870365952,16
18008.872032755,32
18008.873699576,0
18008.875366267,0
18008.877032959,0
18008.87869965,0
18008.880366342,16
18008.882033033,0
18008.883699743,16
18008.885366416,0
18008.887033182,0
18008.888699966,0
18008.890366676,0
18008.892033497,0
18008.893700225,0
18008.895366898,0
18008.89703359,0
18008.898700355,0
18008.900367084,16
18008.902033905,0
18008.903700615,0
18008.905367288,16
18008.907034053,0
18008.908700856,16
18008.910367566,0
18008.912034257,16
18008.91370106,0
18008.915367751,16
18008.917034424,0
18008.918701227,16
18008.920367993,0
18008.922034721,0
18008.923701487,16
18008.925368289,0
18008.927035036,0
18008.928701783,0
18008.930368549,16
18008.932035333,0
18008.93370208,0
18008.935368845,16
18008.937035592,0
18008.938702376,0
18008.940369179,0
18008.942035945,16
18008.943702636,0
18008.945369457,16
18008.94703626,0
18008.94870297,0
18008.95036968,0
18008.95203639,0
18008.953703211,16
18008.955369939,0
18008.95703676,16
18008.95870347,0
18008.96037018,16
18008.962036946,0
18008.963703748,16
18008.96537057,0
18008.967037354,16
18008.968704045,0
18008.970370737,16
18008.972037539,16
18008.973704212,0
18008.975371033,0
18008.977037743,32
18008.978704472,0
18008.980371182,0
18008.98203791,32
18008.983704694,16
18008.98537146,0
18008.98703817,16
18008.988704991,16
18008.990371775,0
18008.992038466,0
18008.993705195,0
18008.995371886,0
18008.99703867,16
18008.998705399,0
18009.000372164,0
18009.002038967,16
18009.003705751,0
18009.005372554,0
18009.007039375,0
18009.008706159,0
18009.010372943,0
18009.012039727,16
18009.013706455,16
18009.015373147,16
18009.017039912,0
18009.018706715,0
18009.020373462,0
18009.022040191,0
18009.023706919,0
18009.025373592,0
18009.027040376,0
18009.028707086,0
18009.030373907,0
18009.032040617,0
18009.03370742,0
18009.035374222,16
18009.037041006,16
18009.038707716,0
18009.040374519,16
18009.04204121,0
