Time,RawValue
18008.378380839,1392
18008.380047512,1408
18008.381714351,1392
18008.38338121,1408
18008.38504792,1392
18008.386714741,1408
18008.388381654,1392
18008.390048475,1408
18008.391715204,1392
18008.393381951,1408
18008.395129217,1392
18008.396796093,1392
18008.398462896,1408
18008.400129569,1376
18008.40179626,1392
18008.403462933,1392
18008.405129643,1392
18008.406796427,1408
18008.408463249,1376
18008.41013007,1408
18008.41179678,1392
18008.41346349,1408
18008.415130237,1392
18008.41679691,1408
18008.418463638,1408
18008.420130348,1392
18008.421797114,1392
18008.423463805,1408
18008.425130515,1408
18008.426797188,1392
18008.428463972,1408
18008.430130793,1392
18008.431797503,1376
18008.433464324,1408
18008.435131053,1376
18008.436797837,1424
18008.438464602,1392
18008.440131275,1392
18008.441797948,1392
18008.443464732,1408
18008.445131442,1392
18008.446798152,1408
18008.448464973,1408
18008.450131683,1392
18008.451798449,1392
18008.453465251,1376
18008.455131924,1408
18008.456798616,1392
18008.458465437,1408
18008.460132203,1392
18008.46179895,1392
18008.463465734,1408
18008.465132425,1392
18008.466799172,1408
18008.468465882,1408
18008.470132648,1392
18008.471799413,1408
18008.473466179,1392
18008.475133,1408
18008.476799747,1392
18008.478466512,1392
18008.480133185,1392
18008.481799988,1392
18008.483466679,1392
18008.485133482,1424
18008.486800173,1408
18008.48846692,1408
18008.490133593,1392
18008.491800377,1376
18008.49346718,1408
18008.495133927,1408
18008.496800618,1392
18008.49846731,1408
18008.500134094,1408
18008.501800785,1392
18008.503467458,1376
18008.505134261,1392
18008.50680099,1392
18008.5084677,1408
18008.510134372,1392
18008.511801064,1392
18008.513467737,1408
18008.515134484,1408
18008.516801175,1408
18008.518467922,1392
18008.520134743,1392
18008.521801453,1408
18008.523468126,1392
18008.525134892,1408
18008.526801583,1392
18008.528468367,1392
18008.530135059,1408
18008.531801732,1392
18008.53346846,1392
18008.535135207,1392
18008.536801899,1392
18008.538468646,1392
18008.540135393,1392
18008.541802158,1408
18008.543468905,1392
18008.545135671,1392
18008.546802437,1392
18008.548469239,1408
18008.550135931,1408
18008.551802752,1392
18008.553469499,1392
18008.55513632,1408
18008.556803141,1392
18008.558469925,1408
18008.560136653,1408
18008.561803438,1392
18008.563470203,1376
18008.565136876,1392
18008.566803568,1408
18008.568470296,1392
18008.570137043,1408
18008.571803864,1392
18008.573470574,1392
18008.575137377,1376
18008.576804142,1408
18008.578470889,1408
18008.58013771,1408
18008.581804531,1376
18008.583471316,1408
18008.5851381,1392
18008.586804921,1376
18008.588471686,1408
18008.590138415,1408
18008.591805162,1392
18008.59347189,1376
18008.5951386,1392
18008.596805347,1376
18008.598472076,1392
18008.600138897,1376
18008.601805607,1408
18008.603472409,1392
18008.60513923,1392
18008.606805996,1408
18008.608472687,1392
18008.610139453,1392
18008.611806219,1408
18008.613472892,1392
18008.615139639,1392
18008.616806423,1392
18008.618473225,1392
18008.620140028,1392
18008.621806701,1408
18008.6236873,1392
18008.625354103,1392
18008.627020813,1376
18008.628687541,1392
18008.630354288,1392
18008.632021017,1360
18008.633687783,1392
18008.63535453,1392
18008.637021332,1408
18008.638688005,1392
18008.640354771,1392
18008.642021573,1392
18008.643688246,1392
18008.645354938,1408
18008.647021685,1392
18008.648688469,1392
18008.650355216,1392
18008.652021963,1408
18008.653688728,1392
18008.655355494,1392
18008.657022222,1392
18008.658688932,1392
18008.660355642,1408
18008.662022334,1408
18008.663689118,1408
18008.665355902,1408
18008.667022575,1408
18008.66868934,1392
18008.670356143,1408
18008.672022834,1408
18008.673689563,1392
18008.675356384,1408
18008.677023187,1392
18008.678689971,1408
18008.680356644,1392
18008.682023446,1392
18008.683690193,1392
18008.685356885,1392
18008.687023687,1408
18008.68869036,1376
18008.690357107,1408
18008.692023854,1392
18008.693690638,1392
18008.695357441,1408
18008.697024243,1408
18008.698690916,1392
18008.700357589,1392
18008.702024355,1408
18008.703691065,1392
18008.705357793,1408
18008.707024522,1392
18008.708691306,1408
18008.710357997,1392
18008.712024818,1392
18008.713691603,1408
18008.715358331,1408
18008.717025023,1392
18008.718691825,1392
18008.720358609,1408
18008.722025375,1392
18008.72369214,1408
18008.725358943,1392
18008.727025708,1392
18008.728692511,1392
18008.730359221,1392
18008.732025968,1392
18008.733692789,1392
18008.735359481,1392
18008.73702619,1408
18008.738692975,1408
18008.740359796,1392
18008.742026487,1392
18008.743693271,1392
18008.74536,1408
18008.747026691,1392
18008.748693364,1392
18008.750360074,1408
18008.752026803,1408
18008.753693568,1392
18008.755360315,1408
18008.757027062,1392
18008.758693846,1392
18008.760360649,1392
18008.762027322,1392
18008.76369405,1392
