Time,Raw Value
3887.043961761,0
3887.14105512,10720
3887.170381584,10736
3887.236655216,10720
3887.24507433,10720
3887.247069446,10720
3887.248589061,10720
3887.250243899,10720
3887.251929681,10720
3887.253591093,10720
3887.255265189,10704
3887.256942749,10720
3887.258595828,10720
3887.260257758,10720
3887.261903169,10720
3887.263510451,10720
3887.265186418,10720
3887.266870793,10720
3887.268516038,10720
3887.270202302,10720
3887.271849491,10720
3887.273506143,10720
3887.275151981,10720
3887.276636707,10720
3887.278258711,10720
3887.279865956,10720
3887.281494016,10720
3887.283135705,10720
3887.284797339,10688
3887.286446362,10720
3887.288092995,10704
3887.289735629,10720
3887.291395967,10704
3887.293037008,10720
3887.29465292,10736
3887.296236127,10720
3887.297829669,10704
3887.299479895,10720
3887.301077732,10720
3887.302691366,10720
3887.304338648,10720
3887.305975004,10720
3887.307595638,10704
3887.309209846,10720
3887.310800072,10720
3887.312411595,10720
3887.314079599,10720
3887.31573527,10720
3887.317385793,10704
3887.319033556,10704
3887.320712245,10720
3887.322332342,10736
3887.323948976,10720
3887.325588647,10720
3887.327215132,10720
3887.328841026,10720
3887.330463011,10720
3887.33210083,10720
3887.333735482,10720
3887.335363987,10720
3887.33699175,10720
3887.338740643,10720
3887.340374148,10720
3887.341986929,10720
3887.343631156,10704
3887.345292456,10720
3887.346931572,10720
3887.348572354,10704
3887.350225099,10720
3887.351878807,10720
3887.353515496,10704
3887.355191834,10704
3887.356850708,10720
3887.358511009,10720
3887.360146346,10704
3887.361799036,10704
3887.363453873,10720
3887.365110118,10720
3887.366749863,10720
3887.368424164,10704
3887.370060964,10704
3887.371709894,10704
3887.373373565,10720
3887.375030366,10704
3887.376805315,10704
3887.3784768,10704
3887.380133879,10704
3887.381781864,10720
3887.383412776,10704
3887.385053262,10720
3887.386687766,10720
3887.388315048,10720
3887.389943552,10720
3887.391593371,10720
3887.393230875,10704
3887.394859657,10720
3887.396492865,10720
3887.398135943,10704
3887.399782096,10720
3887.401414415,10736
3887.403054734,10720
3887.404701479,10720
3887.406336335,10720
3887.40797282,10720
3887.409604639,10720
3887.411239755,10704
3887.412876166,10720
3887.414504355,10704
3887.416150174,10720
3887.417811364,10704
3887.419457664,10720
3887.421108261,10720
3887.422766488,10736
3887.424421696,10704
3887.426104663,10720
3887.42772713,10720
3887.429367171,10704
3887.431023842,10704
3887.432659383,10688
3887.434175221,10720
3887.435816428,10720
3887.437456525,10720
3887.439099678,10720
3887.4407942,10720
3887.442433871,10720
3887.444071672,10688
3887.445700861,10736
3887.447354958,10720
3887.449008203,10720
3887.450656244,10720
3887.452267563,10704
3887.453925827,10720
3887.45557596,10704
3887.457224909,10736
3887.45887895,10720
3887.460516195,10704
3887.462155774,10720
3887.463811593,10720
3887.46531743,10720
3887.466951101,10720
3887.46859529,10720
3887.470235831,10720
3887.471877669,10704
3887.473509617,10720
3887.475178418,10704
3887.4768412,10704
3887.478495223,10720
3887.48014406,10720
3887.481770861,10720
3887.483433309,10704
3887.485089888,10720
3887.486739559,10720
3887.488393711,10704
3887.489993048,10720
3887.491641071,10720
3887.493287038,10720
3887.494943561,10720
3887.496595973,10704
3887.498241903,10704
3887.499904926,10720
3887.501556578,10704
3887.503194989,10704
3887.504851697,10704
3887.506501053,10720
3887.508151261,10704
3887.50980184,10704
3887.511449566,10720
3887.513102774,10720
3887.514750204,10720
3887.516400931,10704
3887.51803712,10720
3887.519698291,10720
3887.521348721,10720
3887.522997855,10720
3887.524655618,10704
3887.526302456,10720
3887.52790959,10704
3887.529548094,10720
3887.531050912,10704
3887.53270638,10720
3887.534367217,10720
3887.53601961,10704
3887.537669578,10704
3887.539223711,10720
3887.540764678,10704
3887.542400553,10720
3887.544061427,10720
3887.545705135,10704
3887.547351991,10704
3887.549037607,10704
3887.550691352,10720
3887.552326708,10720
3887.553958915,10720
3887.555621772,10720
3887.55727335,10704
3887.558932373,10720
3887.560595766,10720
3887.562262122,10720
3887.563917145,10720
3887.565704816,10704
3887.56737545,10720
3887.569028676,10704
3887.570689403,10720
3887.572345777,10720
3887.574010356,10704
3887.575684804,10720
3887.577300734,10704
3887.57891835,10720
3887.58055702,10720
3887.582188117,10720
3887.583824251,10720
3887.585456829,10720
3887.58709037,10720
3887.588736819,10720
3887.590375064,10720
3887.592016605,10704
3887.593654591,10704
3887.595291577,10720
3887.596927525,10720
3887.598572529,10704
3887.600213626,10704
3887.60183176,10704
3887.60342019,10704
3887.605052472,10720
3887.606683069,10704
3887.608316499,10720
3887.609974688,10720
3887.611606507,10720
3887.613241826,10720
3887.614859701,10704
3887.616501575,10704
3887.61813795,10704
