Time,Raw Value,Voltage
1702.691931465,0,0
1702.701721246,32752,2.047
1702.707585933,32752,2.047
1702.711531675,32752,2.047
1702.715231973,32752,2.047
1702.718872289,32752,2.047
1702.72217179,32752,2.047
1702.725604328,32752,2.047
1702.728893533,32752,2.047
1702.732195293,32752,2.047
1702.735487665,32752,2.047
1702.738765721,32752,2.047
1702.742065685,32752,2.047
1702.745395834,32752,2.047
1702.748690632,32752,2.047
1702.751978892,32752,2.047
1702.755296708,32752,2.047
1702.758626616,32752,2.047
1702.761969821,32752,2.047
1702.765297119,32752,2.047
1702.768439434,32752,2.047
1702.77160151,32752,2.047
1702.774760455,32752,2.047
1702.777917734,32752,2.047
1702.781098642,32752,2.047
1702.784252162,32752,2.047
1702.787408441,32752,2.047
1702.790556923,32752,2.047
1702.793702424,32752,2.047
1702.800455315,32752,2.047
1702.807389317,32752,2.047
1702.81132067,32752,2.047
1702.814483042,32752,2.047
1702.817669876,32752,2.047
1702.820851099,32752,2.047
1702.824038823,32752,2.047
1702.827212916,32752,2.047
1702.830380269,32752,2.047
1702.83354927,32752,2.047
1702.83672729,32752,2.047
1702.839911235,32752,2.047
1702.843084421,32752,2.047
1702.846385145,32752,2.047
1702.849556127,32752,2.047
1702.852750388,32752,2.047
1702.855905352,32752,2.047
1702.85910963,32752,2.047
1702.862315243,32752,2.047
1702.865480836,32752,2.047
1702.868657745,32752,2.047
1702.871812857,32752,2.047
1702.874999358,32752,2.047
1702.878181062,32752,2.047
1702.881366063,32752,2.047
1702.884650213,32752,2.047
1702.887815214,32752,2.047
1702.890963622,32752,2.047
1702.894140753,32752,2.047
1702.901524088,32752,2.047
1702.908473072,32752,2.047
1702.911974018,32752,2.047
1702.915146297,32752,2.047
1702.918284575,32752,2.047
1702.921435132,32752,2.047
1702.924600855,32752,2.047
1702.927743134,32752,2.047
1702.930995709,32752,2.047
1702.934142303,32752,2.047
1702.937281267,32752,2.047
1702.940423434,32752,2.047
1702.943619898,32752,2.047
1702.946766788,32752,2.047
1702.949908697,32752,2.047
1702.953050809,32752,2.047
1702.956208773,32752,2.047
1702.959336459,32752,2.047
1702.96248296,32752,2.047
1702.965628109,32752,2.047
1702.968874721,32752,2.047
1702.972033389,32752,2.047
1702.975166279,32752,2.047
1702.97829815,32752,2.047
1702.981441244,32752,2.047
1702.984578689,32752,2.047
1702.987720061,32752,2.047
1702.990838876,32752,2.047
1702.993995118,32752,2.047
1703.001435509,32752,2.047
1703.008469419,32752,2.047
1703.012334254,32752,2.047
1703.015489829,32752,2.047
1703.018646793,32752,2.047
1703.021804164,32752,2.047
1703.024962313,32752,2.047
1703.028092555,32752,2.047
1703.031233612,32752,2.047
1703.034375224,32752,2.047
1703.037550725,32752,2.047
1703.040688726,32752,2.047
1703.043839579,32752,2.047
1703.046990598,32752,2.047
1703.050258914,32752,2.047
1703.053405063,32752,2.047
1703.05654762,32752,2.047
1703.059734158,32752,2.047
1703.062884362,32752,2.047
1703.066038789,32752,2.047
1703.069192883,32752,2.047
1703.072340069,32752,2.047
1703.075479015,32752,2.047
1703.078615256,32752,2.047
1703.081771128,32752,2.047
1703.084919684,32752,2.047
1703.088187537,32752,2.047
1703.091333557,32752,2.047
1703.09447765,32752,2.047
1703.100394541,32752,2.047
1703.107406747,32752,2.047
1703.111138563,32752,2.047
1703.11428599,32752,2.047
1703.117435972,32752,2.047
1703.120577751,32752,2.047
1703.123724604,32752,2.047
1703.126853494,32752,2.047
1703.129993143,32752,2.047
1703.133173885,32752,2.047
1703.136326071,32752,2.047
1703.139470646,32752,2.047
1703.142614869,32752,2.047
