Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
2491.069855908,0.7178,-0.1689,0.6919,-13.749,-45.247,-89.588,0.0,0.0,0.0,-6874,631,-2560
2492.077483048,0.7178,-0.1694,0.6919,-13.749,-45.242,-89.583,0.0,0.0,0.0,-6853,640,-2543
2493.082764584,0.7192,-0.1689,0.6934,-13.738,-45.225,-89.588,0.0,0.061,0.0,-6878,624,-2540
2494.076648614,0.7183,-0.1685,0.6919,-13.738,-45.231,-89.588,0.0,0.0,0.0,-6879,632,-2542
2495.076373843,0.7183,-0.1699,0.6914,-13.744,-45.236,-89.588,0.0,0.0,0.0,-6875,625,-2547
2496.076897997,0.7188,-0.1694,0.6919,-13.755,-45.236,-89.588,0.0,0.0,0.0,-6880,627,-2564
2497.076713829,0.7192,-0.1685,0.6924,-13.738,-45.22,-89.594,0.0,0.061,0.0,-6872,643,-2558
2498.076734324,0.7168,-0.1689,0.6914,-13.733,-45.225,-89.594,0.0,0.0,0.0,-6884,626,-2553
2499.07714939,0.7183,-0.1699,0.6919,-13.744,-45.231,-89.594,0.0,0.0,0.0,-6881,617,-2565
2500.077006394,0.7188,-0.1689,0.6919,-13.749,-45.236,-89.594,0.0,0.0,0.0,-6886,634,-2544
2501.076750319,0.7183,-0.1704,0.6924,-13.744,-45.253,-89.588,0.0,0.0,0.0,-6866,625,-2548
2502.076733666,0.7188,-0.1699,0.6929,-13.749,-45.253,-89.588,0.0,0.0,0.0,-6891,622,-2554
