Time,PulseCounts1,PulseCounts2
2490.155566294,0.0,0.0
2490.208040338,0.0,0.0
2490.259066007,0.0,0.0
2490.309346562,0.0,0.0
2490.359700969,0.0,0.0
2490.409976968,0.0,0.0
2490.460269283,0.0,0.0
2490.510549912,0.0,0.0
2490.560859282,0.0,0.0
2490.611127652,0.0,0.0
2490.661463651,0.0,0.0
2490.711735317,0.0,0.0
2490.762002206,0.0,0.0
2490.812292965,0.0,0.0
2490.862586816,0.0,0.0
2490.912882927,0.0,0.0
2490.963209167,0.0,0.0
2491.013495444,0.0,0.0
2491.06381637,0.0,0.0
2491.114147332,0.0,0.0
2491.164468536,0.0,0.0
2491.216806412,0.0,0.0
2491.267455135,0.0,0.0
2491.318278654,0.0,0.0
2491.36903984,0.0,0.0
2491.419777045,0.0,0.0
2491.470477619,0.0,0.0
2491.521238009,0.0,0.0
2491.57195588,0.0,0.0
2491.622718029,0.0,0.0
2491.673429511,0.0,0.0
2491.724205197,0.0,0.0
2491.774899068,0.0,0.0
2491.825658866,0.0,0.0
2491.876355459,0.0,0.0
2491.9270867,0.0,0.0
2491.977819368,0.0,0.0
2492.028515035,0.0,0.0
2492.079307943,0.0,0.0
2492.130052889,0.0,0.0
2492.183974733,0.0,0.0
2492.237402279,0.0,0.0
2492.290005008,0.0,0.0
2492.340334989,0.0,0.0
2492.390505173,0.0,0.0
2492.440740209,0.0,0.0
2492.490939319,0.0,0.0
2492.54110115,0.0,0.0
2492.591223686,0.0,0.0
2492.641395685,0.0,0.0
2492.691554072,0.0,0.0
2492.741744256,0.0,0.0
2492.791874643,0.0,0.0
2492.842013235,0.0,0.0
2492.892195363,0.0,0.0
2492.942376936,0.0,0.0
2492.992550471,0.0,0.0
2493.042728933,0.0,0.0
2493.092897228,0.0,0.0
2493.143064023,0.0,0.0
2493.194722619,0.0,0.0
2493.245286915,0.0,0.0
2493.296258434,0.0,0.0
2493.346482803,0.0,0.0
2493.396631839,0.0,0.0
2493.44679093,0.0,0.0
2493.496955132,0.0,0.0
2493.547109297,0.0,0.0
2493.597238925,0.0,0.0
2493.647428627,0.0,0.0
2493.697559236,0.0,0.0
2493.747690661,0.0,0.0
2493.797884455,0.0,0.0
2493.84803438,0.0,0.0
2493.898234378,0.0,0.0
2493.94838984,0.0,0.0
2493.998584486,0.0,0.0
2494.048799022,0.0,0.0
2494.099005724,0.0,0.0
2494.149220445,0.0,0.0
2494.199417721,0.0,0.0
2494.249981257,0.0,0.0
2494.302278929,0.0,0.0
2494.352464039,0.0,0.0
2494.402600333,0.0,0.0
2494.45275222,0.0,0.0
2494.502917829,0.0,0.0
2494.553067624,0.0,0.0
2494.603263363,0.0,0.0
2494.653452861,0.0,0.0
2494.703626952,0.0,0.0
2494.753759913,0.0,0.0
2494.803919318,0.0,0.0
2494.85407665,0.0,0.0
2494.904242944,0.0,0.0
2494.954437813,0.0,0.0
2495.004607219,0.0,0.0
2495.054795273,0.0,0.0
2495.104944974,0.0,0.0
2495.155098954,0.0,0.0
2495.20760896,0.0,0.0
2495.258188163,0.0,0.0
2495.308190956,0.0,0.0
2495.358389917,0.0,0.0
2495.408506804,0.0,0.0
2495.458679265,0.0,0.0
2495.508851374,0.0,0.0
2495.559012187,0.0,0.0
2495.609136888,0.0,0.0
2495.659307368,0.0,0.0
2495.70946794,0.0,0.0
2495.759599401,0.0,0.0
2495.809722935,0.0,0.0
2495.859907637,0.0,0.0
2495.910026468,0.0,0.0
2495.960139003,0.0,0.0
2496.010253779,0.0,0.0
2496.060378443,0.0,0.0
2496.110542515,0.0,0.0
2496.160693976,0.0,0.0
2496.211534939,0.0,0.0
2496.262173771,0.0,0.0
2496.31385633,0.0,0.0
2496.364053068,0.0,0.0
2496.414188047,0.0,0.0
2496.464357897,0.0,0.0
2496.514535784,0.0,0.0
2496.564701578,0.0,0.0
2496.61486126,0.0,0.0
2496.665025703,0.0,0.0
2496.715184793,0.0,0.0
2496.76536242,0.0,0.0
2496.815535122,0.0,0.0
2496.865739749,0.0,0.0
2496.915918654,0.0,0.0
2496.966093874,0.0,0.0
2497.016244835,0.0,0.0
2497.06641637,0.0,0.0
2497.116562682,0.0,0.0
2497.166712587,0.0,0.0
2497.220095651,0.0,0.0
2497.270674409,0.0,0.0
2497.322773005,0.0,0.0
2497.372916095,0.0,0.0
2497.423069963,0.0,0.0
2497.473258516,0.0,0.0
2497.523585181,0.0,0.0
2497.574007457,0.0,0.0
2497.624372326,0.0,0.0
2497.67469999,0.0,0.0
2497.725112266,0.0,0.0
