Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
5723.321426697,0.0947,-0.3066,0.9648,-17.578,-5.186,-71.433,0.1221,0.0,0.0,-9779,4332,-3154
5724.334325418,0.0938,-0.3052,0.9624,-17.639,-5.24,-71.329,-0.1831,-0.3052,0.0,-9821,4354,-3147
5725.336608844,0.0957,-0.3071,0.9653,-17.661,-5.273,-71.285,-0.1221,-0.1831,-0.061,-9825,4326,-3152
5726.333929695,0.0933,-0.3047,0.9634,-17.661,-5.257,-71.329,0.6104,0.5493,0.0,-9829,4343,-3170
5727.333687546,0.0977,-0.3086,0.9604,-17.688,-5.29,-71.268,0.0,-0.061,0.0,-9822,4378,-3170
5728.334075638,0.0933,-0.3081,0.9644,-17.693,-5.312,-71.23,-0.3052,-0.2441,-0.061,-9862,4360,-3170
5729.333583267,0.0972,-0.3125,0.9629,-17.71,-5.339,-71.213,-0.2441,-0.3052,0.0,-9879,4356,-3184
5730.334221452,0.0947,-0.3135,0.9785,-17.842,-5.455,-71.208,-0.4883,-0.3052,0.0,-9854,4405,-3169
5731.333796951,0.1016,-0.2988,0.9668,-17.825,-5.493,-71.186,1.709,1.8311,0.4883,-9901,4405,-3185
5732.333787339,0.0972,-0.3066,0.9614,-17.82,-5.46,-71.142,0.4272,0.5493,0.0,-9890,4394,-3170
5733.33379208,0.0991,-0.3125,0.9717,-17.946,-5.576,-71.082,-0.3052,-0.1831,0.0,-9898,4459,-3176
5734.333812968,0.1006,-0.312,0.9565,-17.952,-5.581,-71.016,0.061,0.061,0.0,-9939,4430,-3198
5735.334117671,0.0996,-0.3125,0.9624,-17.968,-5.587,-70.999,-0.2441,-0.2441,0.0,-9922,4440,-3212
5736.333797782,0.0996,-0.312,0.957,-17.985,-5.603,-70.966,-0.5493,-0.5493,-0.1831,-9931,4444,-3202
5737.334117392,0.0991,-0.313,0.9624,-18.012,-5.636,-70.939,-0.061,-0.061,0.0,-9912,4479,-3172
5738.333922021,0.1011,-0.313,0.9585,-18.001,-5.641,-70.972,0.061,0.1831,0.0,-9940,4458,-3200
5739.334037502,0.0996,-0.3135,0.9688,-18.04,-5.669,-70.939,-0.2441,-0.2441,0.0,-9933,4488,-3179
5740.334085668,0.0991,-0.3135,0.9673,-18.04,-5.68,-70.895,0.1831,0.1221,0.0,-9912,4489,-3172
5741.333990019,0.103,-0.314,0.9595,-18.045,-5.691,-70.845,0.0,0.0,0.0,-9914,4481,-3159
5742.333648741,0.1006,-0.312,0.9614,-18.051,-5.696,-70.845,0.1221,0.061,0.0,-9912,4473,-3176
5743.333717092,0.1006,-0.3135,0.9644,-18.062,-5.713,-70.851,-0.2441,-0.1831,0.0,-9916,4478,-3187
