Time,Raw Value
5023.301470366,0
5023.329437318,3440
5023.331313215,3440
5023.333106482,3440
5023.334886471,3440
5023.336828183,3440
5023.338596117,3424
5023.340345643,3424
5023.341874316,3440
5023.343462767,3424
5023.344977885,3440
5023.346624373,3456
5023.348398807,3440
5023.350079258,3440
5023.351835766,3424
5023.35349231,3440
5023.355172428,3440
5023.356900436,3440
5023.358462776,3440
5023.360150431,3440
5023.361761401,3424
5023.363360778,3440
5023.368924987,3424
5023.370924181,3440
5023.373000523,3424
5023.374752641,3440
5023.376394148,3440
5023.378020063,3424
5023.37950818,3424
5023.385695744,3440
5023.387627752,3440
5023.389532908,3440
5023.391438861,3440
5023.393308998,3440
5023.395186562,3424
5023.397179478,3440
5023.400105027,3424
5023.401702423,3424
5023.403608209,3424
5023.406220368,3440
5023.407920264,3440
5023.409547623,3424
5023.41137715,3440
5023.413362214,3440
5023.415361296,3440
5023.417121989,3440
5023.41909759,3424
5023.421751342,3424
5023.423597387,3440
5023.425905878,3424
5023.427910239,3440
5023.430251415,3424
5023.432393387,3440
5023.434249118,3424
5023.435878662,3440
5023.437860929,3424
5023.439726937,3440
5023.441771316,3440
5023.443408583,3440
5023.445087349,3424
5023.446726115,3424
5023.44885218,3424
5023.450487224,3424
5023.452101083,3424
5023.453788183,3440
5023.455276078,3424
5023.456923733,3424
5023.458887834,3424
5023.460543045,3424
5023.462410997,3440
5023.463957281,3440
5023.465638233,3472
5023.467726075,3440
5023.469520602,3424
5023.472057223,3440
5023.474518938,3424
5023.47640139,3424
5023.478278898,3440
5023.479835609,3424
5023.482200952,3440
5023.48444348,3424
5023.486234784,3440
5023.488270774,3440
5023.490170967,3440
5023.491983364,3440
5023.493891131,3424
5023.495452583,3456
5023.497460017,3424
5023.499138765,3440
5023.500903995,3424
5023.502680799,3440
5023.504701715,3424
5023.506410926,3424
5023.508079618,3424
5023.509789736,3424
5023.511894412,3440
5023.513875883,3424
5023.515483668,3440
5023.521068618,3424
5023.522731681,3424
5023.524419966,3440
5023.526137862,3440
5023.527660035,3440
5023.530236324,3440
5023.531920183,3440
5023.541775484,3440
5023.543537825,3424
5023.54508785,3424
5023.546618282,3424
5023.549045385,3440
5023.550673207,3424
5023.552337974,3440
5023.554877484,3440
5023.556522084,3424
5023.558197499,3424
5023.559934987,3424
5023.562225757,3424
5023.564729156,3440
5023.56659022,3424
5023.576380058,3424
5023.57839764,3440
5023.584304017,3424
5023.58616684,3440
5023.588197127,3440
5023.589857115,3440
5023.59172879,3440
5023.593412741,3440
5023.59530062,3440
5023.59741987,3440
5023.599152766,3424
5023.601126848,3440
5023.603177579,3440
5023.604981865,3424
5023.606919392,3440
5023.608633844,3440
5023.610290647,3440
5023.612307452,3408
5023.614089996,3424
5023.615665281,3440
5023.6174554,3440
5023.61933213,3440
5023.6210101,3456
5023.62293796,3424
5023.624597615,3440
5023.626481253,3440
5023.62811476,3440
5023.629835045,3440
5023.632683761,3424
5023.634592325,3440
5023.63618872,3456
5023.637814838,3424
5023.639675013,3424
5023.641526206,3440
5023.643063565,3424
5023.644725201,3424
5023.646364116,3440
5023.648190012,3440
5023.649811019,3440
5023.651461193,3424
5023.653162145,3440
5023.65511819,3424
5023.656795827,3440
5023.658330259,3456
5023.6600816,3440
5023.661509588,3424
5023.66336691,3424
5023.665086251,3440
5023.666661332,3440
5023.668600766,3440
5023.670214292,3424
5023.671927243,3424
5023.673721214,3440
5023.675281998,3424
5023.677395359,3424
5023.679515035,3424
5023.681342691,3440
5023.683105698,3424
5023.684786928,3456
5023.686450824,3440
5023.688142831,3440
5023.68977582,3424
5023.69152242,3440
5023.693192556,3440
5023.694850434,3424
