Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
378.783587297,0,0,0,0,0,0
379.141798427,-0.0962,-0.0244,1.002,-1.395,5.455,157.769
379.268836232,-0.0952,-0.0239,1.002,-1.395,5.455,157.769
379.36886346,-0.0962,-0.0244,1.002,-1.395,5.455,157.769
379.468956615,-0.0962,-0.0244,1.002,-1.395,5.455,157.769
379.568931231,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
379.668902513,-0.0962,-0.0244,1.0024,-1.395,5.455,157.769
379.768918333,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
379.86894295,-0.0962,-0.0239,1.002,-1.401,5.455,157.769
379.968939879,-0.0962,-0.0249,1.001,-1.401,5.455,157.769
380.12861313,-0.0957,-0.0239,1.0015,-1.401,5.455,157.769
380.255670575,-0.0952,-0.0239,1.0024,-1.395,5.455,157.769
380.35568667,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
380.455719302,-0.0957,-0.0249,1.0015,-1.395,5.455,157.769
380.555743175,-0.0952,-0.0244,1.002,-1.395,5.46,157.769
380.655744677,-0.0952,-0.0249,1.0029,-1.401,5.46,157.769
380.755723549,-0.0957,-0.0244,1.002,-1.401,5.46,157.769
380.855686514,-0.0962,-0.0244,1.0015,-1.401,5.46,157.769
380.955766962,-0.0962,-0.0244,1.002,-1.401,5.46,157.769
381.055750795,-0.0957,-0.0244,1.0029,-1.401,5.46,157.769
381.181750385,-0.0957,-0.0244,1.0015,-1.401,5.46,157.769
381.295286918,-0.0962,-0.0234,1.002,-1.401,5.46,157.769
381.395308047,-0.0957,-0.0239,1.002,-1.401,5.46,157.769
381.495352121,-0.0962,-0.0249,1.0015,-1.401,5.46,157.769
381.595386658,-0.0957,-0.0244,1.0015,-1.401,5.46,157.769
381.695308934,-0.0952,-0.0244,1.001,-1.401,5.46,157.769
381.795327841,-0.0957,-0.0244,1.002,-1.401,5.46,157.769
381.895405467,-0.0952,-0.0234,1.002,-1.401,5.46,157.769
381.995339963,-0.0952,-0.0244,1.0015,-1.401,5.46,157.769
382.133583653,-0.0957,-0.0239,1.0015,-1.401,5.46,157.769
382.2606721,-0.0952,-0.0244,1.0015,-1.395,5.46,157.769
382.360637504,-0.0952,-0.0239,1.002,-1.395,5.46,157.769
382.460678539,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
382.560686573,-0.0952,-0.0244,1.001,-1.395,5.455,157.769
382.660696959,-0.0952,-0.0239,1.0015,-1.395,5.455,157.769
382.7606454,-0.0952,-0.0244,1.002,-1.395,5.455,157.769
382.860737435,-0.0952,-0.0239,1.0015,-1.401,5.455,157.769
382.960643802,-0.0952,-0.0239,1.0015,-1.401,5.455,157.769
383.060665779,-0.0962,-0.0244,1.0015,-1.395,5.455,157.769
383.186508592,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
383.300065245,-0.0952,-0.0244,1.0024,-1.395,5.455,157.769
383.400082148,-0.0947,-0.0239,1.0015,-1.395,5.455,157.769
383.500027901,-0.0962,-0.0239,1.0024,-1.395,5.455,157.769
383.600126453,-0.0957,-0.0244,1.002,-1.395,5.455,157.769
383.700090411,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
383.800089832,-0.0957,-0.0244,1.002,-1.395,5.455,157.769
383.900107562,-0.0957,-0.0244,1.002,-1.395,5.455,157.769
384.000135852,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
384.128588707,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
384.255645602,-0.0952,-0.0239,1.002,-1.395,5.455,157.769
384.35570867,-0.0957,-0.0244,1.002,-1.395,5.455,157.769
384.455655163,-0.0957,-0.0249,1.0024,-1.395,5.455,157.769
384.555742731,-0.0962,-0.0244,1.002,-1.395,5.455,157.769
384.655692965,-0.0952,-0.0244,1.0015,-1.395,5.455,157.769
384.755731533,-0.0947,-0.0244,1.0015,-1.395,5.455,157.769
384.855730526,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
384.955761151,-0.0952,-0.0239,1.0015,-1.395,5.455,157.769
385.055803606,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
385.186686778,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
385.300202662,-0.0952,-0.0239,1.002,-1.395,5.455,157.769
385.400222691,-0.0957,-0.0244,1.0024,-1.395,5.455,157.769
385.500178738,-0.0952,-0.0249,1.002,-1.395,5.455,157.769
385.600196453,-0.0952,-0.0239,1.002,-1.395,5.455,157.769
385.700253279,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
385.80024653,-0.0957,-0.0249,1.002,-1.395,5.455,157.769
385.900260276,-0.0952,-0.0249,1.0024,-1.395,5.455,157.769
386.000279804,-0.0957,-0.0244,1.002,-1.395,5.455,157.769
386.129574303,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
386.256620517,-0.0952,-0.0244,1.0015,-1.395,5.455,157.769
386.356643268,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
386.45670637,-0.0957,-0.0234,1.0015,-1.395,5.455,157.769
386.556642768,-0.0952,-0.0244,1.002,-1.395,5.455,157.769
386.656698389,-0.0952,-0.0239,1.002,-1.395,5.455,157.769
386.756657287,-0.0957,-0.0249,1.0024,-1.395,5.455,157.769
386.856737908,-0.0952,-0.0239,1.002,-1.395,5.455,157.769
386.9566699,-0.0962,-0.0234,1.0015,-1.395,5.455,157.769
387.056772114,-0.0952,-0.0244,1.002,-1.395,5.455,157.769
387.18394838,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
387.297428127,-0.0957,-0.0244,1.0024,-1.395,5.455,157.769
387.397426339,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
387.497451459,-0.0962,-0.0244,1.0024,-1.395,5.455,157.769
387.597505986,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
387.697479402,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
387.797479374,-0.0957,-0.0239,1.002,-1.395,5.455,157.769
387.897505081,-0.0952,-0.0249,1.0024,-1.395,5.455,157.769
387.997435218,-0.0952,-0.0244,1.002,-1.395,5.455,157.769
388.132501988,-0.0957,-0.0244,1.0024,-1.395,5.455,157.769
388.259562618,-0.0957,-0.0234,1.002,-1.395,5.455,157.769
388.359573589,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
388.459523818,-0.0962,-0.0244,1.002,-1.395,5.455,157.769
388.559506104,-0.0967,-0.0239,1.001,-1.395,5.455,157.769
388.659522742,-0.0957,-0.0244,1.0015,-1.395,5.46,157.769
388.759582343,-0.0957,-0.0244,1.002,-1.395,5.46,157.769
388.859564444,-0.0962,-0.0239,1.0015,-1.395,5.46,157.769
388.959584176,-0.0952,-0.0244,1.0015,-1.395,5.46,157.769
389.061307239,-0.0952,-0.0244,1.0029,-1.395,5.46,157.769
389.18772882,-0.0952,-0.0244,1.002,-1.395,5.46,157.769
389.301256117,-0.0952,-0.0239,1.0015,-1.395,5.46,157.769
389.401282033,-0.0947,-0.0239,1.0015,-1.395,5.46,157.769
389.501323615,-0.0962,-0.0234,1.0015,-1.395,5.46,157.769
389.601311845,-0.0952,-0.0244,1.0015,-1.395,5.46,157.769
389.701277149,-0.0957,-0.0239,1.0024,-1.395,5.46,157.769
389.801358954,-0.0957,-0.0244,1.0015,-1.395,5.46,157.769
389.901333845,-0.0957,-0.0244,1.0015,-1.395,5.46,157.769
390.001299538,-0.0952,-0.0234,1.002,-1.395,5.455,157.769
390.129722615,-0.0952,-0.0244,1.002,-1.395,5.455,157.769
390.256801253,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
390.356854817,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
390.456895418,-0.0957,-0.0244,1.0015,-1.395,5.455,157.769
390.556862611,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
390.656809674,-0.0957,-0.0244,1.002,-1.395,5.455,157.769
390.756819534,-0.0962,-0.0244,1.002,-1.395,5.455,157.769
390.856860672,-0.0957,-0.0239,1.0024,-1.395,5.455,157.769
390.956827349,-0.0957,-0.0239,1.0015,-1.395,5.455,157.769
391.056869802,-0.0962,-0.0244,1.0015,-1.395,5.455,157.769
391.192806969,-0.0947,-0.0239,1.0015,-1.395,5.455,157.769
391.306346336,-0.0952,-0.0239,1.0015,-1.395,5.455,157.769
391.406351623,-0.0952,-0.0249,1.002,-1.395,5.455,157.769
391.506352224,-0.0952,-0.0244,1.002,-1.395,5.455,157.769
391.60631338,-0.0947,-0.0239,1.002,-1.395,5.455,157.769
391.706357926,-0.0962,-0.0249,1.002,-1.395,5.455,157.769
391.806357675,-0.0952,-0.0244,0.9971,-1.395,5.455,157.769
391.906382843,-0.0952,-0.0239,0.9971,-1.395,5.455,157.769
392.006319166,-0.0957,-0.0244,1.0015,-1.395,5.46,157.769
392.135616317,-0.0967,-0.0239,1.002,-1.395,5.46,157.769
392.262701243,-0.0962,-0.0244,1.0015,-1.395,5.46,157.769
392.362772845,-0.0952,-0.0239,1.002,-1.395,5.46,157.769
392.462768743,-0.0952,-0.0244,1.002,-1.395,5.46,157.769
392.562811568,-0.0962,-0.0234,1.0015,-1.395,5.46,157.769
392.662715242,-0.0952,-0.0244,1.0015,-1.395,5.46,157.769
392.762823141,-0.0952,-0.0239,1.002,-1.395,5.46,157.769
392.862784335,-0.0957,-0.0249,1.001,-1.395,5.46,157.769
392.962751568,-0.0952,-0.0239,1.0015,-1.395,5.46,157.769
393.062767578,-0.0957,-0.0244,1.0015,-1.395,5.46,157.769
393.183784256,-0.0957,-0.0239,1.002,-1.401,5.46,157.769
393.297221452,-0.0957,-0.0239,1.0015,-1.395,5.46,157.769
393.397226592,-0.0957,-0.0244,1.0024,-1.395,5.46,157.769
393.497194842,-0.0957,-0.0244,1.0015,-1.395,5.46,157.769
393.597241778,-0.0952,-0.0239,1.002,-1.395,5.46,157.769
393.697232955,-0.0962,-0.0244,1.001,-1.395,5.46,157.769
393.797221724,-0.0957,-0.0239,1.002,-1.395,5.46,157.769
393.8972791,-0.0957,-0.0239,1.001,-1.395,5.46,157.769
393.997268945,-0.0952,-0.0244,1.0015,-1.395,5.46,157.769
394.133614359,-0.0947,-0.0234,1.002,-1.395,5.46,157.769
394.260790796,-0.0957,-0.0244,1.002,-1.395,5.46,157.769
394.360857067,-0.0952,-0.0239,1.001,-1.395,5.46,157.769
394.460881672,-0.0952,-0.0249,1.0015,-1.395,5.46,157.769
394.560862627,-0.0957,-0.0244,1.002,-1.395,5.46,157.769
394.660830194,-0.0952,-0.0239,1.0015,-1.395,5.46,157.769
394.760827983,-0.0962,-0.0239,1.002,-1.395,5.46,157.769
394.860840049,-0.0952,-0.0244,1.0024,-1.395,5.46,157.769
394.960848471,-0.0957,-0.0239,1.002,-1.395,5.46,157.769
395.060852317,-0.0952,-0.0244,1.001,-1.395,5.46,157.769
395.187019538,-0.0952,-0.0244,1.002,-1.395,5.46,157.769
395.300532585,-0.0957,-0.0234,1.002,-1.395,5.46,157.769
