Time,Lat,Long,Alt,Speed,Sats
237.410643755,0,0,0,0,0
238.13480497,39.764515,-105.226325,1772.3,,7
238.249665958,39.764515,-105.226325,1772.3,,7
238.349668614,39.764515,-105.226325,1772.3,1.25,7
238.449660473,39.764515,-105.226325,1772.3,1.25,7
238.549664517,39.764515,-105.226325,1772.3,1.25,7
238.649687895,39.764515,-105.226325,1772.3,1.25,7
238.749670773,39.764515,-105.226325,1772.3,1.25,7
238.849676151,39.764515,-105.226325,1772.3,1.25,7
238.949682584,39.764515,-105.226325,1772.3,1.25,7
239.049695377,39.764515,-105.226325,1772.3,1.25,7
239.176530884,39.764518,-105.226321,1772.3,1.25,7
239.290022377,39.764518,-105.226321,1772.3,1.26,7
239.390045541,39.764518,-105.226321,1772.3,1.26,7
239.490040315,39.764518,-105.226321,1772.3,1.26,7
239.590003423,39.764518,-105.226321,1772.3,1.26,7
239.690052365,39.764518,-105.226321,1772.3,1.26,7
239.790059491,39.764518,-105.226321,1772.3,1.26,7
239.890049813,39.764518,-105.226321,1772.3,1.26,7
239.990093376,39.764518,-105.226321,1772.3,1.26,7
240.129614602,39.76452,-105.22632,1772.3,1.26,7
240.256703312,39.76452,-105.22632,1772.3,1.26,7
240.356709541,39.76452,-105.22632,1772.3,1.27,7
240.456758918,39.76452,-105.22632,1772.3,1.27,7
240.556787258,39.76452,-105.22632,1772.3,1.27,7
240.656763005,39.76452,-105.22632,1772.3,1.27,7
240.756776622,39.76452,-105.22632,1772.3,1.27,7
240.856796685,39.76452,-105.22632,1772.3,1.27,7
240.956813505,39.76452,-105.22632,1772.3,1.27,7
241.056816245,39.76452,-105.22632,1772.3,1.27,7
241.190630057,39.76452,-105.22632,1772.3,1.27,7
241.304143688,39.76452,-105.22632,1772.3,0.69,7
241.404204687,39.76452,-105.22632,1772.3,0.69,7
241.50419926,39.76452,-105.22632,1772.3,0.69,7
241.604218593,39.76452,-105.22632,1772.3,0.69,7
241.704217351,39.76452,-105.22632,1772.3,0.69,7
241.804215813,39.76452,-105.22632,1772.3,0.69,7
241.904243224,39.76452,-105.22632,1772.3,0.69,7
242.004253365,39.76452,-105.22632,1772.3,0.69,7
242.124680049,39.76452,-105.22632,1772.3,0.69,7
242.251713332,39.76452,-105.22632,1772.3,0.69,7
242.35171301,39.76452,-105.22632,1772.3,0.75,7
242.45172954,39.76452,-105.22632,1772.3,0.75,7
242.551775274,39.76452,-105.22632,1772.3,0.75,7
242.651763081,39.76452,-105.22632,1772.3,0.75,7
242.751779,39.76452,-105.22632,1772.3,0.75,7
242.851777215,39.76452,-105.22632,1772.3,0.75,7
242.951801674,39.76452,-105.22632,1772.3,0.75,7
243.051792958,39.76452,-105.22632,1772.3,0.75,7
243.181698936,39.764521,-105.22632,1772.3,0.75,7
243.295124267,39.764521,-105.22632,1772.3,0.62,7
243.395150625,39.764521,-105.22632,1772.3,0.62,7
243.495151798,39.764521,-105.22632,1772.3,0.62,7
243.595159138,39.764521,-105.22632,1772.3,0.62,7
243.695157885,39.764521,-105.22632,1772.3,0.62,7
243.79515491,39.764521,-105.22632,1772.3,0.62,7
243.895165833,39.764521,-105.22632,1772.3,0.62,7
243.995132095,39.764521,-105.22632,1772.3,0.62,7
244.129614837,39.764518,-105.22632,1772.3,0.62,7
244.256750202,39.764518,-105.22632,1772.3,0.62,7
244.356780612,39.764518,-105.22632,1772.3,0.64,7
244.456801338,39.764518,-105.22632,1772.3,0.64,7
244.556812489,39.764518,-105.22632,1772.3,0.64,7
244.656807732,39.764518,-105.22632,1772.3,0.64,7
244.756810328,39.764518,-105.22632,1772.3,0.64,7
244.856808257,39.764518,-105.22632,1772.3,0.64,7
244.956815226,39.764518,-105.22632,1772.3,0.64,7
245.124568706,39.764516,-105.226321,1772.3,0.64,7
245.251571556,39.764516,-105.226321,1772.3,0.64,7
245.351597983,39.764516,-105.226321,1772.3,0.74,7
245.451612317,39.764516,-105.226321,1772.3,0.74,7
245.551660022,39.764516,-105.226321,1772.3,0.74,7
245.651663393,39.764516,-105.226321,1772.3,0.74,7
245.751668283,39.764516,-105.226321,1772.3,0.74,7
245.851685191,39.764516,-105.226321,1772.3,0.74,7
245.951682754,39.764516,-105.226321,1772.3,0.74,7
246.051704291,39.764516,-105.226321,1772.3,0.74,7
246.182581679,39.764515,-105.22632,1772.3,0.74,7
246.296144395,39.764515,-105.22632,1772.3,0.68,7
246.39613308,39.764515,-105.22632,1772.3,0.68,7
246.496092987,39.764515,-105.22632,1772.3,0.68,7
246.596142561,39.764515,-105.22632,1772.3,0.68,7
246.696145949,39.764515,-105.22632,1772.3,0.68,7
246.796146301,39.764515,-105.22632,1772.3,0.68,7
246.896149421,39.764515,-105.22632,1772.3,0.68,7
246.996161736,39.764515,-105.22632,1772.3,0.68,7
247.135168117,39.764515,-105.226315,1772.3,0.68,7
247.262161854,39.764515,-105.226315,1772.3,0.68,7
247.362180965,39.764515,-105.226315,1772.3,0.65,7
247.462221577,39.764515,-105.226315,1772.3,0.65,7
247.562260336,39.764515,-105.226315,1772.3,0.65,7
247.662246373,39.764515,-105.226315,1772.3,0.65,7
247.762216521,39.764515,-105.226315,1772.3,0.65,7
247.862262891,39.764515,-105.226315,1772.3,0.65,7
247.962281155,39.764515,-105.226315,1772.3,0.65,7
248.125628714,39.764515,-105.226313,1772.3,0.65,7
248.252698351,39.764515,-105.226313,1772.3,0.65,7
248.35267563,39.764515,-105.226313,1772.3,0.34,7
248.452725687,39.764515,-105.226313,1772.3,0.34,7
248.552725707,39.764515,-105.226313,1772.3,0.34,7
248.652690133,39.764515,-105.226313,1772.3,0.34,7
248.752754968,39.764515,-105.226313,1772.3,0.34,7
248.852767396,39.764515,-105.226313,1772.3,0.34,7
248.952760758,39.764515,-105.226313,1772.3,0.34,7
249.052772836,39.764515,-105.226313,1772.3,0.34,7
