Time,Lat,Long,Alt,Speed,Sats
1598.779663256,0,0,0,0,0
1599.242835887,39.764448,-105.22624,1777.2,,6
1599.442818902,39.764448,-105.22624,1777.2,0.65,6
1599.642860325,39.764448,-105.22624,1777.2,0.65,6
1599.84288534,39.764448,-105.22624,1777.2,0.65,6
1600.042847224,39.764448,-105.22624,1777.2,0.65,6
1600.250071238,39.764448,-105.226241,1777.2,0.65,6
1600.450070197,39.764448,-105.226241,1777.2,0.78,6
1600.65006473,39.764448,-105.226241,1777.2,0.78,6
1600.850110596,39.764448,-105.226241,1777.2,0.78,6
1601.108698304,39.76445,-105.226243,1777.2,0.78,6
1601.308665743,39.76445,-105.226243,1777.2,0.68,6
1601.508731109,39.76445,-105.226243,1777.2,0.68,6
1601.7087214,39.76445,-105.226243,1777.2,0.68,6
1601.908719691,39.76445,-105.226243,1777.2,0.68,6
1602.111570763,39.76445,-105.226245,1777.2,0.68,6
1602.311614831,39.76445,-105.226245,1777.2,0.75,6
1602.511660103,39.76445,-105.226245,1777.2,0.75,6
1602.711635783,39.76445,-105.226245,1777.2,0.75,6
1602.91164461,39.76445,-105.226245,1777.2,0.75,6
1603.11461796,39.764451,-105.226248,1777.2,0.75,6
1603.314613268,39.764451,-105.226248,1777.2,0.71,6
1603.514620613,39.764451,-105.226248,1777.2,0.71,6
1603.714595884,39.764451,-105.226248,1777.2,0.71,6
1603.914623488,39.764451,-105.226248,1777.2,0.71,6
1604.114623277,39.764453,-105.22625,1777.2,0.71,6
1604.31458101,39.764453,-105.22625,1777.2,0.72,6
1604.514644503,39.764453,-105.22625,1777.2,0.72,6
1604.714632551,39.764453,-105.22625,1777.2,0.72,6
1604.914636933,39.764453,-105.22625,1777.2,0.72,6
1605.114666777,39.764455,-105.226251,1777.2,0.72,6
1605.314652083,39.764455,-105.226251,1777.2,0.69,6
1605.514664779,39.764455,-105.226251,1777.2,0.69,6
1605.714666419,39.764455,-105.226251,1777.2,0.69,6
1605.914622188,39.764455,-105.226251,1777.2,0.69,6
1606.116383582,39.764455,-105.226251,1777.2,0.69,6
1606.316383277,39.764455,-105.226251,1777.2,0.64,6
1606.516420694,39.764455,-105.226251,1777.2,0.64,6
1606.716413018,39.764455,-105.226251,1777.2,0.64,6
1606.916414028,39.764455,-105.226251,1777.2,0.64,6
1607.116417963,39.764456,-105.226253,1777.2,0.64,6
1607.316434731,39.764456,-105.226253,1777.2,0.68,6
1607.51642837,39.764456,-105.226253,1777.2,0.68,6
1607.716419175,39.764456,-105.226253,1777.2,0.68,6
1607.916455073,39.764456,-105.226253,1777.2,0.68,6
1608.116412543,39.764458,-105.226255,1777.2,0.68,6
1608.316453811,39.764458,-105.226255,1777.2,0.66,6
1608.516440542,39.764458,-105.226255,1777.2,0.66,6
1608.716485346,39.764458,-105.226255,1777.2,0.66,6
1608.916491873,39.764458,-105.226255,1777.2,0.66,6
1609.116512084,39.76446,-105.226256,1777.2,0.66,6
1609.316501444,39.76446,-105.226256,1777.2,0.71,6
1609.516493988,39.76446,-105.226256,1777.2,0.71,6
1609.716522848,39.76446,-105.226256,1777.2,0.71,6
1609.916488521,39.76446,-105.226256,1777.2,0.71,6
1610.116494176,39.76446,-105.226258,1777.2,0.71,6
1610.316491331,39.76446,-105.226258,1777.2,0.59,6
1610.516488764,39.76446,-105.226258,1777.2,0.59,6
1610.716480289,39.76446,-105.226258,1777.2,0.59,6
1610.916490907,39.76446,-105.226258,1777.2,0.59,6
1611.116508209,39.764461,-105.22626,1777.2,0.59,6
1611.316500697,39.764461,-105.22626,1777.2,0.63,6
1611.516535666,39.764461,-105.22626,1777.2,0.63,6
1611.716512431,39.764461,-105.22626,1777.2,0.63,6
1611.916533178,39.764461,-105.22626,1777.2,0.63,6
