Time,Lat,Long,Alt,Speed,Sats
823.054746913,,,,,
823.154746995,39.751008,-105.225865,,,
823.254747058,39.751008,-105.225865,,0.3,
823.354747121,39.751008,-105.225865,,0.3,
823.454747165,39.751008,-105.225865,,0.3,
823.554747172,39.751008,-105.225865,1715.4,0.3,7
823.654747254,39.751008,-105.225865,1715.4,0.3,7
823.754747354,39.751008,-105.225865,1715.4,0.3,7
823.854747458,39.751008,-105.225865,1715.4,0.3,7
823.954747563,39.751008,-105.225865,1715.4,0.3,7
824.05474763,39.751008,-105.225865,1715.4,0.31,7
824.154747753,39.751008,-105.225866,1715.4,0.31,7
824.254747764,39.751008,-105.225866,1715.4,0.31,7
824.354747813,39.751008,-105.225866,1715.4,0.32,7
824.454747862,39.751008,-105.225866,1715.4,0.32,7
824.554747929,39.751008,-105.225866,1715.4,0.32,7
824.654747996,39.751008,-105.225866,1715.4,0.33,7
824.754748027,39.751008,-105.225866,1715.4,0.33,7
824.854748136,39.751008,-105.225866,1715.4,0.33,7
824.954748171,39.751008,-105.225866,1715.4,0.31,7
825.054748224,39.751008,-105.225866,1715.4,0.31,7
825.154748278,39.751008,-105.225866,1715.4,0.31,7
825.25474835,39.751008,-105.225866,1715.4,0.3,7
825.354748441,39.751008,-105.225866,1715.4,0.3,7
825.454748513,39.751008,-105.225866,1715.4,0.3,7
825.554748548,39.751008,-105.225866,1715.4,0.3,7
825.654748564,39.751008,-105.225866,1715.4,0.3,7
825.754748599,39.751008,-105.225866,1715.4,0.3,7
825.854748639,39.751008,-105.225866,1715.4,0.3,7
825.954748661,39.751008,-105.225866,1715.4,0.3,7
826.054748683,39.751008,-105.225866,1715.4,0.3,7
826.154748761,39.751008,-105.225866,1715.4,0.3,7
826.254748857,39.751008,-105.225866,1715.4,0.3,7
826.354748971,39.751008,-105.225866,1715.4,0.3,7
826.454748975,39.751008,-105.225866,1715.4,0.3,7
826.554749034,39.751008,-105.225866,1715.4,0.3,7
826.654749037,39.751008,-105.225866,1715.4,0.3,7
826.754749133,39.751008,-105.225866,1715.4,0.31,7
826.854749197,39.751008,-105.225866,1715.4,0.31,7
826.95474928,39.751008,-105.225866,1715.4,0.31,7
827.054749382,39.751008,-105.225866,1715.4,0.3,7
827.15474941,39.751008,-105.225866,1715.4,0.3,7
827.254749419,39.751008,-105.225866,1715.4,0.3,7
827.354749466,39.751008,-105.225866,1715.4,0.3,7
827.454749567,39.751008,-105.225866,1715.4,0.3,7
827.554749595,39.751008,-105.225866,1715.4,0.3,7
827.654749604,39.751008,-105.225866,1715.4,0.28,7
827.754749688,39.751008,-105.225866,1715.4,0.28,7
827.854749758,39.751008,-105.225866,1715.4,0.28,7
827.954749792,39.751008,-105.225866,1715.4,0.25,7
828.054749845,39.751008,-105.225866,1715.4,0.25,7
828.154749934,39.751008,-105.225866,1715.4,0.25,7
828.254750024,39.751008,-105.225866,1715.4,0.21,7
828.354750076,39.751008,-105.225866,1715.4,0.21,7
828.454750129,39.751008,-105.225866,1715.4,0.21,7
828.554750237,39.751008,-105.225866,1715.4,0.19,7
828.654750308,39.751008,-105.225866,1715.4,0.19,7
828.754750342,39.751008,-105.225866,1715.4,0.19,7
828.854750364,39.751008,-105.225866,1715.4,0.23,7
828.95475046,39.751008,-105.225866,1715.4,0.23,7
829.054750464,39.751008,-105.225866,1715.4,0.23,7
829.154750505,39.751008,-105.225866,1715.4,0.17,7
829.25475062,39.751008,-105.225866,1715.4,0.17,7
829.354750624,39.751008,-105.225866,1715.4,0.17,7
829.454750646,39.751008,-105.225866,1715.4,0.14,7
829.554750669,39.751008,-105.225866,1715.4,0.14,7
829.654750728,39.751008,-105.225866,1715.4,0.14,7
829.754750732,39.751008,-105.225866,1715.4,0.13,7
829.85475076,39.751008,-105.225868,1715.4,0.13,7
829.954750845,39.751008,-105.225868,1715.4,0.13,7
830.054750912,39.751008,-105.225868,1715.4,0.13,7
830.154750979,39.751008,-105.225868,1715.4,0.13,7
830.25475099,39.751008,-105.225868,1715.4,0.13,7
830.354751075,39.751008,-105.225868,1715.4,0.15,7
830.454751142,39.751008,-105.225868,1715.4,0.15,7
830.55475119,39.751008,-105.225868,1715.4,0.15,7
830.65475122,39.751008,-105.225868,1715.4,0.15,7
830.754751324,39.751008,-105.225868,1715.4,0.15,7
830.854751396,39.751008,-105.225868,1715.4,0.15,7
830.954751471,39.751008,-105.225868,1715.4,0.15,7
831.054751582,39.751008,-105.225868,1715.4,0.15,7
831.154751601,39.751008,-105.225868,1715.4,0.15,7
831.254751602,39.751008,-105.225868,1715.4,0.15,7
831.354751639,39.751008,-105.225868,1715.4,0.15,7
831.454751732,39.751008,-105.225868,1715.4,0.15,7
831.554751843,39.751008,-105.225868,1715.4,0.15,7
831.654751844,39.751008,-105.225868,1715.4,0.15,7
831.754751918,39.751008,-105.225868,1715.4,0.15,7
831.854751962,39.751008,-105.225868,1715.4,0.18,7
831.954751971,39.751008,-105.225868,1715.4,0.18,7
832.054752053,39.751008,-105.225868,1715.4,0.18,7
832.15475208,39.751008,-105.225868,1715.4,0.18,7
832.254752145,39.751008,-105.225868,1715.4,0.18,7
832.35475219,39.751008,-105.225868,1715.4,0.18,7
832.454752236,39.751008,-105.225868,1715.4,0.21,7
832.554752337,39.751008,-105.225868,1715.4,0.21,7
832.654752457,39.751008,-105.225868,1715.4,0.21,7
832.754752502,39.751008,-105.225868,1715.4,0.15,7
832.854752573,39.751008,-105.225868,1715.4,0.15,7
832.954752627,39.751008,-105.225868,1715.4,0.15,7
833.054752756,39.751008,-105.225868,1715.4,0.19,7
833.154752829,39.751008,-105.225868,1715.4,0.19,7
833.254752864,39.751008,-105.225868,1715.4,0.19,7
833.354752956,39.751008,-105.225868,1715.4,0.23,7
833.454753066,39.751008,-105.225868,1715.4,0.23,7
833.554753083,39.751008,-105.225868,1715.4,0.23,7
833.654753193,39.751006,-105.22587,1715.4,0.23,7
