Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
823.054746913,0.0244,0.0146,1.0161,1.082,-1.544,124.887
823.154746995,0.0264,0.0225,1.0103,1.082,-1.544,124.887
823.254747058,0.0273,0.0229,1.0098,1.082,-1.544,124.887
823.354747121,0.0308,0.0195,1.0127,1.082,-1.544,124.887
823.454747165,0.0264,0.0142,1.0156,1.082,-1.544,124.887
823.554747172,0.0239,0.0171,1.0132,1.077,-1.544,124.887
823.654747254,0.0234,0.0215,1.0107,1.077,-1.544,124.887
823.754747354,0.0273,0.0229,1.0083,1.082,-1.544,124.887
823.854747458,0.0288,0.019,1.0117,1.082,-1.544,124.893
823.954747563,0.0283,0.0166,1.0142,1.082,-1.544,124.893
824.05474763,0.0278,0.0171,1.0122,1.082,-1.544,124.893
824.154747753,0.0269,0.0205,1.0103,1.082,-1.544,124.893
824.254747764,0.0269,0.021,1.0103,1.082,-1.544,124.893
824.354747813,0.0269,0.0186,1.0122,1.082,-1.544,124.893
824.454747862,0.0273,0.0166,1.0127,1.082,-1.544,124.893
824.554747929,0.0283,0.019,1.0127,1.082,-1.544,124.893
824.654747996,0.0273,0.0205,1.0107,1.082,-1.544,124.893
824.754748027,0.0254,0.0195,1.0112,1.082,-1.544,124.893
824.854748136,0.0264,0.0176,1.0127,1.082,-1.544,124.893
824.954748171,0.0283,0.0181,1.0132,1.082,-1.544,124.893
825.054748224,0.0269,0.021,1.0107,1.082,-1.544,124.893
825.154748278,0.0283,0.0195,1.0112,1.082,-1.544,124.893
825.25474835,0.0288,0.0161,1.0137,1.082,-1.544,124.893
825.354748441,0.0269,0.019,1.0112,1.082,-1.544,124.893
825.454748513,0.0283,0.0215,1.0166,1.082,-1.538,124.893
825.554748548,0.0239,0.0161,1.0122,1.082,-1.544,124.893
825.654748564,0.0288,0.0249,1.0078,1.082,-1.538,124.893
825.754748599,0.0293,0.0234,1.0083,1.088,-1.538,124.893
825.854748639,0.0322,0.0225,1.0098,1.088,-1.538,124.893
825.954748661,0.0215,0.0112,1.0151,1.093,-1.538,124.893
826.054748683,0.0288,0.021,1.0117,1.099,-1.527,124.893
826.154748761,0.0312,0.0093,1.0205,1.099,-1.527,124.893
826.254748857,0.0269,0.0142,1.0161,1.099,-1.527,124.893
826.354748971,0.0269,0.0229,1.0088,1.104,-1.527,124.893
826.454748975,0.0298,0.0303,1.0083,1.11,-1.522,124.893
826.554749034,0.0249,0.0156,1.0112,1.115,-1.505,124.893
826.654749037,0.0269,0.0176,1.0122,1.115,-1.5,124.893
826.754749133,0.0249,0.0181,1.0117,1.115,-1.5,124.893
826.854749197,0.0293,0.0234,1.0088,1.115,-1.5,124.893
826.95474928,0.0215,0.0249,1.0063,1.11,-1.505,124.893
827.054749382,0.0273,0.019,1.0107,1.11,-1.511,124.893
827.15474941,0.0264,0.0073,1.0205,1.11,-1.511,124.893
827.254749419,0.0283,0.0156,1.0146,1.11,-1.511,124.893
827.354749466,0.0303,0.0122,1.0171,1.11,-1.505,124.893
827.454749567,0.0312,0.022,1.0098,1.115,-1.511,124.893
827.554749595,0.0293,0.0142,1.0171,1.115,-1.511,124.893
827.654749604,0.0303,0.0171,1.0142,1.115,-1.511,124.893
827.754749688,0.0225,0.0225,1.0112,1.121,-1.511,124.893
827.854749758,0.021,0.0347,1.0005,1.126,-1.511,124.893
827.954749792,0.0234,0.0249,1.0073,1.126,-1.511,124.893
828.054749845,0.0264,0.0225,1.0132,1.132,-1.516,124.893
828.154749934,0.0239,0.0181,1.0112,1.132,-1.516,124.893
828.254750024,0.0322,0.0093,1.0186,1.132,-1.516,124.893
828.354750076,0.0303,0.0205,1.0137,1.132,-1.516,124.893
828.454750129,0.0254,0.0283,1.0054,1.137,-1.516,124.893
828.554750237,0.0239,0.0269,1.0063,1.137,-1.522,124.893
828.654750308,0.0376,0.0054,1.0205,1.137,-1.522,124.893
828.754750342,0.0288,0.0303,1.0044,1.143,-1.511,124.893
828.854750364,0.0312,0.0308,1.0063,1.143,-1.511,124.893
828.95475046,0.0249,0.0234,1.0103,1.143,-1.511,124.893
829.054750464,0.021,0.0293,1.0024,1.148,-1.511,124.893
829.154750505,0.0278,0.0107,1.0171,1.154,-1.511,124.893
829.25475062,0.0249,0.0308,1.0029,1.154,-1.505,124.893
829.354750624,0.0332,0.0146,1.0151,1.154,-1.511,124.893
829.454750646,0.0254,0.0234,1.0112,1.154,-1.511,124.893
829.554750669,0.0195,0.0254,1.0059,1.154,-1.505,124.893
829.654750728,0.0332,0.02,1.0132,1.154,-1.505,124.893
829.754750732,0.0186,0.0195,1.0107,1.159,-1.5,124.893
829.85475076,0.043,0.0098,1.0215,1.159,-1.505,124.893
829.954750845,0.0225,0.0234,1.0098,1.159,-1.505,124.893
830.054750912,0.0215,0.0273,1.0068,1.159,-1.511,124.893
830.154750979,0.0312,0.0073,1.0195,1.159,-1.505,124.893
830.25475099,0.0151,0.0322,1.0054,1.159,-1.505,124.893
830.354751075,0.02,0.0225,1.0068,1.165,-1.5,124.893
830.454751142,0.0161,0.0156,1.0122,1.159,-1.505,124.893
830.55475119,0.0347,0.019,1.0142,1.159,-1.5,124.893
830.65475122,0.0244,0.0249,1.0083,1.165,-1.494,124.893
830.754751324,0.0371,0.0181,1.0151,1.165,-1.5,124.893
830.854751396,0.021,0.0137,1.0186,1.17,-1.494,124.893
830.954751471,0.022,0.0186,1.0117,1.17,-1.5,124.893
831.054751582,0.0288,0.0107,1.0205,1.176,-1.5,124.893
831.154751601,0.0322,0.0225,1.0132,1.176,-1.5,124.893
831.254751602,0.0195,0.0444,0.9956,1.176,-1.494,124.893
831.354751639,0.0234,0.0103,1.019,1.176,-1.5,124.893
831.454751732,0.0293,0.0225,1.0122,1.181,-1.5,124.893
831.554751843,0.0117,0.0327,1.0024,1.181,-1.489,124.893
831.654751844,0.0396,0.0151,1.0195,1.181,-1.5,124.893
831.754751918,0.0254,0.0146,1.0151,1.181,-1.494,124.893
831.854751962,0.021,0.0312,1.0049,1.17,-1.494,124.893
831.954751971,0.021,0.0166,1.0137,1.159,-1.494,124.893
832.054752053,0.0259,0.0161,1.0151,1.154,-1.5,124.893
832.15475208,0.0269,0.0195,1.0132,1.148,-1.5,124.893
832.254752145,0.0293,0.02,1.0127,1.148,-1.5,124.893
832.35475219,0.0278,0.0171,1.0137,1.148,-1.494,124.893
832.454752236,0.0239,0.0205,1.0117,1.143,-1.5,124.893
832.554752337,0.0234,0.0225,1.0103,1.143,-1.5,124.893
832.654752457,0.0249,0.0225,1.0098,1.143,-1.5,124.893
832.754752502,0.0273,0.0181,1.0127,1.143,-1.5,124.893
832.854752573,0.0278,0.0166,1.0161,1.143,-1.5,124.893
832.954752627,0.0283,0.0205,1.0112,1.143,-1.5,124.893
833.054752756,0.0264,0.021,1.0112,1.143,-1.5,124.893
833.154752829,0.0293,0.02,1.0127,1.143,-1.494,124.893
833.254752864,0.0229,0.0181,1.0132,1.137,-1.494,124.893
833.354752956,0.0259,0.0181,1.0137,1.137,-1.494,124.893
833.454753066,0.0269,0.0205,1.0112,1.137,-1.489,124.893
833.554753083,0.0225,0.0156,1.0186,1.137,-1.489,124.893
833.654753193,0.0278,0.02,1.0103,1.137,-1.489,124.893
833.754753265,0.0215,0.0186,1.0107,1.137,-1.483,124.893
833.854753308,0.0269,0.019,1.0137,1.137,-1.483,124.893
833.954753371,0.0171,0.0244,1.0059,1.137,-1.483,124.893
834.054753398,0.0195,0.0225,1.0093,1.137,-1.483,124.893
834.154753443,0.0293,0.0137,1.0122,1.137,-1.478,124.893
834.254753524,0.0356,0.021,1.0112,1.137,-1.478,124.893
