Time,Data
3.100945,0.02
3.459029,0.17
3.604323,0.43
3.71273,0.57
3.806591,0.67
3.891917,0.73
3.972077,0.78
4.04966,0.81
4.124456,0.84
4.195982,0.87
4.264705,0.91
4.332111,0.93
4.399917,0.92
4.468855,0.91
4.538894,0.89
4.609439,0.89
4.678664,0.9
4.745018,0.94
4.808267,0.99
4.869197,1.03
4.927979,1.06
4.985065,1.09
5.040894,1.12
5.096157,1.12
5.151445,1.12
5.207503,1.11
5.263726,1.11
5.320175,1.11
5.377563,1.09
5.435391,1.08
5.493363,1.08
5.551298,1.08
5.608548,1.09
5.66495,1.11
5.719771,1.13
5.773584,1.15
5.826126,1.19
5.877462,1.22
5.927799,1.24
5.977043,1.27
6.02576,1.28
6.074558,1.28
6.123359,1.28
6.172594,1.27
6.222411,1.25
6.272925,1.24
6.324016,1.22
6.375877,1.21
6.428364,1.19
6.481457,1.18
6.534792,1.17
6.588988,1.14
6.64381,1.13
6.699088,1.12
6.755047,1.12
6.81197,1.1
6.869962,1.08
6.92889,1.06
6.988454,1.05
7.048716,1.04
7.110027,1.02
7.172082,1.01
7.235063,0.99
7.299236,0.97
7.364374,0.96
7.430436,0.95
7.49721,0.94
7.565353,0.92
7.634464,0.9
7.704628,0.89
7.776122,0.87
7.849489,0.85
7.924903,0.83
8.0023,0.81
8.080821,0.8
8.16111,0.78
8.243354,0.76
8.327589,0.74
8.414301,0.72
8.503791,0.7
8.595398,0.68
8.688989,0.67
8.784762,0.65
8.883372,0.63
8.985311,0.61
9.089642,0.6
9.19796,0.57
9.311857,0.55
9.432276,0.52
9.558568,0.49
9.690238,0.47
9.829314,0.45
9.977719,0.42
10.137852,0.39
10.315971,0.35
10.518991,0.31
10.745481,0.28
10.991202,0.25
11.284371,0.21
11.671499,0.16
12.641962,0.06
13.395688,0.08
13.820894,0.15
14.276436,0.14
14.998913,0.09
