Time,PulseCounts1,PulseCounts2
3392.865130646,0.0,0.0
3392.915676181,0.0,0.0
3392.965872771,0.0,0.0
3393.016106306,0.0,0.0
3393.06622934,0.0,0.0
3393.116404856,0.0,0.0
3393.166559094,0.0,0.0
3393.216733258,0.0,0.0
3393.266914755,0.0,0.0
3393.317088549,0.0,0.0
3393.367271231,0.0,0.0
3393.417425654,0.0,0.0
3393.467602429,0.0,0.0
3393.517784001,0.0,0.0
3393.567957998,0.0,0.0
3393.618110218,0.0,0.0
3393.66829277,0.0,0.0
3393.718470656,0.0,0.0
3393.768641394,0.0,0.0
3393.818833281,0.0,0.0
3393.868984537,0.0,0.0
3393.919175757,0.0,0.0
3393.969336272,0.0,0.0
3394.019508936,0.0,0.0
3394.069679434,0.0,0.0
3394.119857949,0.0,0.0
3394.170045724,0.0,0.0
3394.220217055,0.0,0.0
3394.270380514,0.0,0.0
3394.32053966,0.0,0.0
3394.37068686,0.0,0.0
3394.420871543,0.0,0.0
3394.471050595,0.0,0.0
3394.521218,0.0,0.0
3394.571410534,0.0,0.0
3394.621560419,0.0,0.0
3394.671712694,0.0,0.0
3394.721872043,0.0,0.0
3394.772030818,0.0,0.0
3394.822212074,0.0,0.0
3394.872338812,0.0,0.0
3394.922525124,0.0,0.0
3394.97270375,0.0,0.0
3395.022855562,0.0,0.0
3395.073037985,0.0,0.0
3395.123235371,0.0,0.0
3395.173364905,0.0,0.0
3395.223518661,0.0,0.0
3395.273708843,0.0,0.0
3395.323890765,0.0,0.0
3395.374047799,0.0,0.0
3395.424223148,0.0,0.0
3395.474402515,0.0,0.0
3395.524586623,0.0,0.0
3395.574757675,0.0,0.0
3395.624932468,0.0,0.0
3395.675106761,0.0,0.0
3395.725250462,0.0,0.0
3395.77539981,0.0,0.0
3395.82553727,0.0,0.0
3395.875719082,0.0,0.0
3395.925900079,0.0,0.0
3395.976041742,0.0,0.0
3396.026198239,0.0,0.0
3396.076371291,0.0,0.0
3396.126547788,0.0,0.0
3396.176685914,0.0,0.0
3396.226879096,0.0,0.0
3396.27708587,0.0,0.0
3396.3272472,0.0,0.0
3396.377409363,0.0,0.0
3396.427595452,0.0,0.0
3396.477795097,0.0,0.0
3396.527979668,0.0,0.0
3396.578149368,0.0,0.0
3396.628330994,0.0,0.0
3396.678455268,0.0,0.0
3396.728651876,0.0,0.0
3396.778826706,0.0,0.0
3396.828972684,0.0,0.0
3396.879103754,0.0,0.0
3396.929255973,0.0,0.0
3396.979446285,0.0,0.0
3397.029633207,0.0,0.0
3397.079814444,0.0,0.0
3397.129981959,0.0,0.0
3397.180143659,0.0,0.0
3397.230341045,0.0,0.0
3397.280499893,0.0,0.0
3397.330693519,0.0,0.0
3397.380838626,0.0,0.0
3397.431026085,0.0,0.0
3397.481199156,0.0,0.0
3397.531332319,0.0,0.0
3397.581489815,0.0,0.0
3397.631657126,0.0,0.0
3397.681830548,0.0,0.0
3397.731972193,0.0,0.0
3397.782134485,0.0,0.0
3397.832285945,0.0,0.0
3397.882439033,0.0,0.0
3397.932585345,0.0,0.0
3397.982730878,0.0,0.0
3398.032879541,0.0,0.0
3398.083034315,0.0,0.0
3398.133226644,0.0,0.0
3398.18337727,0.0,0.0
3398.233526618,0.0,0.0
3398.283650484,0.0,0.0
3398.333844536,0.0,0.0
3398.384051902,0.0,0.0
3398.434244232,0.0,0.0
3398.484389487,0.0,0.0
3398.534570076,0.0,0.0
3398.584755257,0.0,0.0
3398.634945476,0.0,0.0
3398.685101675,0.0,0.0
3398.735249764,0.0,0.0
3398.785417834,0.0,0.0
3398.835606163,0.0,0.0
3398.885747622,0.0,0.0
3398.935901915,0.0,0.0
3398.986091781,0.0,0.0
3399.036237407,0.0,0.0
3399.086401755,0.0,0.0
3399.136580658,0.0,0.0
3399.186746969,0.0,0.0
3399.23690178,0.0,0.0
3399.287065423,0.0,0.0
3399.337214271,0.0,0.0
3399.387379897,0.0,0.0
3399.437536226,0.0,0.0
3399.487707629,0.0,0.0
3399.537866643,0.0,0.0
3399.58799488,0.0,0.0
3399.63815332,0.0,0.0
3399.688333038,0.0,0.0
3399.738497201,0.0,0.0
3399.788654678,0.0,0.0
3399.838794563,0.0,0.0
3399.88893754,0.0,0.0
3399.939117202,0.0,0.0
3399.989282717,0.0,0.0
3400.039412194,0.0,0.0
3400.089611171,0.0,0.0
3400.139723074,0.0,0.0
3400.18989457,0.0,0.0
3400.240020269,0.0,0.0
3400.29018295,0.0,0.0
3400.340301334,0.0,0.0
3400.390451423,0.0,0.0
3400.440610918,0.0,0.0
3400.490728043,0.0,0.0
3400.540913706,0.0,0.0
3400.591080701,0.0,0.0
3400.641211215,0.0,0.0
3400.691387859,0.0,0.0
3400.74156504,0.0,0.0
3400.791730202,0.0,0.0
3400.841899253,0.0,0.0
3400.892106156,0.0,0.0
3400.942300282,0.0,0.0
3400.992485629,0.0,0.0
3401.042647495,0.0,0.0
3401.092824713,0.0,0.0
3401.142998579,0.0,0.0
3401.193255389,0.0,0.0
3401.243408903,0.0,0.0
3401.293590232,0.0,0.0
3401.343760912,0.0,0.0
3401.393944889,0.0,0.0
3401.444098551,0.0,0.0
3401.494313102,0.0,0.0
3401.544501635,0.0,0.0
3401.594681778,0.0,0.0
3401.64484281,0.0,0.0
3401.695055584,0.0,0.0
3401.745184375,0.0,0.0
3401.795353741,0.0,0.0
3401.845499088,0.0,0.0
3401.895688602,0.0,0.0
3401.945839375,0.0,0.0
3401.996027704,0.0,0.0
3402.046245144,0.0,0.0
3402.09642688,0.0,0.0
3402.146591968,0.0,0.0
3402.196768611,0.0,0.0
3402.246915588,0.0,0.0
3402.297063768,0.0,0.0
3402.347237411,0.0,0.0
3402.397401795,0.0,0.0
3402.447539901,0.0,0.0
3402.49770773,0.0,0.0
3402.547889947,0.0,0.0
3402.598063313,0.0,0.0
3402.648267438,0.0,0.0
3402.698499451,0.0,0.0
3402.748654928,0.0,0.0
3402.798879997,0.0,0.0
3402.848991844,0.0,0.0
3402.899206543,0.0,0.0
3402.94935076,0.0,0.0
3402.999513107,0.0,0.0
3403.049705806,0.0,0.0
3403.099894709,0.0,0.0
3403.150046315,0.0,0.0
3403.200197773,0.0,0.0
3403.250395731,0.0,0.0
3403.300537337,0.0,0.0
3403.350672757,0.0,0.0
3403.400834345,0.0,0.0
3403.451004377,0.0,0.0
3403.501156075,0.0,0.0
3403.551327793,0.0,0.0
3403.601479491,0.0,0.0
3403.651662634,0.0,0.0
3403.701819351,0.0,0.0
3403.751964457,0.0,0.0
3403.802154897,0.0,0.0
3403.852335577,0.0,0.0
3403.902500127,0.0,0.0
3403.952702307,0.0,0.0
3404.002872821,0.0,0.0
3404.053316779,0.0,0.0
3404.10350333,0.0,0.0
3404.153655065,0.0,0.0
3404.203812689,0.0,0.0
3404.254002166,0.0,0.0
3404.304200438,0.0,0.0
3404.354365155,0.0,0.0
3404.404518001,0.0,0.0
3404.454663811,0.0,0.0
3404.504848713,0.0,0.0
3404.554998522,0.0,0.0
3404.605170684,0.0,0.0
3404.655317382,0.0,0.0
3404.705471469,0.0,0.0
3404.755656464,0.0,0.0
3404.805843662,0.0,0.0
3404.856018972,0.0,0.0
3404.906207485,0.0,0.0
3404.95638235,0.0,0.0
3405.006574252,0.0,0.0
3405.056745099,0.0,0.0
3405.106949668,0.0,0.0
3405.157073236,0.0,0.0
3405.207240082,0.0,0.0
3405.25742904,0.0,0.0
3405.307585757,0.0,0.0
3405.357731658,0.0,0.0
3405.407902264,0.0,0.0
3405.458092907,0.0,0.0
3405.508247012,0.0,0.0
3405.558422895,0.0,0.0
3405.608593445,0.0,0.0
3405.658764718,0.0,0.0
3405.708920249,0.0,0.0
3405.759091151,0.0,0.0
3405.809251775,0.0,0.0
3405.859429677,0.0,0.0
3405.909582782,0.0,0.0
3405.95972824,0.0,0.0
3406.00997429,0.0,0.0
3406.06008184,0.0,0.0
3406.110261982,0.0,0.0
3406.160453273,0.0,0.0
3406.210617137,0.0,0.0
3406.260774002,0.0,0.0
3406.310955848,0.0,0.0
3406.361111879,0.0,0.0
3406.411279355,0.0,0.0
3406.461433942,0.0,0.0
3406.511626492,0.0,0.0
3406.561822449,0.0,0.0
3406.612027369,0.0,0.0
3406.662225586,0.0,0.0
3406.712375043,0.0,0.0
3406.762542481,0.0,0.0
3406.812751624,0.0,0.0
3406.862931859,0.0,0.0
3406.913124834,0.0,0.0
3406.963324977,0.0,0.0
3407.013474915,0.0,0.0
3407.063634669,0.0,0.0
3407.113806163,0.0,0.0
3407.163990676,0.0,0.0
3407.214170466,0.0,0.0
3407.26435159,0.0,0.0
3407.314538269,0.0,0.0
3407.364729911,0.0,0.0
3407.414908683,0.0,0.0
3407.465084269,0.0,0.0
3407.515242578,0.0,0.0
3407.565419942,0.0,0.0
3407.615583788,0.0,0.0
3407.665752579,0.0,0.0
3407.715951721,0.0,0.0
3407.766136807,0.0,0.0
3407.816299857,0.0,0.0
3407.866488332,0.0,0.0
3407.916689752,0.0,0.0
3407.966856043,0.0,0.0
3408.017019851,0.0,0.0
3408.067203234,0.0,0.0
3408.117388302,0.0,0.0
3408.167556055,0.0,0.0
3408.217715919,0.0,0.0
3408.267889821,0.0,0.0
3408.318053425,0.0,0.0
3408.368214586,0.0,0.0
3408.418381302,0.0,0.0
3408.468533407,0.0,0.0
3408.518705734,0.0,0.0
3408.568875413,0.0,0.0
3408.619031369,0.0,0.0
3408.669200178,0.0,0.0
3408.719387598,0.0,0.0
3408.769564536,0.0,0.0
3408.819751659,0.0,0.0
3408.869939283,0.0,0.0
3408.92013048,0.0,0.0
3408.9702894,0.0,0.0
3409.020435838,0.0,0.0
3409.070633572,0.0,0.0
3409.120816585,0.0,0.0
3409.170976912,0.0,0.0
3409.221182109,0.0,0.0
3409.271351213,0.0,0.0
3409.321524003,0.0,0.0
3409.371724756,0.0,0.0
3409.421899231,0.0,0.0
3409.472105595,0.0,0.0
3409.522315033,0.0,0.0
3409.572446582,0.0,0.0
3409.622629983,0.0,0.0
3409.672775125,0.0,0.0
3409.722955878,0.0,0.0
3409.773123649,0.0,0.0
3409.823276846,0.0,0.0
3409.873476228,0.0,0.0
3409.923650537,0.0,0.0
3409.973801215,0.0,0.0
