Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
3392.987614384,-0.0532,0.1338,1.0034,7.548,3.016,-73.328,,,,-10488,4401,-234
3393.087614508,-0.0532,0.1333,1.0049,7.548,3.01,-73.328,0.0,0.0,0.0,-10483,4418,-225
3393.187614521,-0.0513,0.1328,1.0034,7.548,3.01,-73.328,0.0,0.0,0.0,-10450,4428,-209
3393.28761457,-0.0513,0.1328,1.0034,7.548,3.016,-73.328,0.0,0.0,0.0,-10449,4430,-194
3393.387616879,-0.0542,0.1328,1.0044,7.553,3.01,-73.328,0.0,0.0,0.0,-10436,4435,-174
3393.487616965,-0.0522,0.1333,1.0029,7.548,3.01,-73.328,0.0,0.0,0.0,-10443,4435,-179
3393.587617089,-0.0542,0.1323,1.0054,7.548,3.01,-73.328,0.0,0.0,0.0,-10461,4431,-188
3393.687617175,-0.0527,0.1333,1.0029,7.548,3.01,-73.328,0.0,0.0,0.0,-10452,4428,-205
3393.787617299,-0.0527,0.1323,1.0054,7.548,3.01,-73.328,0.0,0.0,0.0,-10456,4435,-199
3393.88761733,-0.0547,0.1338,1.0034,7.553,3.01,-73.328,0.0,0.0,0.0,-10450,4425,-193
3393.987628898,-0.0518,0.1333,1.0044,7.548,3.01,-73.328,0.0,0.0,0.0,-10451,4435,-182
3394.087629021,-0.0542,0.1333,1.0034,7.553,3.01,-73.328,0.0,0.0,0.0,-10432,4420,-189
3394.187629089,-0.0537,0.1323,1.0054,7.553,3.01,-73.328,0.0,0.0,0.0,-10438,4433,-190
3394.287629212,-0.0527,0.1333,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10461,4427,-219
3394.387629261,-0.0547,0.1338,1.0049,7.553,3.01,-73.328,0.0,0.0,0.0,-10434,4443,-183
3394.487629347,-0.0527,0.1333,1.0044,7.553,3.01,-73.328,0.0,0.0,0.0,-10441,4431,-186
3394.587629396,-0.0532,0.1333,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10454,4436,-179
3394.687629463,-0.0527,0.1323,1.0059,7.553,3.01,-73.328,0.0,0.0,0.0,-10447,4432,-178
3394.787629475,-0.0522,0.1338,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10434,4436,-187
3394.88762958,-0.0532,0.1318,1.0054,7.553,3.01,-73.328,0.0,0.0,0.0,-10433,4432,-192
3394.987629684,-0.0542,0.1338,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10442,4446,-187
3395.087629733,-0.0522,0.1328,1.0044,7.553,3.01,-73.328,0.0,0.0,0.0,-10446,4447,-167
3395.187629745,-0.0547,0.1328,1.0034,7.553,3.01,-73.328,0.0,0.0,0.0,-10437,4439,-155
3395.287629849,-0.0527,0.1323,1.0049,7.553,3.01,-73.328,0.0,0.0,0.0,-10435,4442,-186
3395.387629879,-0.0527,0.1333,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10440,4442,-188
3395.487629946,-0.0527,0.1333,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10437,4432,-195
3395.58763005,-0.0522,0.1338,1.0044,7.553,3.01,-73.328,0.0,0.0,0.0,-10439,4436,-186
3395.687630099,-0.0537,0.1328,1.0049,7.553,3.01,-73.328,0.0,0.0,0.0,-10427,4428,-176
3395.787630221,-0.0537,0.1328,1.0049,7.553,3.01,-73.328,0.0,0.0,0.0,-10438,4437,-199
3395.887630344,-0.0532,0.1333,1.0034,7.553,3.01,-73.328,0.0,0.0,0.0,-10434,4437,-182
3395.987630411,-0.0532,0.1328,1.0054,7.553,3.01,-73.328,0.0,0.0,0.0,-10431,4427,-204
3396.0876317,-0.0532,0.1328,1.0054,7.553,3.01,-73.328,0.0,0.0,0.0,-10428,4438,-193
3396.187639563,-0.0532,0.1323,1.0054,7.548,3.01,-73.328,0.0,0.0,0.0,-10423,4429,-201
3396.287639685,-0.0532,0.1338,1.0039,7.548,3.01,-73.328,0.0,0.0,0.0,-10426,4438,-170
3396.387639789,-0.0532,0.1338,1.0039,7.548,3.01,-73.328,0.0,0.0,0.0,-10424,4424,-180
3396.487645615,-0.0532,0.1333,1.0044,7.548,3.01,-73.328,0.0,0.0,0.0,-10427,4436,-183
3396.587645626,-0.0527,0.1323,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10422,4439,-179
3396.687645729,-0.0527,0.1323,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10429,4439,-161
3396.787645814,-0.0537,0.1328,1.0039,7.553,3.01,-73.328,0.0,0.0,0.0,-10450,4441,-178
