Time,Lat,Long,Alt,Speed,Sats
983.301764761,0,0,0,0,0
983.425996237,39.764383,-105.226218,1786.3,1.35,6
983.526872101,39.764383,-105.226218,1786.3,1.36,6
983.628885465,39.764383,-105.226218,1786.3,1.36,6
983.735707797,39.764383,-105.226218,1786.3,1.35,6
983.841743999,39.764383,-105.226216,1786.3,1.35,6
983.941934547,39.764383,-105.226216,1786.3,1.35,6
984.045479617,39.764383,-105.226216,1786.3,1.35,6
984.148379798,39.764383,-105.226215,1786.3,1.35,6
984.248601624,39.764383,-105.226215,1786.3,1.35,6
984.351671305,39.764383,-105.226215,1786.3,1.35,6
984.454772615,39.764383,-105.226215,1786.3,1.35,6
984.554941941,39.764383,-105.226213,1786.3,1.34,6
984.657935196,39.764383,-105.226213,1786.3,1.34,6
984.758146059,39.764383,-105.226213,1786.3,1.34,6
984.861200628,39.764383,-105.226213,1786.3,1.33,6
984.961209325,39.764383,-105.226213,1786.3,1.32,6
985.06428069,39.764383,-105.226213,1786.3,1.32,6
985.164436609,39.764381,-105.226211,1786.3,1.31,6
985.26463975,39.764381,-105.226211,1786.3,1.3,6
985.367634301,39.764381,-105.226211,1786.3,1.3,6
985.46959337,39.764383,-105.226211,1786.3,1.3,6
985.570169252,39.764381,-105.22621,1786.3,1.29,6
985.671307986,39.764383,-105.22621,1786.4,1.3,6
985.771350183,39.764383,-105.22621,1786.4,1.3,6
985.874356567,39.764383,-105.226208,1786.4,1.3,6
985.977666414,39.764383,-105.226208,1786.4,1.3,6
986.077749129,39.764383,-105.226208,1786.4,1.3,6
986.180897903,39.764383,-105.226206,1786.4,1.3,6
986.281024729,39.764381,-105.226206,1786.4,1.31,6
986.381085592,39.764381,-105.226206,1786.4,1.31,6
986.48209066,39.764383,-105.226205,1786.4,1.31,6
986.584195117,39.764383,-105.226205,1786.4,1.31,6
986.684387295,39.764383,-105.226205,1786.4,1.31,6
986.787509309,39.764383,-105.226205,1786.4,1.31,6
986.887537709,39.764383,-105.226205,1786.4,1.3,6
986.987843702,39.764385,-105.226205,1786.4,1.3,6
987.088347047,39.764386,-105.226205,1786.4,1.3,6
987.188658115,39.764388,-105.226205,1786.4,1.3,6
987.288968052,39.764388,-105.226205,1786.4,1.29,6
987.391604547,39.76439,-105.226205,1786.4,1.29,6
987.494757191,39.76439,-105.226205,1786.4,1.29,6
987.595250813,39.764391,-105.226205,1786.4,1.29,6
987.699170198,39.764391,-105.226206,1786.4,1.28,6
987.800166025,39.764393,-105.226206,1786.4,1.28,6
987.901872371,39.764395,-105.226206,1786.4,1.28,6
988.003939921,39.764395,-105.226206,1786.4,1.27,6
988.104258359,39.764396,-105.226206,1786.4,1.27,6
988.206615298,39.764398,-105.226206,1786.4,1.27,6
988.30705668,39.764398,-105.226206,1786.4,1.27,6
988.407675544,39.7644,-105.226206,1786.4,1.28,6
988.507741259,39.7644,-105.226206,1786.4,1.29,6
988.610319495,39.764401,-105.226206,1786.4,1.29,6
988.710734951,39.764403,-105.226206,1786.4,1.3,6
988.811571629,39.764403,-105.226206,1786.4,1.31,6
988.914305384,39.764405,-105.226208,1786.4,1.31,6
989.016631286,39.764405,-105.226208,1786.4,1.31,6
989.116909982,39.764405,-105.226208,1786.4,1.3,6
989.218897995,39.764406,-105.226208,1786.4,1.3,6
