Time,Raw Value,Voltage
1616.942436011,0
1616.948495124,14784
1616.954419754,14784
1616.958200915,14784
1616.960278625,14784
1616.962161335,14784
1616.963730266,14784
1616.965308771,14784
1616.966889925,14784
1616.96847343,14784
1616.970041787,14784
1616.971606533,14800
1616.973176297,14784
1616.974745821,14784
1616.97642866,14784
1616.977999757,14784
1616.979561225,14784
1616.981137842,14784
1616.982689551,14784
1616.984241315,14768
1616.985797653,14784
1616.987355455,14784
1616.988927997,14784
1616.990499354,14784
1616.992071711,14784
1616.993632809,14800
1616.995196906,14784
1616.996765282,14784
1616.998320435,14784
1616.999875718,14800
1617.001426945,14784
1617.002982358,14784
1617.004541567,14800
1617.006096072,14784
1617.007661281,14784
1617.009236841,14784
1617.010805828,14768
1617.012312555,14784
1617.013872968,14784
1617.015426399,14768
1617.01699583,14784
1617.018545853,14784
1617.020102433,14784
1617.021658067,14768
1617.023224665,14784
1617.024795855,14784
1617.026357323,14784
1617.027926069,14784
1617.029486871,14784
1617.031050876,14784
1617.032610418,14784
1617.034172164,14784
1617.035739373,14800
1617.037303119,14784
1617.038857235,14784
1617.040426018,14784
1617.042000338,14784
1617.048421174,14768
1617.054444916,14784
1617.058319132,14784
1617.060014712,14784
1617.061588254,14800
1617.063172685,14800
1617.064744449,14800
1617.066321121,14784
1617.067898645,14784
1617.069484817,14800
1617.071055044,14784
1617.07263142,14784
1617.074210147,14784
1617.0758023,14784
1617.077374694,14784
1617.078949274,14784
1617.080512464,14784
1617.082066765,14784
1617.083607122,14784
1617.085184128,14800
1617.086765707,14784
1617.088348693,14784
1617.089924421,14784
1617.091499167,14784
1617.093075098,14800
1617.094652177,14784
1617.096178052,14784
1617.097770891,14784
1617.099338267,14784
1617.100913716,14784
1617.102489444,14784
1617.10406493,14784
1617.105646343,14784
1617.107223681,14784
1617.108800538,14768
1617.110377432,14784
1617.11195466,14784
1617.113529313,14784
1617.115111874,14784
1617.116700194,14832
1617.118275606,14784
1617.119851389,14784
1617.121438061,14784
1617.123025437,14784
1617.124615516,14800
1617.12619691,14784
1617.127776119,14784
1617.129360884,14784
1617.13093287,14784
1617.132461375,14816
1617.134039584,14784
1617.135629312,14784
1617.137202835,14784
1617.138778877,14784
1617.14037342,14784
1617.14196924,14784
1617.148399502,14784
1617.154459651,14800
1617.158285256,14784
1617.159857965,14800
1617.161476785,14784
1617.163070309,14784
1617.16465261,14784
1617.16623393,14784
1617.167819862,14784
1617.16940757,14784
1617.170994335,14784
1617.172571655,14800
1617.174141771,14784
1617.175716925,14784
1617.177293782,14784
1617.178984843,14816
1617.180561552,14800
1617.18213602,14784
1617.183717858,14784
1617.185289326,14784
1617.186865998,14784
1617.18843854,14784
1617.190021971,14784
1617.191601903,14784
1617.193177315,14768
1617.194748617,14800
1617.196318844,14784
1617.197891831,14784
1617.199461669,14784
1617.201035748,14784
1617.202595865,14784
1617.204156481,14784
1617.205724801,14784
1617.207279639,14784
1617.208845441,14800
1617.210426964,14784
1617.211997099,14784
1617.213553715,14784
1617.215059535,14784
1617.21662117,14784
1617.218188286,14800
1617.219765439,14784
1617.221339963,14784
1617.222917839,14800
1617.224486659,14784
1617.226060756,14784
1617.227632317,14784
1617.2292131,14768
1617.230789976,14784
1617.23237874,14784
1617.233955116,14784
1617.235537324,14800
1617.237121719,14784
1617.238704242,14784
1617.240274988,14784
1617.241873493,14784
1617.24846383,14784
1617.255325667,14784
1617.258339881,14784
1617.259934275,14784
1617.261519317,14800
1617.263048581,14784
1617.264626327,14784
1617.266206018,14784
1617.26779243,14784
1617.269375528,14784
1617.27095483,14784
1617.272526242,14784
1617.274106766,14784
1617.275680956,14784
1617.277260517,14784
1617.278836207,14784
1617.280407212,14768
1617.281950477,14784
1617.283484834,14784
1617.285049691,14800
1617.286629307,14784
1617.288202627,14784
1617.289777521,14784
1617.291351007,14784
1617.292937087,14784
1617.294524036,14784
1617.296112912,14800
1617.297689028,14800
1617.2993927,14784
1617.30096815,14784
1617.302552933,14784
1617.304148846,14784
1617.305745555,14784
1617.307321319,14784
1617.308902009,14784
1617.310489959,14784
1617.312082964,14784
1617.313670507,14784
1617.315253382,14768
1617.316843591,14784
1617.318423596,14784
1617.319981453,14784
1617.321541347,14784
1617.323098186,14784
1617.324659135,14768
1617.326209344,14784
1617.327749886,14784
1617.329287835,14816
1617.330854637,14800
1617.332414253,14768
1617.33395974,14784
1617.335450078,14784
1617.336994009,14768
1617.338548125,14784
1617.339978056,14784
1617.341555042,14784
1617.348348324,14784
1617.354420992,14784
1617.358294764,14784
1617.35987575,14784
1617.361451737,14800
1617.363025446,14768
1617.364612192,14784
1617.366181142,14784
1617.367747387,14800
1617.369312189,14784
1617.370875953,14784
1617.372450718,14784
1617.374023445,14800
1617.375593839,14784
1617.377165937,14784
1617.378737831,14784
1617.380300688,14784
1617.381873841,14784
1617.38360731,14784
1617.385175296,14784
1617.386744283,14784
1617.388317658,14800
1617.389906127,14784
1617.39149165,14784
1617.393060952,14784
1617.394635605,14784
1617.396206388,14784
1617.397793134,14784
1617.399362343,14784
1617.400955978,14784
1617.402536964,14784
1617.404120303,14784
1617.405687827,14784
1617.407279035,14784
1617.408846855,14784
1617.410424305,14784
1617.41197794,14768
1617.413553982,14784
1617.41512008,14784
1617.416687751,14784
1617.418254071,14768
1617.41976278,14784
1617.421338044,14784
1617.422914068,14784
1617.424499055,14784
1617.426071116,14784
1617.427643491,14784
1617.429213237,14784
1617.430792853,14800
1617.432353155,14784
1617.433915919,14784
1617.435482554,14784
1617.437044355,14784
1617.438608786,14784
1617.440177143,14768
1617.441779278,14784
1617.448365874,14784
1617.454441727,14784
1617.458319925,14784
1617.459899467,14768
1617.461469639,14768
1617.463052292,14800
1617.46461826,14784
1617.466314136,14784
1617.467888975,14784
1617.469456776,14784
1617.4710168,14784
1617.472597694,14784
1617.474179051,14800
1617.475749278,14784
1617.477326506,14800
1617.478894603,14784
1617.48048909,14800
1617.48203004,14784
1617.483575897,14800
1617.485147716,14784
1617.486724333,14784
1617.488295653,14784
1617.489868362,14784
1617.491453367,14784
1617.493028927,14784
1617.494607025,14784
1617.496179771,14768
1617.497750554,14784
1617.49933593,14784
1617.500917194,14784
1617.502445051,14784
1617.504035093,14784
1617.505616395,14784
1617.507191363,14784
1617.508769442,14784
1617.510346021,14784
1617.511926675,14784
1617.51350255,14784
1617.515084,14800
1617.516660097,14784
1617.518234955,14784
1617.519813534,14784
1617.521374298,14784
1617.522954951,14800
1617.524537549,14784
1617.526130777,14800
1617.527699578,14784
1617.529278768,14784
1617.530849737,14784
1617.532424427,14784
1617.534004617,14784
1617.535583437,14784
1617.537157091,14768
1617.538676392,14784
1617.540275656,14784
1617.541861162,14784
1617.548385016,14784
1617.554390851,14784
1617.558270252,14784
1617.559837609,14784
1617.561401726,14784
1617.562987342,14784
1617.564553347,14784
1617.566128723,14784
