Time,Raw Value,Voltage
664.743916896,0,0
664.749107419,0,0.0
664.75408459,16,0.0
664.758169612,0,0.002
664.761847096,0,0.0
664.765512544,0,0.002
664.768780898,16,0.0
664.772159957,0,0.002
664.775436071,0,0.0
664.778708555,0,0.0
664.781968539,0,0.0
664.785223505,0,0.0
664.788471193,0,0.0
664.791727862,0,0.0
664.79497881,0,0.0
664.798254294,0,0.0
664.801521556,0,0.0
664.804772818,0,0.0
664.808038395,0,0.0
664.811420564,0,0.002
664.814672475,0,0.0
664.817895163,0,0.0
664.821174276,16,0.0
664.824418761,0,0.0
664.827673226,16,0.0
664.830936488,0,0.0
664.834170825,0,-0.002
664.837429605,0,-0.002
664.846672632,0,0.0
664.852801137,0,-0.002
664.856758473,16,0.0
664.859987939,0,0.0
664.863259461,16,0.0
664.866498019,16,0.0
664.869841485,0,-0.002
664.873001561,0,0.0
664.876103694,0,0.0
664.879236956,0,0.0
664.882381718,0,-0.002
664.88551998,16,0.0
664.88861539,0,0.0
664.891708337,0,-0.002
664.894902543,0,0.0
664.898002694,0,0.0
664.9011039,16,0.0
664.904206625,0,0.0
664.907300739,0,0.0
664.910389241,16,0.0
664.91349267,0,0.002
664.916606228,0,0.0
664.91971499,32,0.002
664.922812678,0,0.0
664.92591981,0,-0.002
664.929041109,0,0.002
664.932283445,0,0.0
664.935403967,16,0.0
664.942581028,0,0.0
664.948614348,0,0.0
664.952494907,0,0.0
664.955632428,16,0.002
664.958753449,16,0.0
664.961874137,0,0.002
664.964971992,0,0.0
664.96808968,0,0.002
664.971307868,0,0.0
664.974445074,0,0.0
664.977701503,0,0.0
664.980852746,16,0.0
664.983989915,16,0.0
664.98713464,0,0.0
664.990274995,0,0.002
664.993425627,0,0.0
664.996567167,0,-0.002
664.999714244,0,0.002
665.002834228,0,0.0
665.005970342,0,0.0
665.009103881,16,0.0
665.012210939,0,0.002
665.015428127,0,0.0
665.018604371,0,0.0
665.021750799,0,0.0
665.024883358,0,0.0
665.028026064,0,0.0
665.031159382,0,0.002
665.034292162,0,0.0
665.042606762,16,0.0
665.048602933,0,0.0
665.052555807,0,0.0
665.055709032,0,0.0
665.058965646,0,-0.002
665.062116945,16,0.0
665.065250151,0,0.002
665.06838771,0,0.002
665.071510823,16,0.0
665.074618715,16,0.0
665.077740199,16,0.0
665.08084835,0,0.0
665.083951519,0,0.002
665.0870848,0,-0.002
665.090190376,0,-0.002
665.09329299,0,0.0
665.096531548,0,-0.002
665.099666736,0,0.0
665.102796813,0,0.0
665.105926279,16,0.0
665.109052281,0,-0.002
665.112197784,0,0.002
665.11532612,0,0.0
665.118469826,0,0.0
665.121602718,0,0.0
665.124726961,0,0.0
665.127824483,0,-0.002
665.130963948,0,0.0
665.134211173,0,0.0
665.14155642,16,0.002
665.147599851,0,0.0
665.15130928,0,0.0
665.154426857,0,0.0
665.157576601,16,-0.002
665.16071977,0,0.0
665.16385855,0,0.002
665.166994442,16,0.0
665.170163408,0,0.0
665.173307355,0,0.0
665.176420598,16,0.0
665.179712157,0,0.0
665.182852548,16,0.0
665.186012292,0,0.0
665.189162553,0,0.0
665.192319667,16,-0.002
665.195464985,16,0.0
665.198615913,0,-0.002
665.201774435,0,0.0
665.20491953,0,0.0
665.208067829,0,0.002
665.211222665,0,0.0
665.214480131,0,0.0
665.217621633,0,-0.002
665.220756766,0,0.002
665.223883713,0,0.002
665.227012882,0,0.0
665.230144551,16,-0.002
665.233292184,16,0.0
665.241606024,0,0.0
665.247583992,16,0.0
665.251284458,16,0.0
665.254428183,0,-0.002
665.25758613,0,-0.002
665.260842392,0,0.0
665.26398134,0,-0.002
665.267113935,16,0.002
665.270300419,0,0.0
665.273441922,0,0.002
665.276563665,0,-0.002
665.27970676,16,-0.002
665.282842893,0,0.0
665.285971488,0,0.0
665.289103602,0,0.0
665.292250475,0,0.002
665.295390403,16,0.0
665.298635962,16,0.0
665.301777094,0,-0.002
665.304907967,0,0.0
665.308062692,0,-0.002
665.311214158,0,0.0
665.314361216,0,0.0
665.317487515,0,0.0
665.320619332,0,0.0
665.323750076,0,0.0
665.32689269,0,0.002
665.33002684,16,0.0
665.333180139,0,0.0
665.341685832,0,-0.002
665.347571392,0,0.0
665.351274321,0,0.0
665.35441638,16,0.0
665.35757379,0,-0.002
665.360724144,0,0.0
665.36386161,0,0.002
665.367023927,16,0.0
665.370220282,0,-0.002
665.373359229,0,0.002
665.376490399,0,0.0
665.379743124,0,-0.002
665.382898978,16,0.0
665.386053907,0,0.0
665.389210539,16,0.0
665.392347245,0,0.0
665.395505655,0,0.0
665.398657695,16,0.0
665.401809957,0,0.0
665.404957312,16,0.0
665.408090759,0,0.0
665.411224447,0,-0.002
665.414364857,0,0.002
665.417598693,0,0.0
665.420743103,0,0.002
665.423879735,16,0.0
665.427016719,0,0.0
665.430162889,0,0.002
665.433317688,0,-0.002
665.441587195,0,0.0
665.44765033,16,-0.002
665.451380796,0,-0.002
665.454528373,0,0.0
665.457673912,0,0.0
665.460818415,0,0.0
665.464081825,0,0.0
665.467222772,16,-0.002
665.470399868,0,0.0
665.47353987,0,-0.002
665.476684373,0,0.0
665.479825098,16,0.0
665.482972304,0,0.002
665.486125862,0,0.0
665.489295013,0,0.0
665.492441794,0,0.0
665.495591315,0,0.0
665.498727984,0,0.0
665.501982283,16,0.0
665.505110286,16,0.002
665.508239585,16,0.0
665.511377569,0,-0.002
665.514526794,0,0.0
665.517653815,0,0.0
665.520797966,0,0.0
665.523921043,0,0.0
665.527060823,0,0.002
665.530205752,0,0.0
665.533356403,16,0.002
665.541689595,0,0.0
665.547594433,0,0.0
665.551297288,0,0.002
665.554450254,16,0.0
665.557583998,32,0.0
665.560715685,0,0.002
665.563860762,0,0.0
665.567007839,0,-0.002
665.570227934,0,0.002
665.573356085,0,0.0
665.576489847,0,-0.002
665.579625831,0,0.002
665.582895852,16,0.002
665.586049726,0,-0.002
665.58919108,0,0.0
665.592341101,0,0.0
665.595489937,0,0.0
665.598638125,16,0.0
665.601772035,0,0.004
665.604894538,16,0.0
665.608016855,0,0.002
665.611152358,16,0.0
665.614286527,0,0.002
665.617447956,0,0.002
665.620697403,0,0.0
665.623837406,0,0.002
