Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
664.686766051,0,0,0,0,0,0
664.849514986,0.0068,-0.249,0.9795,-14.255,-0.341,167.075
664.952503351,0.0063,-0.249,0.9795,-14.255,-0.341,167.075
665.052563844,0.0059,-0.2485,0.9795,-14.255,-0.341,167.075
665.154434598,0.0059,-0.2485,0.9795,-14.255,-0.341,167.075
665.254436109,0.0068,-0.2485,0.9795,-14.255,-0.341,167.075
665.357581031,0.0054,-0.249,0.979,-14.255,-0.341,167.075
665.457681097,0.0054,-0.2495,0.979,-14.255,-0.341,167.075
665.560725037,0.0063,-0.248,0.979,-14.255,-0.341,167.075
665.660980845,0.0059,-0.249,0.979,-14.255,-0.341,167.075
665.764083766,0.0054,-0.249,0.979,-14.255,-0.341,167.075
665.866922484,0.0054,-0.2485,0.9795,-14.255,-0.341,167.075
665.967150143,0.0059,-0.2495,0.9795,-14.255,-0.341,167.075
666.070080565,0.0054,-0.2485,0.9795,-14.26,-0.341,167.075
666.170489872,0.0078,-0.251,0.9844,-14.249,-0.335,167.069
666.273359127,0.0068,-0.2505,0.9771,-14.244,-0.319,167.069
666.376242381,0.0054,-0.2451,0.9771,-14.216,-0.313,167.064
666.476324504,0.0044,-0.2568,0.9829,-14.2,-0.308,167.064
666.577418331,0.0078,-0.2495,0.979,-14.128,-0.286,167.064
666.677602027,0.0024,-0.2446,0.981,-14.09,-0.269,167.042
666.780517837,0.0049,-0.249,0.9805,-14.101,-0.275,167.02
666.882615202,0.002,-0.2407,0.98,-14.112,-0.264,166.987
666.985805642,0.0024,-0.2451,0.9829,-14.139,-0.269,166.959
667.088275026,0.0044,-0.251,0.9814,-14.227,-0.28,166.932
667.188467075,0.0054,-0.2485,0.9775,-14.222,-0.324,166.91
667.289356864,0.0034,-0.2427,0.9814,-14.178,-0.352,166.888
667.392506693,0.0049,-0.2412,0.9814,-14.134,-0.357,166.866
667.495623429,0.0117,-0.2593,0.9814,-14.095,-0.308,166.822
667.595691033,0.001,-0.2402,0.9819,-14.073,-0.269,166.794
667.698696084,0.0015,-0.2388,0.978,-14.057,-0.22,166.761
667.79904217,-0.0029,-0.2339,0.9775,-14.079,-0.198,166.734
667.90181072,0.001,-0.2432,0.9795,-14.117,-0.203,166.701
668.003926122,0.0103,-0.2578,0.9849,-14.128,-0.231,166.674
668.10502756,0.002,-0.2437,0.9795,-14.117,-0.242,166.652
