Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ
2102.889896016,0,0,0,0,0,0
2103.010887556,,,,,,
2103.111248496,-0.0498,-0.0005,1.0093,-0.027,2.84,-101.448
2103.21206281,-0.0493,0.0,1.0088,-0.027,2.84,-101.448
2103.312066746,-0.0493,-0.0005,1.0088,-0.027,2.84,-101.448
2103.413378842,-0.0498,-0.0005,1.0083,-0.027,2.84,-101.448
2103.514149767,-0.0493,-0.0005,1.0098,-0.027,2.84,-101.448
2103.615097952,-0.0503,-0.001,1.0093,-0.027,2.84,-101.448
2103.715306983,-0.0498,-0.0005,1.0093,-0.027,2.84,-101.448
2103.815388105,-0.0493,-0.001,1.0093,-0.027,2.84,-101.448
2103.916118861,-0.0503,-0.0005,1.0083,-0.027,2.84,-101.448
2104.02172588,-0.0498,0.0,1.0107,-0.027,2.84,-101.448
2104.121859224,-0.0503,0.0,1.0098,-0.027,2.84,-101.448
2104.223023169,-0.0498,0.0,1.0088,-0.027,2.84,-101.448
2104.328755431,-0.0503,0.0,1.0088,-0.027,2.84,-101.448
2104.429766375,-0.0503,0.0,1.0083,-0.027,2.84,-101.448
2104.532808632,-0.0498,-0.0005,1.0093,-0.027,2.84,-101.448
2104.633459535,-0.0498,0.0,1.0093,-0.027,2.84,-101.448
2104.734391201,-0.0498,-0.001,1.0083,-0.027,2.84,-101.448
2104.834481506,-0.0498,-0.0005,1.0093,-0.027,2.84,-101.448
2104.936776182,-0.0503,-0.0005,1.0098,-0.027,2.84,-101.448
2105.037614771,-0.0503,0.0,1.0103,-0.033,2.84,-101.448
2105.139073106,-0.0503,-0.0005,1.0098,-0.033,2.84,-101.448
2105.239079503,-0.0503,0.0,1.0093,-0.033,2.84,-101.448
2105.339596923,-0.0503,-0.0005,1.0098,-0.033,2.84,-101.448
2105.440737811,-0.0498,-0.001,1.0083,-0.033,2.84,-101.448
2105.541276212,-0.0503,0.0,1.0098,-0.033,2.84,-101.448
2105.641669927,-0.0498,0.0,1.0083,-0.033,2.84,-101.448
2105.743172763,-0.0503,-0.0005,1.0098,-0.033,2.84,-101.448
2105.844339798,-0.0503,0.0,1.0088,-0.033,2.84,-101.448
2105.945201219,-0.0498,0.0,1.0093,-0.033,2.84,-101.448
2106.046766999,-0.0498,-0.001,1.0093,-0.033,2.84,-101.448
2106.147534456,-0.0503,-0.0005,1.0083,-0.033,2.845,-101.448
2106.249042957,-0.0503,-0.0005,1.0083,-0.033,2.845,-101.448
2106.350477439,-0.0498,-0.0005,1.0093,-0.027,2.845,-101.448
2106.450563391,-0.0498,-0.0005,1.0088,-0.027,2.845,-101.448
2106.551999039,-0.0503,-0.0005,1.0103,-0.027,2.845,-101.448
2106.653708542,-0.0498,-0.0005,1.0078,-0.027,2.845,-101.448
2106.753893069,-0.0498,-0.0005,1.0098,-0.027,2.845,-101.448
2106.855037287,-0.0503,-0.001,1.0088,-0.027,2.845,-101.448
2106.955523815,-0.0493,-0.0005,1.0098,-0.027,2.845,-101.448
2107.057009592,-0.0508,0.0005,1.0088,-0.027,2.845,-101.448
2107.158025014,-0.0493,0.0,1.0088,-0.027,2.845,-101.448
2107.258431875,-0.0493,-0.0005,1.0098,-0.027,2.84,-101.448
2107.358972403,-0.0498,-0.0005,1.0088,-0.027,2.84,-101.448
2107.459350726,-0.0498,-0.0005,1.0098,-0.027,2.84,-101.448
2107.560693002,-0.0498,0.0,1.0093,-0.027,2.84,-101.448
2107.66201863,-0.0498,-0.0005,1.0093,-0.027,2.84,-101.448
2107.762888124,-0.0498,0.0,1.0083,-0.027,2.84,-101.448
2107.863015537,-0.0503,-0.001,1.0088,-0.027,2.84,-101.448
2107.963108116,-0.0498,-0.0005,1.0098,-0.027,2.84,-101.448
2108.063138768,-0.0493,-0.0005,1.0088,-0.027,2.84,-101.448
2108.164107299,-0.0498,-0.0005,1.0093,-0.033,2.84,-101.448
2108.26432912,-0.0508,0.0,1.0088,-0.027,2.84,-101.448
2108.365745895,-0.0503,-0.0005,1.0093,-0.027,2.84,-101.448
2108.466025698,-0.0498,-0.0005,1.0088,-0.033,2.84,-101.448
2108.566478539,-0.0493,-0.0005,1.0098,-0.033,2.84,-101.448
2108.667677535,-0.0503,-0.0005,1.0083,-0.033,2.84,-101.448
2108.768946531,-0.0503,0.0,1.0098,-0.033,2.84,-101.448
2108.869446371,-0.0493,-0.001,1.0093,-0.033,2.84,-101.448
2108.969516356,-0.0498,0.0,1.0098,-0.033,2.84,-101.448
2109.06991501,-0.0488,-0.0005,1.0088,-0.033,2.84,-101.448
2109.171401525,-0.0498,0.0,1.0093,-0.033,2.84,-101.448
2109.272631539,-0.0498,-0.0005,1.0088,-0.033,2.84,-101.448
2109.373123971,-0.0503,-0.0005,1.0088,-0.033,2.84,-101.448
2109.474430411,-0.0498,-0.0005,1.0093,-0.033,2.84,-101.448
2109.574750287,-0.0498,0.0,1.0093,-0.033,2.84,-101.448
2109.676299636,-0.0498,0.0,1.0088,-0.033,2.84,-101.448
2109.777844966,-0.0498,-0.0005,1.0093,-0.033,2.845,-101.448
2109.879220553,-0.0503,0.0,1.0088,-0.033,2.845,-101.448
2109.980041377,-0.0503,-0.0005,1.0093,-0.033,2.845,-101.448
2110.081577835,-0.0498,0.0,1.0103,-0.033,2.845,-101.448
2110.182186712,-0.0488,-0.001,1.0093,-0.033,2.845,-101.448
2110.282545328,-0.0493,-0.001,1.0103,-0.033,2.845,-101.448
2110.38279698,-0.0498,0.0,1.0093,-0.033,2.845,-101.448
2110.483291097,-0.0498,0.0,1.0093,-0.033,2.845,-101.448
2110.584815407,-0.0503,-0.001,1.0078,-0.033,2.845,-101.448
2110.685769528,-0.0508,0.0,1.0098,-0.033,2.845,-101.448
2110.786609406,-0.0498,-0.0005,1.0088,-0.033,2.845,-101.448
