Time,PulseCounts
17014.015668469,1
17014.255378972,2
17014.3230453,3
17014.605131581,4
17014.680940123,5
17014.725092777,6
17014.771876792,7
17014.811964895,8
17014.861728568,9
17014.926552165,10
17014.986809745,11
17015.054506537,12
17015.103916839,13
17015.222535327,14
17015.288787187,15
17015.370943474,16
17015.445725216,17
17015.508764473,18
17015.571947638,19
17015.656674915,20
17015.744830612,21
17015.837674102,22
17015.910434708,23
17015.967934334,24
17016.033771583,25
17016.116925947,26
17016.216934129,27
17016.302585354,28
17016.346796489,29
17016.545438127,30
17016.616447171,31
17016.692915549,32
17016.849947819,33
17016.908021133,34
17016.980862665,35
17017.12049693,36
17017.20226516,37
17017.286987103,38
17017.369905263,39
17017.456576843,40
17017.552333418,41
17017.62690903,42
17017.730673911,43
17017.867999112,44
17017.986391266,45
17018.094982682,46
17018.176778097,47
17018.261714709,48
17018.331894898,49
17018.387692445,50
17018.439367644,51
17018.505478263,52
17018.606962154,53
17018.790877463,54
17018.841520992,55
17018.901109515,56
17018.948024901,57
17018.988679709,58
17019.03135871,59
17019.076566979,60
17019.12486487,61
17019.204804352,62
17019.281001026,63
17019.371079748,64
17019.580174237,65
17019.82238936,66
17019.906091504,67
17020.197088502,68
17020.299757675,69
17020.417706365,70
17020.554918066,71
17020.666439807,72
17021.01562273,73
17021.08408184,74
17021.189042169,75
17021.388997589,76
17021.485879409,77
17021.583163675,78
17021.621174882,79
17021.658794772,80
17021.73238627,81
17021.830117556,82
17021.919828073,83
17021.998328255,84
17022.073821629,85
17022.173478755,86
17022.293675971,87
17022.372142727,88
17022.436051561,89
17022.499846562,90
17022.578246836,91
17022.658796691,92
17022.757011404,93
17022.860632248,94
17022.958320422,95
17023.041107175,96
17023.105664011,97
17023.17181002,98
17023.239306941,99
17023.284660748,100
17023.323277994,101
17023.359497083,102
17023.395049429,103
17023.43125426,104
17023.469161744,105
17023.510349462,106
17023.559898746,107
17023.716974443,108
17023.871972096,109
17023.954398921,110
17024.035083369,111
17024.100034967,112
17024.164991527,113
17024.208686179,114
17024.24615157,115
17024.27593447,116
17024.303279047,117
