Time,RawValue
16892.353195938,6336
16892.355943763,6336
16892.357610472,6352
16892.359277274,6336
16892.360943946,6336
16892.362610748,6336
16892.364277439,6336
16892.365944148,6320
16892.367610839,6336
16892.369277549,6336
16892.370944332,6336
16892.372611153,6352
16892.374277917,6336
16892.375944627,6336
16892.377611355,6336
16892.379278046,6336
16892.380944773,6352
16892.382611557,6336
16892.384278359,6336
16892.385945179,6320
16892.387611907,6336
16892.389278617,6336
16892.390945289,6336
16892.392612072,6336
16892.394278745,6352
16892.395945417,6336
16892.397612089,6336
16892.39927891,6352
16892.400945601,6320
16892.402612273,6336
16892.404278964,6336
16892.40594571,6352
16892.407612438,6336
16892.40927924,6352
16892.410945968,6336
16892.41261277,6352
16892.414279498,6336
16892.415946318,6336
16892.417613046,6336
16892.419279867,6336
16892.420946595,6336
16892.422613304,6336
16892.42428005,6352
16892.425946797,6336
16892.428724306,6352
16892.430391127,6336
16892.432057873,6336
16892.433724582,6352
16892.435391255,6336
16892.437057964,6368
16892.438724711,6352
16892.440391383,6336
16892.442058185,6352
16892.443724894,6352
16892.445391678,6368
16892.447058369,6336
16892.448725096,6336
16892.450391824,6336
16892.452058515,6336
16892.453725336,6336
16892.455392064,6352
16892.457058773,6336
16892.458725482,6336
16892.460392266,6336
16892.462058975,6336
16892.463725647,6352
16892.46539232,6336
16892.467059085,6352
16892.468725813,6336
16892.470392596,6336
16892.472059287,6336
16892.473725978,6336
16892.475392669,6336
16892.477059396,6352
16892.478726161,6336
16892.480392963,6336
16892.482059765,6336
16892.483726493,6336
16892.485393184,6336
16892.487059968,6336
16892.488726769,6336
16892.490393553,6352
16892.492060373,6352
16892.493727138,6336
16892.495393903,6320
16892.49706065,6336
16892.498727452,6336
16892.500394217,6336
16892.502061037,6336
16892.503727709,6320
16892.505394474,6336
16892.507061295,6336
16892.508728041,6336
16892.510394825,6320
16892.512061553,6352
16892.513728262,6336
16892.515395027,6336
16892.517061792,6368
16892.518728464,6352
16892.520395248,6336
16892.522062068,6336
16892.523728759,6336
16892.525395431,6352
16892.527062215,6336
16892.528729035,6352
16892.530395744,6336
16892.532062509,6336
16892.533729237,6336
16892.535395928,6336
16892.53706273,6336
16892.538729439,6336
16892.540396241,6352
16892.542062988,6336
16892.543729808,6336
16892.545396481,6336
16892.547063264,6336
16892.548729955,6336
16892.550396683,6336
16892.552063411,6336
16892.55373012,6336
16892.555396829,6336
16892.557063594,6336
16892.558730267,6336
16892.560396995,6336
16892.562063723,6352
16892.56373045,6336
16892.565397141,6336
16892.567063888,6352
16892.568730671,6336
16892.570397455,6320
16892.572064256,6352
16892.573731003,6336
16892.575397786,6336
16892.577064533,6336
16892.578731316,6336
16892.580398063,6352
16892.582064846,6336
16892.583731667,6352
16892.585398376,6336
16892.587065085,6352
16892.588731795,6336
16892.590398504,6320
16892.592065176,6352
16892.593731904,6336
16892.595398632,6336
16892.597065397,6336
16892.598732125,6336
16892.600398908,6352
16892.602065692,6336
16892.603732475,6336
16892.605399259,6336
16892.607065931,6352
