Time,Data
0.010009,1793
0.020362,1793
0.030382,1792
0.040539,1792
0.050557,1792
0.060732,1792
0.070876,1791
0.080885,1791
0.091026,1791
0.101049,1790
0.111225,1790
0.121358,1790
0.131372,1790
0.141509,1790
0.151523,1790
0.161692,1790
0.171837,1790
0.181851,1790
0.191988,1790
0.202011,1790
0.212182,1790
0.222326,1790
0.232332,1790
0.242475,1790
0.252492,1790
0.26266,1790
0.272798,1790
0.282818,1790
0.292961,1790
0.302977,1790
0.313146,1790
0.323289,1790
0.33331,1790
0.34344,1790
0.353462,1790
0.363624,1790
0.373769,1789
0.383785,1789
0.393908,1789
0.403916,1789
0.414097,1789
0.424233,1789
0.434248,1789
0.444388,1789
0.454416,1789
0.46458,1789
0.474715,1789
0.484718,1789
0.494853,1789
0.50486,1789
0.51502,1789
0.525169,1789
0.535184,1789
0.54532,1789
0.55533,1789
0.565494,1789
0.575627,1789
0.585649,1789
0.595785,1789
0.605798,1789
0.615968,1789
0.626109,1789
0.636117,1789
0.646261,1789
0.656269,1789
0.666446,1789
0.676586,1789
0.686601,1789
0.696741,1789
0.706761,1789
0.716934,1789
0.727069,1789
0.73709,1789
0.747218,1789
0.75723,1789
0.767391,1789
0.777528,1789
0.787538,1789
0.797675,1789
0.807691,1789
0.817864,1789
0.827992,1789
0.838006,1789
0.848145,1789
0.858166,1789
0.868337,1789
0.878481,1789
0.888494,1789
0.898634,1789
0.908641,1789
0.918819,1789
0.928958,1789
0.938973,1789
0.949122,1789
0.959144,1789
0.969319,1788
0.979452,1788
0.989475,1788
0.999609,1789
1.009625,1788
1.01979,1788
1.029933,1789
1.039943,1788
1.050088,1788
1.060091,1788
1.070251,1788
1.080385,1788
1.090401,1788
1.100548,1788
1.110558,1788
1.120728,1788
1.130852,1788
1.140868,1788
1.151027,1788
1.161042,1788
1.171218,1788
1.181359,1788
1.191376,1788
1.201508,1788
1.21152,1788
1.221695,1788
1.231839,1788
1.241847,1788
1.252002,1788
1.262016,1788
1.272192,1788
