Time,AccX,AccY,AccZ,AngleX,AngleY,AngleZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
9413.231751754,,,,,,,,,,-5991,-408,-2306
9413.331752038,0.644,-0.1787,0.7598,-13.112,-39.54,-105.886,0.0,0.0,0.0,-5983,-404,-2310
9413.431752137,0.6436,-0.1768,0.7588,-13.112,-39.54,-105.886,0.0,0.0,0.0,-5981,-400,-2318
9413.531752329,0.6431,-0.1768,0.7593,-13.112,-39.54,-105.886,0.0,0.0,0.0,-5990,-410,-2317
9413.631752687,0.6445,-0.1758,0.7588,-13.112,-39.54,-105.886,0.0,0.0,0.0,-5985,-400,-2321
9413.73175286,0.6431,-0.1768,0.7612,-13.112,-39.54,-105.886,0.0,0.0,0.0,-5976,-412,-2312
9413.831753182,0.6465,-0.1753,0.7578,-13.118,-39.562,-105.875,0.0,-0.1831,0.0,-5989,-397,-2311
9413.931753244,0.6431,-0.1777,0.7612,-13.112,-39.556,-105.881,0.0,0.1831,0.0,-5974,-401,-2308
9414.031753287,0.644,-0.1768,0.7588,-13.112,-39.556,-105.881,0.0,-0.3052,0.0,-5982,-424,-2305
9414.193032055,0.6426,-0.1763,0.7617,-13.112,-39.556,-105.875,0.0,-0.061,0.0,-5980,-409,-2336
9414.293032247,0.6445,-0.1763,0.7583,-13.112,-39.567,-105.875,0.0,-0.061,0.0,-5986,-413,-2329
9414.393032291,0.644,-0.1772,0.7603,-13.112,-39.573,-105.875,0.0,0.0,0.0,-5991,-398,-2303
9414.493032576,0.6426,-0.1763,0.7593,-13.107,-39.573,-105.875,0.0,0.0,0.0,-5996,-406,-2320
9414.593033009,0.6436,-0.1782,0.7598,-13.107,-39.573,-105.87,0.0,0.0,0.0,-5996,-399,-2293
9414.693033108,0.645,-0.1763,0.7598,-13.107,-39.573,-105.87,0.0,0.0,0.0,-5992,-408,-2321
9414.793033245,0.6445,-0.1768,0.7603,-13.107,-39.573,-105.87,0.0,0.0,0.0,-5981,-421,-2325
9414.893033548,0.644,-0.1763,0.7603,-13.107,-39.567,-105.87,0.061,0.0,0.0,-5970,-413,-2318
9414.993033759,0.6455,-0.1758,0.7588,-13.107,-39.573,-105.87,0.0,0.0,0.0,-5980,-404,-2319
9415.093033895,0.6436,-0.1772,0.7598,-13.107,-39.573,-105.87,0.0,0.0,0.0,-5980,-419,-2323
9415.194502044,0.644,-0.1768,0.7583,-13.107,-39.567,-105.87,0.0,0.0,0.0,-5985,-417,-2314
9415.294502274,0.6445,-0.1758,0.7598,-13.107,-39.567,-105.87,0.0,0.0,0.0,-5989,-397,-2321
9415.394502559,0.6421,-0.1777,0.7593,-13.107,-39.567,-105.87,0.0,0.0,0.0,-5981,-408,-2299
9415.494502733,0.645,-0.1758,0.7607,-13.107,-39.567,-105.87,0.0,0.0,0.0,-5988,-403,-2308
9415.594503148,0.6436,-0.1772,0.7588,-13.107,-39.562,-105.87,0.0,0.0,0.0,-5995,-421,-2320
9415.694503359,0.6455,-0.1753,0.7583,-13.107,-39.562,-105.87,0.0,0.0,0.0,-5994,-414,-2306
9415.794503737,0.645,-0.1763,0.7573,-13.101,-39.562,-105.87,0.0,0.0,0.0,-5978,-419,-2324
9415.894503837,0.6421,-0.1772,0.7617,-13.101,-39.567,-105.87,0.0,0.0,0.0,-5992,-416,-2337
9415.994504177,0.645,-0.1743,0.7578,-13.101,-39.562,-105.87,0.0,0.0,0.0,-5996,-422,-2295
9416.09450424,0.6445,-0.1772,0.7598,-13.101,-39.562,-105.87,0.0,0.0,0.0,-5990,-410,-2325
9416.194504489,0.6411,-0.1777,0.7607,-13.096,-39.562,-105.875,0.061,0.1221,0.0,-5999,-395,-2312
9416.294504645,0.6436,-0.1772,0.7612,-13.096,-39.556,-105.875,0.0,-0.1221,0.0,-5990,-413,-2311
9416.394504819,0.6445,-0.1763,0.7588,-13.096,-39.567,-105.87,0.0,0.0,0.0,-5993,-414,-2306
9416.494504957,0.6431,-0.1772,0.7607,-13.096,-39.562,-105.87,0.0,0.061,0.0,-5981,-425,-2308
9416.594504965,0.6426,-0.1768,0.7598,-13.096,-39.556,-105.875,0.0,0.0,0.0,-5968,-419,-2327
9416.694505158,0.644,-0.1763,0.7607,-13.096,-39.551,-105.875,0.061,0.0,0.0,-5980,-418,-2315
