Time,RawValue1,RawValue2
9413.115395668,16400,18768
9413.119434818,16384,18784
9413.122589471,16432,18768
9413.125714125,16400,18784
9413.128897278,16384,18784
9413.132017432,16416,18784
9413.136807541,16384,18784
9413.146801518,16432,18784
9413.156782772,16400,18784
9413.166779804,16400,18784
9413.17677804,16432,18784
9413.186779128,16432,18800
9413.196778308,16416,18784
9413.20678197,16416,18768
9413.216782187,16400,18800
9413.22678509,16400,18784
9413.236816788,16400,18768
9413.246802395,16400,18800
9413.256775964,16400,18784
9413.266771811,16432,18784
9413.276771454,16384,18800
9413.286771653,16416,18784
9413.296773222,16416,18784
9413.306774865,16432,18800
9413.316777194,16416,18784
9413.326774763,16432,18800
9413.33677948,16384,18768
9413.346777735,16400,18784
9413.356778526,16432,18768
9413.366777503,16416,18784
9413.37677659,16400,18784
9413.386777141,16416,18800
9413.396776284,16416,18800
9413.406776224,16400,18816
9413.416774256,16416,18800
9413.426774677,16384,18800
9413.436787246,16416,18784
9413.446782259,16400,18800
9413.456785718,16416,18800
9413.466781472,16416,18784
9413.476783078,16432,18800
9413.486781295,16432,18800
9413.496776513,16432,18800
9413.506776026,16400,18800
9413.516777966,16448,18784
9413.526781257,16416,18784
9413.536784993,16416,18784
9413.546784803,16416,18800
9413.556783131,16432,18784
9413.56678096,16400,18784
9413.576779844,16432,18800
9413.586781413,16416,18816
9413.596783889,16432,18832
9413.606786273,16432,18800
9413.616787713,16432,18800
9413.626787245,16400,18784
9413.636791536,16416,18784
9413.646787661,16384,18816
9413.656785064,16384,18768
9413.666786448,16416,18800
9413.676784795,16384,18784
9413.686789067,16400,18784
9413.696786507,16416,18784
9413.706790947,16432,18784
9413.716791682,16416,18768
9413.726789455,16384,18816
9413.73679121,16384,18784
9413.746790334,16400,18784
9413.7567932,16416,18768
9413.766789528,16416,18784
9413.776791301,16432,18816
9413.786793129,16432,18800
9413.796794736,16432,18800
9413.806793046,16416,18800
9413.816795763,16432,18784
9413.826794906,16400,18784
9413.836797179,16416,18784
9413.846798841,16416,18800
9413.856798743,16416,18784
9413.866797553,16432,18784
9413.876796956,16448,18784
9413.886797303,16416,18784
9413.896794112,16416,18784
9413.90679583,16432,18784
9413.916800899,16432,18800
9413.926796375,16416,18784
9413.936800352,16400,18784
9413.946800403,16384,18784
9413.956802935,16416,18800
9413.966799022,16416,18800
9413.976797943,16416,18784
9413.986799605,16416,18784
9413.996801267,16432,18800
9414.00681041,16416,18784
9414.016804498,16416,18800
9414.026804419,16400,18768
9414.036807692,16416,18768
9414.046804928,16400,18800
9414.056802163,16416,18800
9414.066802696,16400,18784
9414.076805431,16416,18784
9414.086803538,16416,18784
9414.096805218,16400,18784
9414.106805676,16400,18800
9414.116809764,16448,18784
9414.126805796,16400,18800
9414.136813494,16432,18800
9414.146807916,16416,18816
9414.156815374,16416,18800
9414.166816684,16400,18800
9414.176814068,16384,18800
9414.186818155,16448,18800
9414.196814095,16432,18784
9414.206810794,16400,18816
9414.216807252,16416,18800
9414.226806728,16384,18816
9414.236808483,16400,18784
9414.246807348,16384,18784
9414.256809547,16400,18768
9414.266810394,16416,18800
9414.276812074,16384,18784
9414.286808681,16432,18784
9414.29681262,16448,18816
9414.306812115,16400,18800
9414.316811999,16416,18800
9414.326815587,16416,18800
9414.336811027,16400,18800
9414.346814392,16400,18784
9414.356815054,16416,18784
9414.366813383,16384,18784
9414.376811859,16432,18800
9414.38681228,16432,18800
9414.396817664,16416,18800
9414.406816215,16416,18800
9414.416818969,16432,18816
9414.426817872,16400,18784
9414.436819756,16400,18800
9414.446815288,16416,18800
9414.456815876,16416,18768
9414.466817001,16384,18784
9414.476817255,16400,18800
9414.486819083,16400,18816
9414.496819301,16400,18784
9414.506821833,16400,18800
9414.516822884,16400,18816
9414.526820823,16416,18800
9414.536818559,16416,18784
9414.546818554,16400,18784
9414.55682042,16416,18784
9414.566819341,16384,18816
9414.576821521,16400,18784
9414.586822275,16416,18800
9414.596827956,16416,18832
9414.606824025,16400,18768
9414.61682365,16416,18784
9414.6268232,16416,18768
9414.636823381,16400,18800
9414.646827431,16416,18784
9414.656826778,16400,18800
9414.666827755,16400,18784
9414.676827824,16416,18768
9414.686826097,16416,18800
9414.696826407,16400,18800
9414.706825754,16400,18784
9414.716830009,16400,18816
9414.726827448,16416,18784
9414.736828721,16384,18800
9414.746830364,16416,18800
9414.756832008,16400,18800
9414.76683054,16400,18784
9414.776828535,16432,18800
9414.786830271,16400,18800
9414.796832266,16432,18784
9414.806836409,16416,18816
9414.81683496,16432,18816
