Time,Data1,Data2
0.020362,0.0,3.07
0.040539,0.0,0.0
0.060732,0.0,0.0
0.080885,0.0,0.0
0.101049,0.0,0.0
0.121358,0.0,0.0
0.141509,0.0,0.0
0.161692,0.0,0.0
0.181851,0.0,0.0
0.202011,0.0,0.0
0.222326,0.0,0.0
0.242475,0.0,0.0
0.26266,0.0,0.0
0.282818,0.0,0.0
0.302977,0.0,0.0
0.323289,0.0,0.0
0.34344,0.0,0.0
0.363624,0.0,0.0
0.383785,0.0,0.0
0.403916,0.0,0.0
0.424233,0.0,0.0
0.444388,0.0,0.0
0.46458,0.0,0.0
0.484718,0.0,0.0
0.50486,0.0,0.0
0.525169,0.0,0.0
0.54532,0.0,0.0
0.565494,0.0,0.0
0.585649,0.0,0.0
0.605798,0.0,0.0
0.626109,0.0,0.0
0.646261,0.0,0.0
0.666446,0.0,0.0
0.686601,0.0,0.0
0.706761,0.0,0.0
0.727069,0.0,0.0
0.747218,0.0,0.0
0.767391,0.0,0.0
0.787538,0.0,0.0
0.807691,0.0,0.0
0.827992,0.0,0.0
0.848145,0.0,0.0
0.868337,0.0,0.0
0.888494,0.0,0.0
0.908641,0.0,0.0
0.928958,0.0,0.0
0.949122,0.0,0.0
0.969319,0.0,0.0
0.989475,0.0,0.0
1.009625,0.0,0.0
1.029933,0.0,0.0
1.050088,0.0,0.0
1.070251,0.0,0.0
1.090401,0.0,0.0
1.110558,0.0,0.0
1.130852,0.0,0.0
1.151027,0.0,0.0
1.171218,0.0,0.0
1.191376,0.0,0.0
1.21152,0.0,0.0
1.231839,0.0,0.0
1.252002,0.0,0.0
1.272192,0.0,0.0
1.292324,0.0,0.0
1.312472,0.0,0.0
1.332783,0.0,0.0
1.352943,0.0,0.0
1.373112,0.0,0.0
1.393278,0.0,0.0
1.413433,0.0,0.0
1.433737,0.0,0.0
1.45389,0.0,0.0
1.474064,0.0,0.0
1.494212,0.0,0.0
1.514353,0.0,0.0
1.534653,0.0,0.0
1.554806,0.0,0.0
1.574978,0.0,0.0
1.595131,0.0,0.0
1.615291,0.0,0.0
1.63559,0.0,0.0
1.655758,0.0,0.0
1.675924,0.0,0.0
1.696083,0.0,0.0
1.716236,0.0,0.0
1.736544,0.0,0.0
1.756705,0.0,0.0
1.776897,0.0,0.0
1.797051,0.0,0.0
1.817207,0.0,0.0
1.837533,0.0,0.0
1.857691,0.0,0.0
1.877884,0.0,0.0
1.898033,0.0,0.0
1.918191,0.0,0.0
1.938519,0.0,0.0
1.958672,0.0,0.0
1.978847,0.0,0.0
1.999003,0.0,0.0
2.019151,0.0,0.0
2.039469,0.0,0.0
2.059626,0.0,0.0
2.079805,0.0,0.0
2.09995,0.0,0.0
2.120111,0.0,0.0
2.140438,0.0,0.0
2.160603,0.0,0.0
2.180795,0.0,0.0
2.200949,0.0,0.0
2.22112,0.0,0.0
2.241444,0.0,0.0
2.261598,0.0,0.0
2.281772,0.0,0.0
2.301933,0.0,0.0
2.322076,0.0,0.0
2.342384,0.0,0.0
2.362533,0.0,0.0
2.382714,0.0,0.0
2.402844,0.0,0.0
2.423003,0.0,0.0
2.443307,0.0,0.0
2.463471,0.0,0.0
2.483637,0.0,0.0
2.503788,0.0,0.0
2.523931,0.0,0.0
2.544233,0.0,0.0
2.564384,0.0,0.0
2.584562,0.0,0.0
2.604701,0.0,0.0
