Timestamp (s),Raw Value,Voltage (V)
11.566051,20976,2.62
11.570063,21008,2.63
11.574076,21008,2.62
11.578091,20992,2.62
11.582106,20976,2.62
11.58612,20976,2.62
11.590133,20976,2.62
11.594146,20976,2.62
11.598159,20976,2.62
11.602172,20976,2.62
11.606185,20992,2.62
11.610198,20992,2.62
11.614211,20992,2.62
11.618224,20992,2.62
11.62224,20992,2.62
11.626254,20992,2.62
11.630266,20992,2.62
11.634279,20992,2.62
11.638292,20992,2.62
11.642301,20992,2.62
11.646314,21008,2.63
11.650327,21008,2.62
11.65434,20992,2.63
11.658357,20992,2.62
11.662381,20992,2.62
11.666396,20992,2.62
11.670579,20992,2.62
11.674597,20992,2.62
11.678616,20976,2.62
11.682626,20976,2.62
11.686639,20976,2.62
11.690648,20960,2.62
11.694661,20976,2.62
11.698675,20928,2.62
11.702688,20880,2.61
11.706697,20848,2.6
11.71071,20784,2.59
11.714728,20688,2.58
11.718741,20576,2.56
11.722748,20432,2.54
11.726762,20176,2.51
11.730776,19936,2.48
11.734797,19712,2.45
11.738818,19456,2.42
11.742828,19200,2.39
11.746839,18976,2.36
11.750855,18752,2.34
11.754865,18608,2.32
11.758875,18448,2.3
11.762882,18288,2.28
11.766895,18144,2.26
11.770904,18048,2.25
11.774917,17968,2.24
11.77893,17888,2.24
11.782944,17904,2.24
11.786957,17920,2.24
11.79097,17920,2.24
11.795146,17920,2.24
11.799161,17904,2.24
11.803173,17904,2.24
11.807185,17904,2.24
11.811198,17920,2.24
11.815211,17904,2.24
11.81922,17920,2.24
11.823232,17920,2.24
11.82724,17936,2.24
11.831252,17952,2.25
11.835266,18000,2.26
11.839277,18080,2.26
11.84329,18176,2.28
11.847304,18272,2.29
11.851328,18432,2.31
11.855343,18576,2.33
11.859352,18720,2.35
11.863366,18848,2.37
11.86738,19024,2.39
11.871395,19200,2.41
11.875407,19408,2.44
11.879419,19568,2.46
11.883432,19792,2.49
11.887444,19968,2.51
11.891457,20144,2.53
11.89547,20336,2.55
11.899485,20512,2.57
11.903498,20608,2.58
11.907578,20736,2.6
11.911616,20800,2.61
11.915639,20880,2.61
11.919839,20896,2.61
11.923866,20896,2.61
11.927884,20896,2.61
11.931894,20896,2.61
11.935909,20896,2.61
11.939924,20912,2.61
11.943938,20896,2.61
11.947949,20896,2.61
11.951963,20880,2.61
11.955977,20880,2.61
11.95999,20880,2.61
11.964005,20880,2.61
11.968022,20832,2.6
11.972036,20752,2.59
11.976048,20624,2.57
11.980066,20496,2.55
11.984082,20320,2.53
11.988092,20112,2.5
11.992106,19904,2.48
11.996117,19680,2.45
12.000132,19456,2.42
12.004147,19232,2.39
12.008162,19040,2.37
12.012178,18848,2.34
12.016193,18672,2.32
12.020208,18512,2.3
12.024222,18368,2.29
12.028231,18240,2.27
12.032246,18112,2.26
12.036256,18016,2.24
12.04027,17904,2.23
12.044459,17872,2.23
12.048475,17840,2.23
12.052485,17856,2.23
12.0565,17856,2.23
12.060514,17840,2.23
12.064529,17840,2.23
12.068544,17856,2.23
12.072559,17840,2.23
12.076574,17840,2.23
12.080593,17824,2.23
12.084609,17856,2.24
12.088625,17936,2.25
12.09264,18016,2.26
12.096656,18112,2.27
12.100666,18272,2.29
12.104681,18400,2.31
12.108695,18544,2.33
12.112709,18672,2.35
12.116722,18832,2.36
12.120735,18976,2.38
12.124748,19136,2.4
12.128762,19264,2.42
12.132779,19392,2.43
12.136808,19504,2.44
12.14082,19600,2.45
12.144829,19664,2.46
12.148839,19696,2.46
12.152855,19712,2.47
12.156864,19728,2.47
12.160891,19728,2.47
12.164906,19744,2.47
12.169137,19728,2.47
12.173147,19712,2.46
12.17716,19712,2.46
12.181176,19712,2.46
12.185192,19680,2.45
12.189206,19600,2.44
12.19322,19472,2.43
12.197233,19328,2.4
12.201247,19152,2.38
12.205264,18976,2.36
12.209277,18768,2.34
12.213291,18592,2.31
12.217304,18400,2.29
12.221322,18208,2.27
12.225343,18048,2.25
12.229358,17904,2.23
12.233373,17776,2.21
12.237382,17664,2.2
12.241398,17584,2.19
12.245408,17520,2.19
12.249424,17504,2.19
12.253439,17520,2.19
12.257453,17520,2.19
12.261463,17536,2.19
12.265477,17536,2.19
12.26949,17520,2.19
12.273504,17520,2.19
12.277517,17520,2.19
12.281533,17552,2.2
12.285543,17616,2.21
12.289557,17712,2.22
12.293748,17840,2.24
12.297764,17984,2.26
12.301779,18160,2.28
12.305794,18336,2.31
12.309805,18528,2.33
12.313821,18688,2.35
12.317831,18880,2.37
12.321853,19056,2.39
12.32587,19216,2.41
12.329882,19360,2.43
12.333899,19472,2.44
12.337914,19552,2.44
12.34193,19584,2.45
12.345946,19568,2.45
12.349961,19584,2.45
12.353974,19568,2.45
12.357985,19568,2.45
12.361999,19584,2.45
12.366011,19600,2.45
12.370025,19552,2.44
12.374039,19488,2.43
12.378052,19392,2.42
12.382071,19296,2.41
12.386086,19184,2.39
12.390097,19040,2.37
12.394111,18896,2.35
12.398124,18784,2.34
12.402137,18624,2.32
12.406164,18480,2.3
12.410266,18368,2.29
12.414291,18256,2.27
12.418488,18144,2.26
12.422505,18080,2.26
12.42652,18016,2.25
12.43053,18016,2.25
12.434545,18000,2.25
12.438555,17984,2.25
12.44257,17984,2.25
12.446584,17984,2.25
12.450598,17984,2.25
12.454614,18016,2.25
12.458629,18016,2.25
12.462642,18016,2.25
12.466658,18016,2.25
12.470667,18016,2.25
12.474682,18000,2.25
12.478698,18000,2.25
12.482716,18000,2.25
12.486733,18000,2.25
12.490748,18016,2.25
12.494762,18016,2.25
12.498778,18032,2.25
12.50279,18032,2.25
12.506814,18016,2.25
12.51083,18000,2.25
12.514846,18000,2.25
12.518855,18000,2.25
12.522871,18000,2.25
12.526889,18016,2.25
12.530905,18016,2.25
12.534919,18016,2.25
12.538933,18016,2.25
12.543122,18000,2.25
12.547139,18016,2.25
12.551156,18016,2.25
12.55517,18032,2.25
12.559186,18016,2.25
12.563201,18016,2.25
12.567216,18032,2.25
12.57123,18016,2.25
12.575243,17984,2.25
12.579259,17984,2.25
12.583277,18000,2.25
12.587316,18016,2.25
12.59134,18016,2.25
12.595359,18016,2.25
12.599378,18080,2.26
12.603394,18128,2.27
12.607409,18192,2.28
12.611424,18240,2.28
12.615439,18304,2.29
12.619455,18368,2.3
12.623471,18448,2.31
12.627486,18480,2.31
12.631501,18512,2.31
12.635515,18528,2.32
12.639526,18528,2.31
12.64354,18512,2.31
12.64755,18496,2.31
12.651565,18512,2.32
12.655584,18512,2.31
12.6596,18496,2.32
12.663616,18528,2.31
12.667817,18512,2.31
12.671834,18512,2.31
12.675857,18512,2.31
12.679871,18480,2.31
12.683886,18480,2.31
12.687905,18432,2.3
12.691921,18352,2.28
12.695931,18224,2.27
12.699945,18064,2.25
12.703959,17952,2.23
12.707973,17760,2.21
12.711986,17584,2.19
12.716001,17424,2.17
12.720016,17280,2.15
12.724031,17120,2.13
12.728047,16992,2.11
12.732062,16848,2.1
12.736078,16752,2.09
12.740095,16640,2.08
12.744105,16592,2.07
12.748121,16560,2.07
12.752136,16528,2.07
12.75615,16544,2.07
12.760161,16544,2.07
12.764176,16544,2.07
12.768184,16560,2.07
12.772199,16544,2.07
12.776213,16560,2.07
12.780226,16528,2.07
12.784236,16544,2.07
12.78825,16560,2.07
12.792431,16560,2.07
12.796446,16608,2.08
12.800456,16656,2.09
12.804469,16752,2.1
12.808486,16864,2.12
12.812501,17008,2.13
12.816509,17168,2.16
12.820523,17344,2.18
12.824542,17536,2.2
12.828557,17712,2.23
12.832568,17920,2.25
12.836584,18080,2.27
12.840598,18272,2.29
12.844613,18416,2.31
12.848626,18576,2.33
12.852639,18704,2.35
12.856653,18848,2.37
12.860668,18976,2.38
12.864683,19120,2.4
12.868698,19216,2.41
12.872712,19296,2.42
12.876724,19376,2.43
12.880734,19440,2.43
12.884747,19488,2.44
12.888757,19520,2.44
12.892771,19520,2.44
12.896786,19552,2.44
12.900813,19536,2.44
12.90483,19568,2.45
12.908895,19568,2.45
12.912976,19552,2.44
12.917183,19552,2.45
12.921196,19568,2.45
12.925211,19552,2.45
12.929221,19568,2.45
12.933236,19552,2.44
12.937247,19552,2.44
12.941263,19552,2.44
12.945273,19536,2.44
12.949288,19536,2.44
12.953298,19552,2.44
12.957322,19536,2.44
12.961342,19568,2.44
12.965356,19536,2.44
12.969373,19536,2.44
12.973389,19504,2.44
12.977395,19520,2.44
12.98141,19504,2.44
12.985428,19456,2.43
12.989445,19440,2.43
12.99346,19408,2.42
12.997475,19360,2.41
13.001488,19296,2.41
13.005502,19232,2.4
13.009511,19152,2.39
13.013526,19088,2.38
13.017541,19024,2.37
13.021555,18944,2.36
13.025568,18864,2.35
13.029608,18768,2.34
13.033632,18688,2.33
13.037644,18576,2.31
13.041824,18448,2.3
13.045839,18320,2.28
13.049862,18192,2.27
13.053879,18080,2.25
13.057894,17968,2.24
13.061908,17824,2.22
13.065916,17680,2.2
13.06993,17568,2.19
13.07394,17440,2.17
13.077956,17296,2.16
13.081965,17200,2.14
13.085982,17088,2.13
13.089992,16992,2.12
13.094007,16896,2.11
13.098019,16816,2.1
13.102033,16752,2.09
13.106047,16688,2.08
13.11006,16624,2.07
13.114069,16576,2.07
13.118084,16560,2.07
13.122093,16560,2.07
13.126108,16560,2.07
13.130124,16576,2.07
13.134138,16592,2.07
13.138149,16576,2.07
13.142164,16576,2.07
13.146179,16576,2.07
13.150192,16560,2.07
13.154202,16576,2.07
13.158217,16560,2.07
13.162226,16576,2.07
13.166418,16576,2.07
13.170434,16576,2.07
13.174448,16560,2.07
13.178463,16560,2.07
13.182476,16544,2.07
13.186489,16560,2.07
13.190505,16576,2.07
13.194517,16592,2.07
13.198532,16576,2.07
13.20255,16576,2.07
13.206564,16592,2.07
13.210581,16592,2.07
13.214597,16576,2.07
13.218613,16592,2.08
13.222628,16624,2.08
13.226642,16688,2.09
13.230657,16784,2.1
13.234667,16912,2.12
13.238681,17024,2.13
13.242696,17136,2.15
13.24671,17280,2.17
13.250727,17424,2.19
13.254741,17552,2.21
13.258752,17680,2.22
13.26277,17808,2.23
13.266785,17936,2.25
13.270812,18080,2.27
13.274823,18192,2.28
13.278839,18304,2.3
13.282855,18432,2.31
13.286875,18528,2.33
13.291054,18672,2.34
13.29507,18784,2.36
13.299079,18912,2.37
13.303095,19008,2.38
13.307104,19120,2.39
13.311118,19184,2.4
13.315127,19248,2.41
13.319142,19344,2.42
13.323156,19440,2.44
13.32717,19520,2.44
13.331183,19600,2.46
13.335197,19680,2.47
13.339212,19792,2.48
13.343226,19856,2.49
13.347239,19920,2.49
13.351254,19952,2.5
13.355263,20016,2.5
13.359278,20032,2.51
13.36329,20064,2.51
13.367306,20080,2.51
13.371332,20080,2.51
13.375347,20096,2.51
13.379352,20096,2.51
13.383367,20080,2.51
13.387379,20080,2.51
13.391395,20080,2.51
13.39541,20080,2.51
13.399423,20096,2.51
13.403436,20064,2.51
13.407468,20064,2.51
13.411547,20112,2.51
13.41579,20080,2.51
13.419812,20096,2.51
13.423832,20096,2.51
13.427851,20112,2.51
13.431871,20096,2.51
13.435883,20112,2.51
13.439898,20096,2.51
13.443915,20080,2.51
13.44793,20064,2.51
13.451948,20080,2.51
13.455965,20064,2.51
13.459984,20080,2.51
13.464002,20080,2.51
13.468016,20064,2.51
13.472035,20064,2.51
13.476052,20080,2.51
13.48007,20048,2.5
13.484083,20016,2.5
13.488103,19968,2.49
13.492122,19872,2.48
13.496138,19792,2.47
13.500154,19728,2.46
13.504169,19616,2.44
13.508179,19488,2.43
13.512193,19344,2.41
13.516202,19200,2.39
13.520216,19056,2.37
13.52423,18880,2.35
13.528244,18736,2.33
13.532253,18576,2.31
13.536268,18416,2.29
13.540452,18288,2.27
13.544469,18096,2.26
13.548482,17984,2.24
13.552497,17824,2.22
13.556512,17696,2.21
13.560527,17568,2.19
13.564541,17504,2.18
13.568555,17408,2.17
13.572563,17312,2.16
13.576579,17248,2.15
13.580593,17168,2.14
13.584608,17120,2.14
13.588619,17088,2.14
13.592635,17072,2.14
13.596649,17072,2.13
13.600665,17088,2.14
13.604681,17088,2.14
13.608697,17072,2.14
13.612713,17088,2.14
13.616727,17088,2.13
13.620742,17072,2.13
13.624758,17072,2.14
13.628773,17088,2.14
13.632789,17072,2.14
13.636817,17088,2.14
13.640836,17088,2.14
13.644851,17072,2.14
13.648865,17072,2.14
13.652873,17072,2.14
13.656887,17072,2.13
13.660902,17056,2.13
13.665137,17072,2.14
13.669152,17088,2.14
13.673166,17056,2.13
13.677175,17072,2.13
13.68119,17056,2.13
13.685198,17072,2.13
13.689214,17072,2.13
13.693229,17072,2.13
13.697245,17072,2.14
13.701265,17072,2.14
13.705285,17088,2.14
13.7093,17088,2.13
13.713324,17072,2.14
13.717344,17104,2.14
13.721355,17152,2.15
13.725366,17216,2.15
13.729382,17264,2.16
13.733397,17360,2.18
13.737414,17456,2.19
13.741424,17536,2.2
13.745441,17632,2.21
13.749451,17744,2.23
13.753465,17856,2.24
13.757475,17984,2.26
13.761488,18128,2.28
13.765511,18272,2.29
13.769527,18432,2.31
13.773535,18592,2.34
13.777549,18752,2.35
13.781562,18896,2.37
13.785576,19088,2.42
13.795035,19456,2.44
13.79907,19600,2.46
13.803087,19760,2.48
13.807103,19888,2.5
13.811119,20032,2.51
13.81514,20160,2.53
13.819154,20320,2.54
13.82317,20432,2.56
13.827188,20560,2.57
13.831207,20624,2.59
13.835224,20736,2.6
13.839242,20800,2.61
13.843256,20896,2.61
13.847273,20960,2.62
13.851289,21040,2.63
13.855306,21056,2.64
13.859332,21088,2.64
13.863351,21104,2.64
13.867367,21088,2.64
13.871386,21120,2.64
13.875399,21136,2.64
13.879416,21104,2.64
13.883434,21120,2.64
13.887449,21136,2.64
13.891471,21152,2.64
13.895487,21136,2.64
13.899497,21136,2.64
13.903512,21136,2.64
13.907692,21136,2.64
13.911772,21136,2.64
13.915799,21152,2.64
13.919859,21136,2.64
13.923895,21136,2.64
13.927915,21136,2.64
13.931928,21136,2.64
13.935945,21136,2.65
13.939957,21152,2.64
13.943976,21152,2.64
13.947986,21168,2.64
13.952004,21136,2.64
13.956023,21120,2.64
13.960041,21120,2.64
13.964055,21120,2.64
13.968074,21136,2.64
13.972088,21152,2.64
13.976105,21136,2.64
13.980123,21120,2.64
13.984141,21120,2.64
13.988161,21120,2.64
13.992188,21120,2.64
13.996208,21120,2.64
14.000228,21120,2.64
14.004248,21120,2.64
14.008271,21120,2.64
14.01229,21136,2.64
14.016311,21136,2.64
14.020331,21136,2.64
14.024353,21120,2.64
14.028386,21104,2.64
14.032582,21072,2.64
14.036601,21040,2.63
14.040622,20976,2.62
14.044637,20912,2.61
14.048653,20816,2.6
14.05267,20752,2.59
14.056687,20640,2.58
14.060701,20544,2.56
14.064718,20432,2.55
14.068737,20336,2.53
14.072757,20208,2.51
14.076775,20064,2.5
14.080793,19952,2.49
14.084817,19840,2.47
14.088829,19712,2.46
14.092852,19616,2.45
14.09687,19536,2.44
14.100884,19440,2.43
14.104903,19392,2.42
14.108922,19312,2.41
14.112939,19264,2.4
14.116955,19200,2.4
14.120971,19216,2.4
14.124986,19216,2.4
14.129003,19200,2.4
14.133017,19200,2.4
14.137035,19216,2.4
14.141045,19232,2.4
14.145061,19216,2.4
14.149077,19248,2.4
14.153091,19200,2.4
14.157283,19216,2.4
14.161301,19232,2.4
14.165325,19232,2.4
14.169344,19216,2.4
14.17336,19216,2.4
14.177376,19200,2.4
14.181393,19184,2.4
14.18541,19200,2.4
14.18942,19200,2.4
14.193441,19184,2.4
14.197456,19200,2.4
14.201469,19216,2.4
14.205483,19232,2.4
14.209498,19216,2.4
14.213513,19200,2.4
14.217528,19216,2.4
14.221542,19216,2.4
14.225556,19216,2.4
14.229564,19216,2.4
14.233577,19216,2.4
14.237591,19232,2.4
14.241604,19216,2.41
14.245619,19232,2.4
14.249632,19200,2.4
14.253647,19216,2.4
14.25766,19216,2.4
14.261667,19216,2.4
14.265683,19200,2.4
14.269702,19216,2.4
14.273724,19216,2.41
14.277739,19232,2.4
14.281926,19216,2.4
14.285941,19216,2.4
14.289955,19200,2.4
14.293973,19232,2.4
14.297988,19232,2.4
14.302002,19232,2.4
14.306016,19216,2.4
14.310024,19232,2.4
14.314038,19216,2.4
14.318051,19216,2.4
14.322065,19216,2.4
14.326075,19200,2.4
14.330088,19200,2.4
14.334099,19216,2.4
14.338112,19216,2.4
14.342128,19232,2.4
14.346142,19232,2.4
14.350156,19216,2.4
14.35417,19200,2.4
14.358179,19216,2.4
14.362197,19216,2.4
14.366212,19200,2.4
14.370228,19216,2.4
14.374243,19216,2.4
14.378258,19216,2.4
14.382267,19216,2.4
14.386282,19216,2.4
14.390291,19216,2.4
14.394308,19216,2.4
14.398322,19216,2.4
14.402336,19200,2.4
14.406521,19232,2.4
14.410614,19200,2.4
14.414648,19216,2.4
14.418665,19200,2.4
14.422709,19216,2.4
14.426738,19248,2.4
14.430754,19216,2.4
14.434771,19232,2.4
14.438788,19232,2.4
14.442815,19216,2.4
14.446834,19200,2.4
14.450852,19216,2.4
14.454871,19200,2.4
14.45889,19200,2.4
14.462909,19216,2.4
14.466927,19216,2.4
14.470944,19216,2.4
14.47496,19200,2.4
14.478969,19200,2.4
14.482985,19200,2.4
14.486996,19200,2.4
14.491012,19184,2.4
14.49503,19200,2.4
14.499046,19200,2.4
14.503063,19232,2.4
14.507078,19232,2.4
14.511094,19216,2.4
14.515109,19200,2.4
14.519124,19216,2.4
14.523139,19200,2.4
14.527154,19216,2.4
14.531354,19216,2.4
14.535373,19200,2.4
14.539393,19200,2.4
14.543405,19200,2.4
14.547421,19184,2.4
14.551433,19216,2.4
14.55545,19200,2.4
14.559462,19216,2.4
14.563479,19232,2.41
14.567493,19216,2.4
14.571509,19216,2.4
14.57552,19216,2.4
14.579535,19200,2.4
14.583551,19216,2.4
14.587568,19200,2.4
14.591586,19200,2.4
14.595606,19184,2.4
14.599623,19216,2.4
14.603641,19216,2.4
14.607652,19216,2.4
14.611667,19232,2.4
14.615677,19216,2.4
14.619693,19216,2.4
14.623709,19216,2.4
14.627724,19216,2.4
14.631739,19216,2.4
14.635754,19232,2.4
14.639769,19248,2.4
14.643779,19216,2.4
14.647793,19216,2.4
14.651807,19216,2.4
14.656011,19200,2.4
14.660032,19200,2.4
14.664049,19216,2.4
14.668061,19216,2.4
14.672076,19216,2.4
14.676086,19200,2.4
14.680101,19200,2.4
14.68412,19200,2.4
14.688136,19200,2.4
14.692148,19200,2.4
14.696169,19216,2.4
14.700187,19232,2.4
14.704204,19216,2.4
14.708222,19232,2.4
14.71224,19216,2.4
14.716251,19216,2.4
14.720265,19200,2.4
14.724274,19200,2.4
14.72829,19200,2.4
14.7323,19216,2.4
14.736316,19216,2.4
14.740327,19232,2.4
14.744344,19200,2.4
14.74836,19216,2.4
14.752381,19200,2.4
14.756403,19200,2.4
14.760421,19216,2.4
14.764447,19216,2.4
14.768466,19216,2.4
14.772478,19216,2.4
14.776494,19232,2.4
14.780682,19232,2.4
14.784699,19216,2.4
14.788709,19200,2.4
14.792724,19216,2.4
14.796739,19216,2.4
14.800757,19232,2.41
14.804773,19232,2.4
14.80879,19232,2.4
14.812811,19216,2.4
14.816828,19200,2.4
14.820845,19216,2.4
14.824861,19200,2.4
14.828868,19232,2.4
14.832878,19232,2.4
14.836898,19232,2.4
14.840916,19216,2.4
14.844927,19216,2.4
14.848943,19216,2.4
14.852963,19216,2.4
14.856981,19216,2.4
14.861003,19216,2.4
14.86502,19184,2.4
14.86903,19216,2.4
14.873044,19232,2.4
14.877059,19232,2.4
14.881074,19216,2.4
14.885083,19216,2.4
14.889097,19216,2.4
14.893111,19200,2.4
14.897129,19200,2.4
14.90114,19216,2.4
14.905344,19216,2.4
14.909366,19200,2.4
14.913452,19200,2.4
14.917492,19216,2.4
14.921567,19200,2.4
14.925599,19216,2.4
14.929632,19216,2.4
14.933651,19200,2.4
14.93767,19200,2.4
14.941689,19200,2.4
14.945707,19200,2.4
14.949726,19216,2.41
14.953743,19232,2.4
14.957758,19232,2.41
14.961775,19216,2.4
14.965788,19232,2.4
14.969806,19216,2.4
14.973819,19216,2.4
14.977837,19216,2.4
14.981858,19216,2.4
14.985877,19216,2.4
14.98989,19216,2.4
14.993907,19232,2.4
14.997929,19232,2.4
15.001947,19216,2.4
15.005959,19216,2.4
15.009976,19200,2.4
15.013993,19216,2.4
15.018009,19200,2.4
15.022019,19232,2.4
15.026036,19232,2.41
15.030226,19232,2.4
15.034244,19232,2.4
15.038259,19216,2.4
15.042275,19216,2.4
15.046286,19216,2.4
15.050302,19216,2.4
15.054318,19232,2.4
15.058333,19216,2.4
15.062346,19216,2.4
15.066363,19216,2.4
15.070388,19200,2.4
15.074407,19200,2.4
15.078425,19232,2.4
15.082444,19200,2.4
15.08646,19232,2.4
15.090479,19200,2.4
15.094497,19232,2.4
15.098518,19216,2.4
15.102535,19216,2.4
15.106552,19200,2.4
15.110564,19216,2.4
15.11458,19216,2.4
15.118595,19200,2.4
15.122611,19216,2.4
15.126622,19232,2.4
15.130639,19216,2.4
15.134656,19216,2.4
15.138672,19216,2.4
15.142683,19216,2.4
15.146698,19216,2.4
15.150724,19216,2.4
15.154915,19216,2.4
15.158934,19216,2.4
15.16295,19216,2.4
15.166968,19216,2.4
15.170984,19216,2.4
15.175,19200,2.4
15.179018,19216,2.4
15.183033,19200,2.4
15.187048,19216,2.4
15.191064,19232,2.4
15.195079,19216,2.4
15.199098,19216,2.4
15.203114,19216,2.4
15.207129,19216,2.4
15.211145,19200,2.4
15.215156,19200,2.4
15.219172,19216,2.4
15.223188,19216,2.4
15.227204,19216,2.4
15.23122,19216,2.4
15.235237,19216,2.4
15.239253,19216,2.4
15.243272,19184,2.4
15.247291,19184,2.4
15.251309,19184,2.4
15.255336,19184,2.4
15.259353,19184,2.4
15.263369,19184,2.4
15.267394,19168,2.4
15.27141,19168,2.4
15.275427,19152,2.4
15.279665,19152,2.39
15.283683,19168,2.39
15.287693,19152,2.4
15.291708,19152,2.39
15.295724,19136,2.39
15.299744,19120,2.39
15.303756,19136,2.39
15.307772,19136,2.39
15.311786,19152,2.39
15.315801,19120,2.39
15.319817,19120,2.39
15.323833,19120,2.39
15.327856,19136,2.39
15.331875,19104,2.39
15.335886,19104,2.39
15.339903,19120,2.39
15.343916,19104,2.39
15.347933,19104,2.39
15.351953,19120,2.39
15.355969,19104,2.39
15.359985,19088,2.39
15.364,19088,2.39
15.368016,19104,2.39
15.372032,19104,2.39
15.376043,19088,2.39
15.380058,19088,2.39
15.384079,19088,2.39
15.388096,19088,2.39
15.392106,19104,2.39
15.396122,19088,2.38
15.40014,19056,2.38
15.404337,19056,2.38
15.408359,19072,2.39
15.41247,19088,2.38
15.416499,19056,2.38
15.420527,19056,2.38
15.424568,19056,2.38
15.428589,19040,2.38
15.432611,19040,2.38
15.436629,19072,2.38
15.440646,19056,2.38
15.444664,19008,2.38
15.448682,18992,2.38
15.452697,19024,2.38
15.456712,19008,2.38
15.460726,19008,2.38
15.464741,18992,2.38
15.468758,19008,2.38
15.47277,19024,2.38
15.476788,18992,2.38
15.480818,18992,2.37
15.484838,18960,2.37
15.488852,18960,2.37
15.49287,18960,2.37
15.496886,18944,2.37
15.500909,18928,2.37
15.504923,18944,2.37
15.508939,18944,2.37
15.512949,18960,2.37
15.516964,18944,2.37
15.52098,18944,2.37
15.524994,18928,2.37
15.52918,18928,2.37
15.533196,18944,2.37
15.537207,18912,2.36
15.541222,18912,2.36
15.545236,18896,2.36
15.549252,18896,2.36
15.553268,18880,2.36
15.557282,18880,2.36
15.561292,18864,2.36
15.565308,18864,2.36
15.569334,18848,2.36
15.573354,18864,2.36
15.577375,18864,2.36
15.581391,18832,2.35
15.585407,18832,2.35
15.589422,18832,2.36
15.593436,18832,2.35
15.597449,18832,2.35
15.601467,18848,2.35
15.605481,18848,2.36
15.609496,18880,2.36
15.61351,18832,2.35
15.61752,18864,2.36
15.621536,18832,2.36
15.625545,18832,2.35
15.629559,18816,2.35
15.633574,18832,2.35
15.637588,18832,2.35
15.641597,18832,2.35
15.645609,18848,2.36
15.649618,18848,2.36
15.653805,18832,2.35
15.657823,18832,2.35
15.661839,18832,2.35
15.665861,18832,2.35
15.669878,18832,2.36
15.673892,18848,2.36
15.677906,18848,2.35
15.68192,18832,2.35
15.685933,18832,2.35
15.689948,18832,2.35
15.693961,18816,2.35
15.697974,18848,2.35
15.701992,18816,2.35
15.706002,18832,2.36
15.710015,18848,2.36
15.714028,18848,2.36
15.718043,18832,2.36
15.722053,18848,2.35
15.726069,18832,2.36
15.730085,18832,2.35
15.734098,18832,2.36
15.738113,18848,2.36
15.742127,18848,2.36
15.746139,18864,2.36
15.750154,18848,2.36
15.754168,18848,2.36
15.758181,18832,2.36
15.762194,18848,2.36
15.766208,18832,2.36
15.770226,18848,2.35
15.774256,18816,2.36
15.778443,18832,2.35
15.782459,18832,2.35
15.786468,18832,2.35
15.790483,18832,2.35
15.794492,18832,2.35
15.798506,18832,2.35
15.802519,18832,2.35
15.806534,18848,2.36
15.810553,18864,2.36
15.81457,18848,2.36
15.818581,18848,2.36
15.822597,18864,2.36
15.826614,18848,2.36
15.83063,18848,2.35
15.834639,18848,2.36
15.838654,18848,2.36
15.842668,18832,2.36
15.846681,18832,2.36
15.850695,18864,2.36
15.854708,18864,2.36
15.858723,18864,2.36
15.862738,18832,2.36
15.866748,18848,2.36
15.870762,18848,2.36
15.874775,18848,2.35
15.878797,18848,2.36
15.882811,18848,2.36
15.886826,18880,2.36
15.890834,18864,2.36
15.894848,18864,2.36
15.898861,18848,2.36
15.903044,18848,2.36
15.90706,18848,2.36
15.911091,18848,2.36
15.915166,18848,2.36
15.919284,18848,2.36
15.923378,18848,2.36
15.927497,18880,2.36
15.931555,18848,2.36
15.935674,18848,2.35
15.939738,18848,2.36
15.943854,18864,2.36
15.947915,18848,2.36
15.952034,18848,2.36
15.956093,18848,2.36
15.960211,18864,2.36
15.964261,18864,2.36
15.968373,18864,2.36
15.972437,18864,2.36
15.976556,18880,2.36
15.980615,18848,2.36
15.984733,18848,2.36
15.988784,18864,2.36
15.992822,18896,2.36
15.996834,18896,2.36
16.000854,18912,2.36
16.004878,18896,2.36
16.008894,18896,2.36
16.012904,18896,2.36
16.016919,18880,2.36
16.020928,18896,2.36
16.024942,18880,2.36
16.029137,18912,2.36
16.033152,18912,2.36
16.037165,18912,2.36
16.041181,18896,2.36
16.045196,18912,2.36
16.049212,18928,2.37
16.053223,18928,2.37
16.057238,18944,2.37
16.061255,18928,2.37
16.065271,18944,2.37
16.069286,18928,2.37
16.073302,18928,2.37
16.077324,18928,2.37
16.081345,18928,2.37
16.085353,18928,2.37
16.089368,18944,2.37
16.093383,18944,2.37
16.097398,18944,2.37
16.101407,18944,2.37
16.105424,18944,2.37
16.109434,18944,2.37
16.113447,18928,2.37
16.117456,18928,2.37
16.121468,18928,2.37
16.125481,18960,2.37
16.129495,18960,2.37
16.13351,18976,2.37
16.137523,18960,2.37
16.141537,18960,2.37
16.145551,18928,2.37
16.149564,18944,2.37
16.15376,18960,2.37
16.157771,18960,2.37
16.161785,18944,2.37
16.165796,18944,2.37
16.16981,18944,2.37
16.173818,18928,2.37
16.177832,18944,2.37
16.181855,18928,2.37
16.185871,18928,2.37
16.189882,18944,2.37
16.193896,18960,2.37
16.19791,18960,2.37
16.201925,18960,2.37
16.205941,18944,2.37
16.209958,18944,2.37
16.213974,18944,2.37
16.217989,18944,2.37
16.222003,18928,2.37
16.226018,18928,2.37
16.230031,18944,2.37
16.234045,18944,2.37
16.238058,18960,2.37
16.242071,18944,2.37
16.246079,18928,2.37
16.250094,18944,2.37
16.254109,18944,2.37
